,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
499,499,Sharon Qian,Harvard,Yaron Singer,Harvard University,Fast Parallel Algorithms for Statistical Subset Selection Problems.
500,500,Alan Kuhnle,Florida State University,Alan Kuhnle,Florida State University,Interlaced Greedy Algorithm for Maximization of Submodular Functions in Nearly Linear Time.
501,501,Mingrui Zhang,Yale University,Amin Karbasi,Yale,Online Continuous Submodular Maximization: From Full-Information to Bandit Feedback.
502,502,Amin Karbasi,Yale,Zebang Shen,University of Pennsylvania,Stochastic Continuous Greedy ++:  When Upper and Lower Bounds Match.
503,503,Shinji Ito,NEC Corporation,Shinji Ito,NEC Corporation,Submodular Function Minimization with Noisy Evaluation Oracle.
504,504,Viet Anh Nguyen,Stanford University,Wolfram Wiesemann,Imperial College,Optimistic Distributionally Robust Optimization for Nonparametric Likelihood Approximation.
505,505,Alix LHERITIER,Amadeus,Frederic Cazals,Inria,Low-Complexity Nonparametric Bayesian Online Prediction with Universal Guarantees.
506,506,Shufei Ge,Simon Fraser University,Lloyd T. Elliott,Simon Fraser University,Random Tessellation Forests.
507,507,Frederic Koehler,MIT,Frederic Koehler,MIT,Fast Convergence of Belief Propagation to Global Optima: Beyond Correlation Decay .
508,508,Eliya Nachmani,Tel Aviv University and Facebook AI Research,Lior Wolf,Facebook AI Research,Hyper-Graph-Network Decoders for Block Codes.
509,509,Dawn Sepehr,University of Tennessee,Donatello Materassi,University of Minnesota,An Algorithm to Learn Polytree Networks with Hidden Nodes.
510,510,Jonathan Kuck,Stanford,Stefano Ermon,Stanford,Approximating the Permanent by Sampling from Adaptive Partitions.
511,511,Boxin Zhao,UChicago,Mladen Kolar,University of Chicago,Direct Estimation of Differential Functional Graphical Models.
512,512,Pasha Khosravi,UCLA,Guy Van den Broeck,UCLA,On Tractable Computation of Expected Predictions.
513,513,Andy Shih,UCLA / Stanford,Antoine Amarilli,"LTCI, Télécom ParisTech",Smoothing Structured Decomposable Circuits.
514,514,Shanshan Wu,University of Texas at Austin,Alex Dimakis,"University of Texas, Austin",Sparse Logistic Regression Learns All Discrete Pairwise Graphical Models.
515,515,Sandeep Kumar,Hong Kong University of Science and Technology,Daniel Palomar,The Hong Kong University of Science and Technology,Structured Graph Learning Via Laplacian Spectral Constraints.
516,516,Ernesto Araya Valdivia,Université Paris-Sud,De Castro Yohann,École centrale de Lyon,Latent distance estimation for random geometric graphs.
517,517,Gabriel Loaiza-Ganem,Layer 6 AI,John Cunningham,University of Columbia,The continuous Bernoulli: fixing a pervasive error in variational autoencoders.
518,518,Iryna Korshunova,Ghent University,Lucas Theis,Twitter,Discriminative Topic Modeling with Logistic LDA.
