,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
199,199,Nima Hamidi,Stanford University,Kapil Gupta,Airbnb,Personalizing Many Decisions with High-Dimensional Covariates.
200,200,Rémy Degenne,"Centrum Wiskunde & Informatica, Amsterdam",Pierre Ménard,Institut de Mathématiques de Toulouse,Non-Asymptotic Pure Exploration by Solving Games.
201,201,Ilai Bistritz,Stanford,Jose Blanchet,Stanford University,Online EXP3 Learning in Adversarial Bandits with Delayed Feedback.
202,202,Vrettos Moulos,UC Berkeley,Vrettos Moulos,UC Berkeley,Optimal Best Markovian Arm Identification with Fixed Confidence.
203,203,Shinji Ito,NEC Corporation,Ken-Ichi Kawarabayashi,National Institute of Informatics,Oracle-Efficient Algorithms for Online Linear Optimization with Bandit Feedback.
204,204,Young H Jung,University of Michigan,Ambuj Tewari,University of Michigan,Regret Bounds for Thompson Sampling in Episodic Restless Bandit Problems.
205,205,Chao Tao,Indiana University Bloomington,Yuan Zhou,UIUC,Thresholding Bandit with Optimal Aggregate Regret.
206,206,Sulaiman Alghunaim,UCLA,Ali H Sayed,Ecole Polytechnique Fédérale de Lausanne,A Linearly Convergent Proximal Gradient Algorithm for Decentralized  Optimization.
207,207,Edgar Dobriban,University of Pennsylvania,Sophia Liu,Stanford University,Asymptotics for Sketching in Least Squares Regression.
208,208,Shashank Rajput,University of Wisconsin - Madison,Dimitrios Papailiopoulos,University of Wisconsin-Madison,DETOX: A Redundancy-based Framework for Faster and More Robust Gradient Aggregation.
209,209,Cheng Meng,University of Georgia,Ping Ma,University of Georgia,Large-scale optimal transport map estimation using projection pursuit.
210,210,Jason Altschuler,MIT,Jon Niles-Weed,NYU,Massively scalable Sinkhorn distances via the Nyström method.
211,211,Belhal Karimi,Ecole Polytechnique,Marc Lavielle,Inria & Ecole Polytechnique,On the Global Convergence of (Fast) Incremental Expectation Maximization Methods.
212,212,zengfeng Huang,Fudan University,Ke Yi,""" Hong Kong University of Science and Technology, Hong Kong""",Optimal Sparsity-Sensitive Bounds for  Distributed Mean Estimation.
213,213,Xiaoyun Li,Rutgers University,Ping Li,Baidu Research USA,Random Projections with Asymmetric Quantization.
214,214,Ping Li,Baidu Research USA,Cun-Hui Zhang,Rutgers,Re-randomized Densification for One Permutation Hashing and Bin-wise Consistent Weighted Sampling.
215,215,Amirhossein Reisizadeh,UC Santa Barbara,Ramtin Pedarsani,UC Santa Barbara,Robust and Communication-Efficient Collaborative Learning.
216,216,Tharun Medini,Rice University,ANSHUMALI Shrivastava,Rice University,Extreme Classification in Log Memory using Count-Min Sketch: A Case Study of Amazon Search with 50M Products.
217,217,Titouan Vayer,IRISA,Laetitia Chapel,IRISA,Sliced Gromov-Wasserstein.
218,218,Nikolas Ioannou,IBM Research,Thomas Parnell,IBM Research,SySCD: A System-Aware Parallel Coordinate Descent Algorithm.
