,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
179,179,Colin Wei,Stanford University,Tengyu Ma,Stanford University,Data-dependent Sample Complexity of Deep Neural Networks via Lipschitz Augmentation.
180,180,Kevin Bello,Purdue University,Jean Honorio,Purdue University,Exact inference in structured prediction.
181,181,Bryon Aragam,University of Chicago,Qing Zhou,UCLA,Globally optimal score-based learning of directed acyclic graphs in high-dimensions.
182,182,Sushrut Karmalkar,The University of Texas at Austin,Pravesh Kothari,Princeton University and Institute for Advanced Study,List-decodable Linear Regression.
183,183,Pascale Gourdeau,University of Oxford,James Worrell,University of Oxford,On the Hardness of Robust Classification.
184,184,Matthew Holland,Osaka University,Matthew Holland,Osaka University,PAC-Bayes under potentially heavy tails.
185,185,Yihe Dong,Microsoft,Jerry Li,Microsoft,Quantum Entropy Scoring for Fast Robust Mean Estimation and Improved Outlier Detection.
186,186,Muhan Zhang,Washington University; Facebook (now),Yixin Chen,Washington University in St. Louis,D-VAE: A Variational Autoencoder for Directed Acyclic Graphs.
187,187,Jianlong Chang,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",Chunhong Pan,"Institute of Automation, Chinese Academy of Sciences",DATA: Differentiable ArchiTecture Approximation.
188,188,Yukang Chen,"Institute of Automation, Chinese Academy of Sciences",Jian Sun,"Megvii, Face++",DetNAS: Backbone Search for Object Detection.
189,189,Mitchell Wortsman,"University of Washington, Allen Institute for Artificial Intelligence",Mohammad Rastegari,XNOR.AI- AI2,Discovering Neural Wirings.
190,190,Sungbin Lim,Korea University,Sungwoong  Kim,Kakao Brain,Fast AutoAugment.
191,191,Aaron Klein,AWS Berlin,Javier González,Amazon.com,Meta-Surrogate Benchmarking for Hyperparameter Optimization.
192,192,Xuanyi Dong,University of Technology Sydney,Yi Yang,UTS,Network Pruning via Transformable Architecture Search.
193,193,David Eriksson,Uber AI,Matthias Poloczek,Uber AI,Scalable Global Optimization via Local Bayesian Optimization.
194,194,Niv Nayman,Alibaba Group,Lihi Zelnik,Alibaba,XNAS: Neural Architecture Search with Expert Advice.
195,195,Sayak Ray Chowdhury,Indian Institute of Science,Aditya Gopalan,Indian Institute of Science,Bayesian Optimization under Heavy-tailed Payoffs.
196,196,Julian Zimmert,University of Copenhagen,Tor Lattimore,DeepMind,"Connections Between Mirror Descent, Thompson Sampling and the Information Ratio."
197,197,Yogev Bar-On,Tel-Aviv University,Yishay Mansour,Tel Aviv University / Google,Individual Regret in Cooperative Nonstochastic Multi-Armed Bandits.
198,198,Sanae Amani,University of California Santa Barbara,Christos Thrampoulidis,UCSB,Linear Stochastic Bandits Under Safety Constraints.
