,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
239,239,Chaoyou Fu,"Institute of Automation, Chinese Academy of Sciences",Ran He,"NLPR, CASIA",Dual Variational Generation for Low Shot Heterogeneous Face Recognition.
240,240,Gedas Bertasius,Facebook Research,Lorenzo Torresani,Facebook AI,Learning Temporal Pose Estimation from Sparsely-Labeled Videos.
241,241,Xuesong Niu,"Institute of Computing Technology, CAS",Xilin Chen,"Institute of Computing Technology, Chinese Academy of Sciences",Multi-label Co-regularization for Semi-supervised Facial Action Unit Recognition.
242,242,Thomas Lucas,Inria,Jakob Verbeek,Facebook,Adaptive Density Estimation for Generative Models.
243,243,Shuangfei Zhai,Apple,Joshua Susskind,Apple Inc.,Adversarial Fisher Vectors for Unsupervised Representation Learning.
244,244,Tiantian Fang,University of Illinois Urbana-Champaign,Alex Schwing,University of Illinois at Urbana-Champaign,Co-Generation with GANs using AIS based HMC.
245,245,Yang Song,Stanford University,Stefano Ermon,Stanford,Generative Modeling by Estimating Gradients of the Data Distribution.
246,246,Sharon Zhou,Stanford University,Michael Bernstein,Stanford University,HYPE: A Benchmark for Human eYe Perceptual Evaluation of Generative Models.
247,247,Yilun Du,MIT,Igor Mordatch,OpenAI,Implicit Generation and Modeling with Energy Based Models.
248,248,Mahdi Karami,University of Alberta,Daniel Duckworth,Google Brain,Invertible Convolutional Flow.
249,249,Yulia Rubanova,University of Toronto,David Duvenaud,University of Toronto,Latent Ordinary Differential Equations for Irregularly-Sampled Time Series.
250,250,Xuezhe Ma,Carnegie Mellon University,Eduard Hovy,Carnegie Mellon University,MaCow: Masked Convolutional Generative Flow.
251,251,Sangwoo Mo,KAIST,Jinwoo Shin,KAIST; AITRICS,Mining GOLD Samples for Conditional GANs.
252,252,Erik Nijkamp,UCLA,Ying Nian Wu,"University of California, Los Angeles",Learning Non-Convergent Non-Persistent Short-Run MCMC Toward Energy-Based Model.
253,253,Ricky T. Q. Chen,U of Toronto,Joern-Henrik Jacobsen,Vector Institute,Residual Flows for Invertible Generative Modeling.
254,254,Jinsung Yoon,"University of California, Los Angeles",Mihaela van der Schaar,"University of California, Los Angeles",Time-series Generative Adversarial Networks.
255,255,Mingming Gong,University of Melbourne,Kayhan Batmanghelich,University of Pittsburgh,Twin Auxilary Classifiers GAN.
256,256,Florian Scheidegger,IBM Research -- Zurich,A. Cristiano I. Malossi,IBM Research - Zurich,Constrained deep neural network architecture search for IoT devices accounting for hardware calibration.
257,257,Gauthier Gidel,Mila,Simon Lacoste-Julien,"Mila, Université de Montréal & SAIL Montreal",Implicit Regularization of Discrete Gradient Dynamics in Linear Neural Networks.
258,258,Hui Guan,North Carolina State University,Seung-Hwan Lim,Oak Ridge National Laboratory,In-Place Zero-Space Memory Protection for CNN.
