,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
39,39,Moein Falahatgar,UCSD,Vaishakh Ravindrakumar,UC San Diego,Maxing and Ranking with Few Assumptions.
40,40,Matthäus Kleindessner,University of Tübingen,Ulrike von Luxburg,University of Tübingen,Kernel functions based on triplet comparisons.
41,41,Feiping Nie,University of Texas Arlington,Heng Huang,University of Pittsburgh,Learning A Structured Optimal Bipartite Graph for Co-Clustering.
42,42,Mikhail Yurochkin,IBM Research AI,nikolaos Vasiloglou,LogicBlox,Multi-way Interacting Regression via Factorization Machines.
43,43,Alexandre Drouin,Element AI,Francois Laviolette,Université Laval,Maximum Margin Interval Trees.
44,44,Jianbo Chen,"University of California, Berkeley",Michael Jordan,UC Berkeley,Kernel Feature Selection via Conditional Covariance Minimization.
45,45,Dominique Perrault-Joncas,Google,James McQueen,University of Washington,Improved Graph Laplacian via Geometric Self-Consistency.
46,46,Dongsheng Li,IBM Research - China,Stephen Chu,IBM Research - China,Mixture-Rank Matrix Approximation for Collaborative Filtering.
47,47,Carlton Downey,Carnegie Mellon University,Boyue Li,Carnegie Mellon University,Predictive State Recurrent Neural Networks.
48,48,Matteo Ruffini,UPC,Borja Balle,DeepMind,Hierarchical Methods of Moments.
49,49,Guillaume Rabusseau,Université de Montréal - Mila,Joelle Pineau,McGill University,Multitask Spectral Learning of Weighted Automata.
50,50,Yung-Kyun Noh,Seoul National University,Daniel Lee,Cornell Tech,Generative Local Metric Learning for Kernel Regression.
51,51,Michael Hauser,Pennsylvania State University,Asok Ray,Pennsylvania State University,Principles of Riemannian Geometry  in Neural Networks.
52,52,Ehsan Elhamifar,Northeastern University,Clara De Paolis Kaluza,Northeastern University,Subset Selection and Summarization in Sequential Data.
53,53,Xingguo Li,Princeton University,Tuo Zhao,Georgia Tech,On Quadratic Convergence of DC Proximal Newton Algorithm in Nonconvex Sparse Learning.
54,54,Gauri Jagatap,Iowa State University,Chinmay Hegde,Iowa State University,"Fast, Sample-Efficient Algorithms for Structured Phase Retrieval."
55,55,Cong Han Lim,Georgia Tech,Stephen Wright,UW-Madison,k-Support and Ordered Weighted Sparsity for Overlapping Groups: Hardness and Algorithms.
56,56,Haotian Pang,Princeton University,Tuo Zhao,Georgia Tech,Parametric Simplex Method for Sparse Learning.
57,57,Chris Metzler,Rice University,Richard Baraniuk,Rice University,Learned D-AMP: Principled Neural Network based Compressive Image Recovery.
58,58,Alessandro Rudi,"École Normale Supérieure, INRIA",Lorenzo Rosasco,University of Genova- MIT - IIT,FALKON: An Optimal Large Scale Kernel Method.
