,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
539,539,Kiran Garimella,Aalto University,Nikolaj Tatti,Aalto University,Balancing information exposure in social networks.
540,540,Jinfeng Yi,JD AI Research,Yao Li,"University of California, Davis",Scalable Demand-Aware Recommendation.
541,541,Hsiang-Fu Yu,U Texas,Inderjit Dhillon,University of Texas at Austin,A Greedy Approach for Budgeted Maximum Inner Product Search.
542,542,Kartik Ahuja,"University of California, Los Angeles",Mihaela van der Schaar,UCLA and Oxford University,DPSCREEN: Dynamic Personalized Screening.
543,543,Ahmed M. Alaa,UCLA,Mihaela van der Schaar,UCLA and Oxford University,Deep Multi-task Gaussian Processes for Survival Analysis with Competing Risks.
544,544,Mingzhe Wang,University of Michigan,Jia Deng,University of Michigan,Premise Selection for Theorem Proving by Deep Graph Embedding.
545,545,John T Halloran,"University of California, Davis",David M Rocke,"University of California, Davis",Gradients of Generative Models for Improved Discriminative Analysis of Tandem Mass Spectra.
546,546,Tianxiao Shen,MIT,Tommi Jaakkola,MIT,Style Transfer from Non-Parallel Text by Cross-Alignment.
547,547,Serhii Havrylov,University of Edinburgh,Ivan Titov,University of Edinburgh / University of Amsterdam,Emergence of Language with Multi-agent Games: Learning to Communicate with Sequences of Symbols.
548,548,Yuandong Tian,Facebook AI Research,Larry Zitnick,Facebook AI Research,"ELF: An Extensive, Lightweight and Flexible Research Platform for Real-time Strategy Games."
549,549,Evan Racah,"Mila, Université de Montréal",Chris Pal,"MILA, Polytechnique Montréal, Element AI","ExtremeWeather: A large-scale climate dataset for semi-supervised detection, localization, and understanding of extreme weather events."
550,550,Shuang Liu,"University of California, San Diego",Kamalika Chaudhuri,UCSD,Approximation and Convergence Properties of Generative Adversarial Learning.
551,551,Vaishnavh Nagarajan,Carnegie Mellon University,J. Zico Kolter,Carnegie Mellon University / Bosch Center for AI,Gradient descent GAN optimization is locally stable.
552,552,Richard Nock,"Data61, The Australian National University & The University of Sydney",Robert Williamson,Australian National University & Data61,f-GANs in an Information Geometric Nutshell.
553,553,Lars Mescheder,Max-Planck Institute Tuebingen,Andreas Geiger,MPI Tübingen,The Numerics of GANs.
554,554,Roderich Gross,The University of Sheffield,Melvin Gauci,Harvard University,Generalizing GANs: A Turing Perspective.
555,555,Yujia Li,University of Toronto,Richard Zemel,Vector Institute/University of Toronto,Dualing GANs.
556,556,Youssef Mroueh,IBM T.J Watson Research Center,Tom Sercu,IBM Research,Fisher GAN.
557,557,Gilles Louppe,New York University,Kyle Cranmer,New York University,Learning to Pivot with Adversarial Networks.
558,558,Ishaan Gulrajani,Google,Aaron Courville,U. Montreal,Improved Training of Wasserstein GANs.
