,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
379,379,Pan Zhang,Institute of Theoretical Physics,Pan Zhang,Institute of Theoretical Physics,Robust Spectral Detection of Global Structures in the Data by Learning a Regularization.
380,380,Xinchen Yan,University of Michigan,Honglak Lee,University of Michigan,Perspective Transformer Nets: Learning Single-View 3D Object Reconstruction without 3D Supervision.
381,381,Mahdi Milani Fard,Google,Maya Gupta,Google,Launch and Iterate: Reducing Prediction Churn.
382,382,Bo Li,Vanderbilt University,Yevgeniy Vorobeychik,Vanderbilt University,Data Poisoning Attacks on Factorization-Based Collaborative Filtering.
383,383,Jack Rae,Google DeepMind,Timothy Lillicrap,Google DeepMind,Scaling Memory-Augmented Neural Networks with Sparse Reads and Writes.
384,384,Jonathan Kadmon,Hebrew University,Haim Sompolinsky,Hebrew University and Harvard University,Optimal Architectures in a Solvable Model of Deep Networks.
385,385,Gabriel Krummenacher,ETH Zurich,Nicolai Meinshausen,ETH Zurich,Scalable Adaptive Stochastic Optimization Using Random Projections.
386,386,Hao Wu,Free University of Berlin,Frank Noe,FU Berlin,Spectral Learning of Dynamic Systems from Nonequilibrium Data.
387,387,sabyasachi chatterjee,University of Chicago,Yuancheng Zhu,University of Chicago,Local Minimax Complexity of Stochastic Convex Optimization.
388,388,Yarin Gal,University of Cambridge,Zoubin Ghahramani,Uber and University of Cambridge,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks.
389,389,Umut Güçlü,Radboud University,Marcel A. J. van Gerven,Radboud University,Brains on Beats.
390,390,dreamqi Meng,Peking University,Tie-Yan Liu,Microsoft Research,A Communication-Efficient Parallel Algorithm for Decision Tree.
391,391,Erik Lindgren,University of Texas at Austin,Alex Dimakis,"University of Texas, Austin",Leveraging Sparsity for Efficient Submodular Data Summarization.
392,392,Jacob Steinhardt,Stanford University,Moses Charikar,Stanford University,Avoiding Imposters and Delinquents: Adversarial Crowdsourcing and Peer Prediction.
393,393,Reza Eghbali,University of washington,Maryam Fazel,University of Washington,Designing smoothing functions for improved worst-case competitive ratio in online optimization.
394,394,Kieran Milan,Google DeepMind,Demis Hassabis,DeepMind,The Forget-me-not Process.
395,395,Carl Vondrick,MIT,Antonio Torralba,MIT,Generating Videos with Scene Dynamics.
396,396,Pingfan Tang,University of Utah,Jeff M Phillips,University of Utah,The Robustness of Estimator Composition.
397,397,Kihyuk Sohn,Google,Kihyuk Sohn,Google,Improved Deep Metric Learning with Multi-class N-pair Loss Objective.
398,398,Suriya Gunasekar,UT Austin,Joydeep Ghosh,UT Austin,Preference Completion from Partial Rankings.
