,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
119,119,Alhussein Fawzi,Ecole Polytechnique Federale de Lausanne (EPFL),Pascal Frossard,EPFL,Robustness of classifiers: from adversarial to random noise.
120,120,Daniel J Mankowitz,Technion,Shie Mannor,Technion,Adaptive Skills Adaptive Partitions (ASAP).
121,121,Kirthevasan Kandasamy,CMU,Barnabas Poczos,Carnegie Mellon University,Gaussian Process Bandit Optimisation with Multi-fidelity Evaluations.
122,122,Brenda Betancourt,Duke University,Rebecca Steorts,Duke University,Flexible Models for Microclustering with Application to Entity Resolution.
123,123,Alain Durmus,Telecom ParisTech,Gaël RICHARD,Telecom ParisTech,Stochastic Gradient Richardson-Romberg Markov Chain Monte Carlo.
124,124,Yining Wang,Carnegie Mellon University,Anima Anandkumar,UC Irvine,Online and Differentially-Private Tensor Decomposition.
125,125,Bo Xin,Peking University,Baoyuan Wang,Microsoft Research,Maximal Sparsity with Deep Networks?.
126,126,Alexander Shishkin,Yandex,Pavel Serdyukov,Yandex,Efficient High-Order Interaction-Aware Feature Selection Based on Conditional Mutual Information.
127,127,Mikhail Yurochkin,University of Michigan,Long Nguyen,University of Michigan,Geometric Dirichlet Means Algorithm for topic inference.
128,128,Marc Vuffray,Los Alamos National Laboratory,Michael Chertkov,Los Alamos National Laboratory,Interaction Screening: Efficient and Sample-Optimal Learning of Ising Models.
129,129,Zohar Karnin,Yahoo Research,Oren Anava,Technion,Multi-armed Bandits: Competing with Optimal Sequences.
130,130,Boris Belousov,TU Darmstadt,Jan Peters,TU Darmstadt & MPI Intelligent Systems,Catching heuristics are optimal control policies.
131,131,Hongyi Zhang,MIT,Suvrit Sra,MIT,Riemannian SVRG: Fast Stochastic Optimization on Riemannian Manifolds.
132,132,Xiangru Lian,University of Rochester,Prof. Ji Liu Liu,Kwai Inc.,A Comprehensive Linear Speedup Analysis for Asynchronous Stochastic Parallel Optimization from Zeroth-Order to First-Order.
133,133,Changyou Chen,University at Buffalo,Lawrence Carin,Duke University,Stochastic Gradient MCMC with Stale Gradients.
134,134,Michael Mathieu,NYU,Yann LeCun,NYU,Disentangling factors of variation in deep representation using adversarial training.
135,135,Carl-Johann Simon-Gabriel,MPI Tuebingen,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",Consistent Kernel Mean Estimation for Functions of Random Variables.
136,136,Xiangyu Wang,Duke University,Chenlei Leng,University of Warwick,DECOrrelated feature space partitioning for distributed sparse regression.
137,137,Ming-Yu Liu,MERL,Oncel Tuzel,Mitsubishi Electric Research Labs (MERL),Coupled Generative Adversarial Networks.
138,138,Oriol Vinyals,Google DeepMind,Daan Wierstra,Google DeepMind,Matching Networks for One Shot Learning.
