,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
279,279,Xi Chen,UC Berkeley and OpenAI,Pieter Abbeel,OpenAI / UC Berkeley / Gradescope,InfoGAN: Interpretable Representation Learning by Information Maximizing Generative Adversarial Nets.
280,280,Taesup Moon,DGIST,Sungroh Yoon,Seoul National University,Neural Universal Discrete Denoiser.
281,281,Necdet Serhat Aybat,Penn State University,Erfan Yazdandoost Hamedani,Penn State University,A primal-dual method for conic constrained distributed optimization problems.
282,282,ANSHUMALI Shrivastava,Rice University,ANSHUMALI Shrivastava,Rice University,Simple and Efficient Weighted Minwise Hashing.
283,283,Chien-Ju Ho,Cornell University,Yiling Chen,Harvard University,Eliciting Categorical Data for Optimal Aggregation.
284,284,Ayan Chakrabarti,TTI Chicago,Greg Shakhnarovich,TTI-Chicago,Depth from a Single Image by Harmonizing Overcomplete Local Network Predictions.
285,285,Elad Richardson,Technion,Michael Zibulevsky,Technion - Israel Institute of Technology,SEBOOST - Boosting Stochastic Learning Using Subspace Optimization Techniques.
286,286,Huishuai Zhang,Syracuse University,Yingbin Liang,Syracuse University,Reshaped Wirtinger Flow for Solving Quadratic System of Equations.
287,287,Junhua Mao,UCLA,Alan L Yuille,UCLA,Training and Evaluating Multimodal Word Embeddings with Large-scale Web Annotated Images.
288,288,Chris Junchi Li,Princeton University,Han Liu,Tencent AI Lab,Online ICA: Understanding Global Dynamics of Nonconvex Optimization via Diffusion Processes.
289,289,Rein Houthooft,Ghent University - iMinds and UC Berkeley and OpenAI,Pieter Abbeel,OpenAI / UC Berkeley / Gradescope,VIME: Variational Information Maximizing Exploration.
290,290,Ayan Sinha,Purdue,Karthik Ramani,Purdue University,Deconvolving Feedback Loops in Recommender Systems.
291,291,William Hoiles,University of California,Mihaela van der Schaar,"University of California, Los Angeles",A Non-parametric Learning Method for Confidently Estimating Patient's Clinical State and Dynamics.
292,292,Pan Xu,University of Virginia,Quanquan Gu,University of Virginia,Semiparametric Differential Graph Models.
293,293,Ming Lin,University of Michigan,Jieping Ye,University of Michigan,A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing.
294,294,Zhao Song,UT-Austin,Huan Zhang,UC-Davis,Sublinear Time Orthogonal Tensor Decomposition.
295,295,Ashish Khetan,University of Illinois Urbana-,Sewoong Oh,UIUC,Achieving budget-optimality with adaptive schemes in crowdsourcing.
296,296,Theodore Bluche,A2iA,Theodore Bluche,A2iA,Joint Line Segmentation and Transcription for End-to-End Handwritten Paragraph Recognition.
297,297,Pedro Ortega,DeepMind,Alan A Stocker,University of Pennsylvania,Human Decision-Making under Limited Time.
298,298,Alexander Kirillov,TU Dresden,Bogdan Savchynskyy,TU Dresden,Joint M-Best-Diverse Labelings as a Parametric Submodular Minimization.
