,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
59,59,Sashank J. Reddi,Carnegie Mellon University,Alex Smola,Amazon - We are hiring!,Proximal Stochastic Methods for Nonsmooth Nonconvex Finite-Sum Optimization.
60,60,Aaron Defazio,Ambiata,Aaron Defazio,Ambiata,A Simple Practical Accelerated Method for Finite Sums.
61,61,Chelsea Finn,Google,Sergey Levine,University of Washington,Unsupervised Learning for Physical Interaction through Video Prediction.
62,62,Nathan F Lepora,University of Bristol,Nathan F Lepora,University of Bristol,Threshold Learning for Optimal Decision Making.
63,63,Hao Wang,HKUST,Dit-Yan Yeung,Hong Kong University of Science and Technology,Collaborative Recurrent Autoencoder: Recommend while Learning to Fill in the Blanks.
64,64,Laetitia Papaxanthos,ETH Zurich,Karsten Borgwardt,ETH Zurich,Finding significant combinations of features in the presence of categorical covariates.
65,65,Anh Nguyen,University of Wyoming,Jeff Clune,University of Wyoming,Synthesizing the preferred inputs for neurons in neural networks via deep generator networks.
66,66,Wei Ping,UC Irvine,Alexander Ihler,UC Irvine,Learning Infinite RBMs with Frank-Wolfe.
67,67,Edouard Pauwels,IRIT,Jean Lasserre,LAAS-CNRS,Sorting out typicality with the inverse moment matrix SOS polynomial.
68,68,Jason Pazis,MIT,Jonathan How,MIT,Improving PAC Exploration Using the Median Of Means.
69,69,Andrey Lokhov,Los Alamos National Laboratory,Andrey Lokhov,Los Alamos National Laboratory,Reconstructing Parameters of Spreading Models from Partial Observations.
70,70,Xu Jia,KU Leuven,Luc V Gool,ETH Zürich,Dynamic Filter Networks.
71,71,Stephan Zheng,Caltech,Patrick Lucey,Stats,Generating Long-term Trajectories Using Deep Hierarchical Networks.
72,72,Dylan Hadfield-Menell,UC Berkeley,Anca Dragan,UC Berkeley,Cooperative Inverse Reinforcement Learning.
73,73,Zhilin Yang,Carnegie Mellon University,Russ Salakhutdinov,University of Toronto,Review Networks for Caption Generation.
74,74,Rong Zhu,Chinese Academy of Sciences,Rong Zhu,Chinese Academy of Sciences,Gradient-based Sampling: An Adaptive Importance Sampling for Least-squares.
75,75,ALEX GEORGOGIANNIS,TECHNICAL UNIVERSITY OF CRETE,ALEX GEORGOGIANNIS,TECHNICAL UNIVERSITY OF CRETE,Robust k-means: a Theoretical Revisit.
76,76,Corinna Cortes,Google Research,Mehryar Mohri,Google Research & Courant Institute of Mathematical Sciences,Boosting with Abstention.
77,77,Shantanu Jain,Indiana University,Pedja Radivojac,Indiana University,Estimating the class prior and posterior from noisy positives and unlabeled data.
78,78,JUN HAN,Dartmouth College,Qiang Liu,Dartmouth College,Bootstrap Model Aggregation for Distributed Statistical Learning.
