,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
339,339,Falk Lieder,Male,UC Berkeley,Tom Griffiths,Male,Princeton,Algorithm selection by rational metareasoning as a model of human strategy selection.
340,340,George Mohler,Male,Santa Clara University,George Mohler,Male,Santa Clara University,Learning convolution filters for inverse covariance estimation of neural network connectivity.
341,341,Jan Feyereisl,Male,"POSTECH, Jumpgate Technologies",Bohyung Han,Male,Seoul National University,Object Localization based on Structural SVM using Privileged Information.
342,342,Xu Chen,Male,Princeton University,Stephane Mallat,Male,Ecole Polytechnique Paris,Unsupervised Deep Haar Scattering on Graphs.
343,343,Hidekazu Oiwa,Male,The University of Tokyo,Ryohei Fujimaki,Male,NEC Data Science Research Laboratories,Partition-wise Linear Models.
344,344,Jan Drugowitsch,Male,Harvard Medical School,Alexandre Pouget,Male,University of Geneva,Optimal decision-making with time-varying evidence reliability.
345,345,Daniel Zoran,Male,DeepMind,Bill Freeman,Male,MIT/Google,Shape and Illumination from Shading using the Generic Viewpoint Assumption.
346,346,David Eigen,Male,Clarifai,Rob Fergus,Male,DeepMind / NYU,Depth Map Prediction from a Single Image using a Multi-Scale Deep Network.
347,347,Emily Denton,Female,New York University,Rob Fergus,Male,DeepMind / NYU,Exploiting Linear Structure Within Convolutional Networks for Efficient Evaluation.
348,348,Deguang Kong,Male,Yahoo Research,Chris Ding,Male,University of Texas at Arlington,"Exclusive Feature Learning on Arbitrary Structures via $\ell_{1,2}$-norm."
349,349,Atsushi Nitanda,Male,NTT DATA Mathematical Systems Inc.,Atsushi Nitanda,Male,NTT DATA Mathematical Systems Inc.,Stochastic Proximal Gradient Descent with Acceleration Techniques.
350,350,Martin Jaggi,Male,ETH Zurich,Michael Jordan,Male,UC Berkeley,Communication-Efficient Distributed Dual Coordinate Ascent.
351,351,Siqi Nie,Male,Facebook,Qiang Ji,Male,Rensselaer Polytechnic Institute,Advances in Learning Bayesian Networks of Bounded Treewidth.
352,352,Nicholas Ruozzi,Male,Columbia University,Tony Jebara,Male,Spotify,Making Pairwise Binary Graphical Models Attractive.
353,353,Chao Chen,Male,Stony Brook University,Tianqi Zhao,Male,Princeton University,Mode Estimation for High Dimensional Discrete Tree Graphical Models.
354,354,Elias Bareinboim,Male,Purdue University ,Judea Pearl,Male,UCLA,Transportability from Multiple Environments with Limited Experiments: Completeness Results.
355,355,Emile Richard,Male,Amazon,Andrea Montanari,Male,Stanford,A statistical model for tensor PCA.
356,356,Zhenyao Zhu,Male,the Chinese University of Hong Kong,Xiaoou Tang,Male,Chinese University of Hong Kong,Multi-View Perceptron: a Deep Model for Learning Face Identity and View Representations.
357,357,Guy Bresler,Male,Massachusetts Institute of Technology,Devavrat Shah,Male,Massachusetts Institute of Technology,Hardness of parameter estimation in graphical models.
358,358,Seunghak Lee,Male,Carnegie Mellon University,Eric Xing,Male,Petuum Inc. /  Carnegie Mellon University,On Model Parallelization and Scheduling Strategies for Distributed Machine Learning.
,,,,,,,,
