,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
279,279,Amir Sani,Male,"Centre d'Economie de la Sorbonne, CNRS",Alessandro Lazaric,Male,Facebook Artificial Intelligence Research,Exploiting easy data in online optimization.
280,280,Taylor Berg-Kirkpatrick,Male,UC Berkeley,Dan Klein,Male,UC Berkeley,Unsupervised Transcription of Piano Music.
281,281,Cem Subakan,Male,MILA,Paris Smaragdis,Male,University of Illinois Urbana-Champaign,Spectral Learning of Mixture of Hidden Markov Models.
282,282,Jing Qian,Male,Boston University,Venkatesh Saligrama,Male,Boston University,Efficient Minimax Signal Detection on Graphs.
283,283,Yuri Grinberg,Male,McGill University,Michel Gendreau,Male,CIRRELT,Optimizing Energy Production Using Policy Search and Predictive State Representations.
284,284,Brooks Paige,Male,Alan Turing Institute / University of Cambridge,Yee Whye Teh,Male,"University of Oxford, DeepMind",Asynchronous Anytime Sequential Monte Carlo.
285,285,Michael Schober,Male,MPI for Intelligent Systems,Philipp Hennig,Male,University of Tübingen and MPI Tübingen,Probabilistic ODE Solvers with Runge-Kutta Means.
286,286,Chicheng Zhang,Male,Microsoft Research,Kamalika Chaudhuri,Female,UCSD,Beyond Disagreement-Based Agnostic Active Learning.
287,287,Sanmi Koyejo,Male,Illinois / Google,Inderjit Dhillon,Male,UT Austin & Amazon,Consistent Binary Classification with Generalized Performance Metrics.
288,288,Marek Petrik,Male,University of New Hampshire,Shankar Subramanian,Male,IBM Research,RAAM: The Benefits of Robustness in Approximating Aggregated MDPs in Reinforcement Learning.
289,289,Kamalika Chaudhuri,Female,UCSD,Sanjoy Dasgupta,Male,UC San Diego,Rates of Convergence for Nearest Neighbor Classification.
290,290,Miles Lopes,Male,UC Davis,Miles Lopes,Male,UC Davis,A Residual Bootstrap for High-Dimensional Regression with Near Low-Rank Designs.
291,291,Sergey Levine,Male,UC Berkeley,Pieter Abbeel,Male,UC Berkeley & Covariant,Learning Neural Network Policies with Guided Policy Search under Unknown Dynamics.
292,292,Shashank Singh,Male,Carnegie Mellon University/Google,Barnabas Poczos,Male,Carnegie Mellon University,Exponential Concentration of a Density Functional Estimator.
293,293,Cho-Jui Hsieh,Male,UCLA,Inderjit Dhillon,Male,UT Austin & Amazon,Fast Prediction for Large-Scale Kernel Machines.
294,294,Alex Kantchelian,Male,UC Berkeley,J. D. Tygar,Male,None,Large-Margin Convex Polytope Machine.
295,295,He He,Male,Stanford,Jason Eisner,Male,Johns Hopkins + Microsoft,Learning to Search in Branch and Bound Algorithms.
296,296,Si Si,Male,University of Texas at Austin,Beresford N Parlett,Male,"University of California, Berkeley",Multi-Scale Spectral Decomposition of Massive Graphs.
297,297,Firdaus Janoos,Male,Squarepoint Capital,Niranjan Subrahmanya,Male,ExxonMobil Research,Multi-scale Graphical Models for Spatio-Temporal Processes.
298,298,Tom Gunter,Male,Apple,Stephen J Roberts,Male,University of Oxford,Sampling for Inference in Probabilistic Models with Fast Bayesian Quadrature.
