,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
219,219,Rashish Tandon,Male,The University of Texas at Austin,Alex Dimakis,Male,"University of Texas, Austin",On the Information Theoretic Limits of Learning Ising Models.
220,220,Khaled Refaat,Male,Waymo,Adnan Darwiche,Male,UCLA,Decomposing Parameter Estimation Problems.
221,221,Mehryar Mohri,Male,Google Research & Courant Institute of Mathematical Sciences,Andres Munoz,Male,Google,Optimal Regret Minimization in Posted-Price Auctions with Strategic Buyers.
222,222,Yuya Yoshikawa,Male,Chiba Institute of Technology,Hiroshi Sawada,Male,NTT Service Evolution Labs.,Latent Support Measure Machines for Bag-of-Words Data Classification.
223,223,Arthur Guez,Male,DeepMind,Peter Dayan,Male,"Gatsby Unit, UCL",Bayes-Adaptive Simulation-based Search with Value Function Approximation.
224,224,Michal Derezinski,Male,UC Berkeley,Manfred K. Warmuth,Male,Google Brain,The limits of squared Euclidean distance regularization.
225,225,Nishant Mehta,Male,University of Victoria,Robert Williamson,Male,Australian National University & Data61,From Stochastic Mixability to Fast Rates.
226,226,Haipeng Luo,Male,Microsoft Research,Robert E Schapire,Male,MIcrosoft Research,A Drifting-Games Analysis for Online Learning and Applications to Boosting.
227,227,Ankit Garg,Male,Princeton,Huy Nguyen,Male,Northeastern University,On Communication Cost of Distributed Statistical Estimation and Dimensionality.
228,228,Charles Y Zheng,Male,Stanford University,Ariel Rokem,Male,Stanford,"Deconvolution of High Dimensional Mixtures via Boosting, with Application to Diffusion-Weighted MRI of Human Brain."
229,229,Ehsan Saberian,Male,Netflix,Nuno Vasconcelos,Male,UC San Diego,Multi-Resolution Cascades for Multiclass Object Detection.
230,230,Cédric Févotte,Male,CNRS,Matthieu Kowalski,Male,Univ Paris-Sud,Low-Rank Time-Frequency Synthesis.
231,231,Michael Riis Andersen,Male,Aalto University,Lars K Hansen,Male,Technical University of Denmark,Bayesian Inference for Structured Spike and Slab Priors.
232,232,Hemant Tyagi,Male,ETH Zurich,Andreas Krause,Male,ETH Zurich,Efficient Sampling for Learning Sparse Additive Models in High Dimensions.
233,233,Alaa Saade,Male,ENS,Lenka Zdeborová,Female,EPFL,Spectral Clustering of graphs with the Bethe Hessian.
234,234,Philip Bachman,Male,Microsoft Research,Doina Precup,Female,McGill University / Mila / DeepMind Montreal,Learning with Pseudo-Ensembles.
235,235,Christof Seiler,Male,Stanford University,Susan Holmes,Male,Stanford University,Positive Curvature and Hamiltonian Monte Carlo.
236,236,Jimmy Ba,Male,University of Toronto,Rich Caruana,Male,Microsoft,Do Deep Nets Really Need to be Deep?.
237,237,Arindam Banerjee,Male,"University of Minnesota, Twin Cities",Vidyashankar Sivakumar,Male,"UNIVERSITY OF MINNESOTA, TC",Estimation with Norm Regularization.
238,238,Francesco Orabona,Male,Boston University,Francesco Orabona,Male,Boston University,Simultaneous Model Selection and Optimization through Parameter-free Stochastic Learning.
