,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
359,359,Hossein Azari Soufiani,Male,Harvard University,Lirong Xia,Male,RPI,A Statistical Decision-Theoretic Framework for Social Choice.
360,360,Adrian Weller,Male,"Cambridge, Alan Turing Institute",Tony Jebara,Male,Spotify,Clamping Variables and Approximate Inference.
361,361,Huining Hu,Male,McGill University,Adrian R Vetta,Male,McGill University,Randomized Experimental Design for Causal Graph Discovery.
362,362,Xu Sun,Male,Peking University,Xu Sun,Male,Peking University,Structure Regularization for Structured Prediction.
363,363,Tuo Zhao,Male,Johns Hopkins University       Princeton University,Han Liu,Male,Tencent AI Lab,Accelerated Mini-batch Randomized Block Coordinate Descent Method.
364,364,Shinichi Nakajima,Male,Technische Universität Berlin,Hiroko Kobayashi,Male,Nikon Corporation,Analysis of Variational Bayesian Latent Dirichlet Allocation: Weaker Sparsity Than MAP.
365,365,Kyle R Ulrich,Male,Duke,Lawrence Carin,Male,Duke University,Analysis of Brain States from Multi-Region LFP Time-Series.
366,366,Siamak Ravanbakhsh,Male,Carnegie Mellon University,Russell Greiner,Male,University of Alberta,Augmentative Message Passing for Traveling Salesman Problem and Graph Partitioning.
367,367,Robert Lindsey,Male,Imagen Technologies,Mike Mozer,Male,Google Research and U. Colorado Boulder,Automatic Discovery of Cognitive Skills to Improve the Prediction of Student Learning.
368,368,Luke O'Connor,Male,Harvard University,Soheil Feizi,Male,Massachusetts Institute of Technology,Biclustering Using Message Passing.
369,369,Hau Chan,Male,Stony Brook University,Luis E Ortiz,Male,University of Michigan - Dearborn,Computing Nash Equilibria in Generalized Interdependent Security Games.
370,370,Yash Deshpande,Male,Massachusetts Institute of Technology,Emile Richard,Male,Amazon,Cone-Constrained Principal Component Analysis.
371,371,Yarin Gal,Male,University of Oxford,Carl Edward Rasmussen,Male,University of Cambridge,Distributed Variational Inference in Sparse Gaussian Process Regression and Latent Variable Models.
372,372,Tianyi Zhou,Male,"University of Washington, Seattle",Carlos Guestrin,Male,University of Washington,Divide-and-Conquer Learning by Anchoring a Conical Hull.
373,373,Albert Jiang,Male,USC,Milind Tambe,Male,USC,Diverse Randomized Agents Vote to Win.
374,374,Shenlong Wang,Male,University of Toronto,Raquel Urtasun,Male,University of Toronto,Efficient Inference of Continuous Markov Random Fields with Polynomial Potentials.
375,375,Chongjie Zhang,Male,Massachusetts Institute of Technology,Julie A Shah,Female,MIT,Fairness in Multi-Agent Sequential Decision-Making.
376,376,Xuezhi Wang,Male,Google AI,Jeff Schneider,Male,CMU,Flexible Transfer Learning under Support and Model Shift.
377,377,Zhen Cui,Male,Vi­sion and Ma­chine Learn­ing Lab,Xilin Chen,Male,"Institute of Computing Technology, Chinese Academy of Sciences",Generalized Unsupervised Manifold Alignment.
378,378,Karthika Mohan,Female,UC Berkeley,Judea Pearl,Male,UCLA,Graphical Models for Recovering Probabilistic and Causal Queries from Missing Data.
