,first-author-affiliation,last-author-affiliation,title
0," Department of Computing, The Hong Kong Polytechnic University, Hong Kong and Hong Kong Polytechnic University Shenzhen Research Institute, China"," Microsoft Research, Beijing, China",Improving multi-document summarization via text classification
1," National Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences, Beijing, China"," National Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences, Beijing, China",Distant supervision for relation extraction with sentence-level attention and entity descriptions
2," School of Information, Renmin University of China, Beijing, China and Key laboratory of Data Engineering and Knowledge Engineering, MOE, Beijing, China"," School of Information, Renmin University of China, Beijing, China and Key laboratory of Data Engineering and Knowledge Engineering, MOE, Beijing, China",Neural bag-of-ngrams
3," IBM Watson, Yorktown Heights, NY"," IBM Watson, Yorktown Heights, NY",SummaRuNNer: a recurrent neural network based sequence model for extractive summarization of documents
4," University of Illinois, Urbana Champaign"," University of Illinois, Urbana Champaign",Unit dependency graph and its application to arithmetic word problem solving
5," The University of Tokyo, Bunkyo-ku, Tokyo, Japan"," National Institute of Informatics, Chiyoda-ku, Tokyo, Japan",Prerequisite skills for reading comprehension: multi-perspective analysis of MCTest datasets and systems
6," Noah's Ark Lab, Huawei Technologies, Hong Kong"," Noah's Ark Lab, Huawei Technologies, Hong Kong",Neural machine translation with reconstruction
7," State Key Lab. of Intelligent Technology and Systems, National Lab. for Information Science and Technology, Dept. of Computer Science and Technology, Tsinghua University, Beijing, PR China"," State Key Lab. of Intelligent Technology and Systems, National Lab. for Information Science and Technology, Dept. of Computer Science and Technology, Tsinghua University, Beijing, PR China",SSP: semantic space projection for knowledge graph embedding with text descriptions
8, Peking University, Renmin University of China & Beijing Key Laboratory of Big Data Management and Analysis Methods,Efficiently answering technical questions — a knowledge graph approach
9," College of Computer Science and Technology, Zhejiang University, Hangzhou, China"," College of Computer Science and Technology, Zhejiang University, Hangzhou, China",Incorporating knowledge graph embeddings into topic modeling
10," School of Computer Science and Technology, University of Science and Technology of China"," School of Computer Science and Technology, University of Science and Technology of China",A context-enriched neural network method for recognizing lexical entailment
