,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
99,99,Cun-Hui Zhang,Rutgers University,Tingni Sun,University of Maryland,Calibrated Elastic Regularization in Matrix Completion.
100,100,Adam Coates,Baidu Research,Andrew Y Ng,DeepLearning.AI,Emergence of Object-Selective Features in Unsupervised Feature Learning.
101,101,Anima Anandkumar,Caltech,Ragupathyraj Valluvan,UC Irvine,Latent Graphical Model Selection: Efficient Methods for Locally Tree-like Graphs.
102,102,Christoph Sawade,University of Potsdam,Tobias Scheffer,Universität Potsdam,Active Comparison of Prediction Models.
103,103,Hemant Tyagi,ETH Zurich,Volkan Cevher,EPFL,Active Learning of Multi-Index Function Models.
104,104,Andre S Barreto,Brazilian National Laboratory for Scientific Computing (LNCC),Joelle Pineau,McGill University,On-line Reinforcement Learning Using Incremental Kernel-Based Stochastic Factorization.
105,105,James R Lloyd,University of Cambridge,Zoubin Ghahramani,Uber and University of Cambridge,Random function priors for exchangeable graphs and arrays.
106,106,Tatsuya Harada,The University of Tokyo,Tatsuya Harada,The University of Tokyo,Graphical Gaussian Vector for Image Categorization.
107,107,Nicolas Le Roux,Google AI,Francis Bach,INRIA - Ecole Normale Superieure,A Stochastic Gradient Method with an Exponential Convergence  Rate  for Finite Training Sets.
108,108,Jonathan W Pillow,UT Austin,James Scott,University of Texas at Austin,Fully Bayesian inference for neural models with negative-binomial spiking.
109,109,Yacov Crammer,Technion,Tal Wagner,MIT,Volume Regularization for Binary Classification.
110,110,Mark Herbster,University College London,Stephen Pasteris,UCL,Online Sum-Product Computation.
111,111,Francisco Pereira,National Institute of Mental Health,Matthew Botvinick,Princeton University/ Google DeepMind,A systematic approach to extracting semantic information from functional MRI data.
112,112,Sanjeev Arora,Princeton University,Sushant Sachdeva,None,"Provable ICA with Unknown Gaussian Noise, with Implications for Gaussian Mixtures and Autoencoders."
113,113,Borja Balle,McGill University,Mehryar Mohri,Google Research & Courant Institute of Mathematical Sciences,Spectral Learning of General Weighted Automata via Constrained Matrix Completion.
114,114,Toke Jansen Hansen,Technical University of Denmark,Michael W Mahoney,UC Berkeley,Semi-supervised Eigenvectors for Locally-biased Learning.
115,115,Xi Chen,NYU,Javier Pena,Carnegie Mellon University,Optimal Regularized Dual Averaging Methods for Stochastic Optimization.
116,116,Wouter M Koolen,Centrum Wiskunde & Informatica,Manfred K. Warmuth,Google Brain,Putting Bayes to sleep.
117,117,Ofer Meshi,Google,Amir Globerson,"Tel Aviv University, Google",Convergence Rate Analysis of MAP Coordinate Minimization Algorithms.
118,118,Andrew M Ziegler,"University of California, San Diego",Serge Belongie,Cornell University,LUCID: Locally Uniform Comparison Image Descriptor.
