,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
119,119,Joachim Giesen,Friedrich-Schiller-Universitat Jena,Sascha Swiercy,Friedrich-Schiller-Universität Jena,Approximating Concavely Parameterized Optimization Problems.
120,120,Alexandra Carpentier,StatsLab Cambridge,Remi Munos,Google DeepMind,Adaptive Stratified Sampling for Monte-Carlo integration of Differentiable functions.
121,121,Alexandra Carpentier,StatsLab Cambridge,Odalric-Ambrym Maillard,INRIA,Online allocation and homogeneous partitioning for piecewise constant mean-approximation.
122,122,Aditya Khosla,MIT,Aude Oliva,Massachusetts Institute of Technology,Modeling the Forgetting Process using Image Regions.
123,123,Du Tran,Facebook AI,Junsong Yuan,Nanyang Technological University,Max-Margin Structured Output Regression for Spatio-Temporal Action Localization.
124,124,James Hensman,PROWLER.io,Neil D Lawrence,Amazon,Fast Variational Inference in the Conjugate Exponential Family.
125,125,Sergey Feldman,The Bill & Melinda Gates Foundation,Bela A Frigyik,University of Washington,Multi-Task Averaging.
126,126,Mohsen Hejrati,"University of California, Irvine",Deva Ramanan,None,Analyzing 3D Objects in Cluttered Images.
127,127,Elad Mezuman,Hebrew University,Yair Weiss,Hebrew University,Learning about Canonical Views from Internet Image Collections.
128,128,Jianxiong Xiao,Princeton University,Antonio Torralba,Massachusetts Institute of Technology,Localizing 3D cuboids in single-view images.
129,129,Han Liu,Princeton University,Fang Han,Johns Hopkins University,High Dimensional Transelliptical Graphical Models.
130,130,Mark Hsiao,University of Michigan,Alfred Hero,University of Michigan,Multi-criteria Anomaly Detection using Pareto Depth Analysis.
131,131,Marc Deisenroth,University College London,Shakir Mohamed,DeepMind,Expectation Propagation in Gaussian Process Dynamical Systems.
132,132,David Lopez-Paz,Facebook AI Research,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",Semi-Supervised Domain Adaptation with Non-Parametric Copulas.
133,133,Elad Hazan,Technion,Zohar S Karnin,Yahoo! Research,A Polylog Pivot Steps Simplex Algorithm for Classification.
134,134,Ehsan Elhamifar,UC Berkeley,René Vidal,Mathematical Institute for Data Science Johns Hopkins University,Finding Exemplars from Pairwise Dissimilarities via Simultaneous Sparse Recovery.
135,135,Lars Buesing,Columbia University,Maneesh Sahani,"Gatsby Unit, UCL",Spectral learning of linear dynamics from generalised-linear observations with application to neural population data.
136,136,Zhitang Chen,The Chinese University of Hong Kong,Laiwan CHAN,"Department of Computer Science and Engineering, Chinese University of Hong Kong",Causal discovery with scale-mixture model for spatiotemporal variance dependencies.
137,137,FRANCESCA PETRALIA,Mt Sinai School of Medicine,David B Dunson,Duke University,Repulsive Mixtures.
138,138,Yung-Kyun Noh,Hanyang University,Daniel Lee,Cornell Tech,Diffusion Decision Making for Adaptive k-Nearest Neighbor Classification.
