,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
79,79,Masashi Sugiyama,RIKEN / University of Tokyo,Ichiro Takeuchi,Nagoya Institute of Technology,Density-Difference Estimation.
80,80,Vasiliy Karasev,UCLA,Stefano Soatto,UCLA,Controlled Recognition Bounds for Visual Learning and Exploration.
81,81,Cho-Jui Hsieh,UCLA,Arindam Banerjee,Univ. of Minnesota,A Divide-and-Conquer Method for Sparse Inverse Covariance Estimation.
82,82,Nick Foti,Apple & University of Washington,Sinead Williamson,UT Austin,Slice sampling normalized kernel-weighted completely random measure mixture models.
83,83,David Balduzzi,Victoria University Wellington,Michel Besserve,MPI for Intelligent Systems,Towards a learning-theoretic analysis of spike-timing dependent plasticity.
84,84,Aharon Birnbaum,The Hebrew University,Shai Shalev-Shwartz,Mobileye & HUJI,Learning Halfspaces with the Zero-One Loss: Time-Accuracy Tradeoffs.
85,85,Anteo Smerieri,Université Libre de Bruxelles,Serge Massar,Université libre de Bruxelles,Analog readout for optical reservoir computers.
86,86,Jaldert Rombouts,Centrum Wiskunde Informatica,Pieter Roelfsema,Netherlands Institute for Neuroscience,Neurally Plausible Reinforcement Learning of Working Memory Tasks.
87,87,Hyun Soo Park,CMU,Yaser Sheikh,Carnegie Mellon University,3D Gaze Concurrences from Head-mounted Cameras.
88,88,Abdeslam Boularias,Max Planck Institute for Intelligent Systems,Jan Peters,TU Darmstadt & MPI Intelligent Systems,Algorithms for Learning Markov Field Policies.
89,89,Vinay Jethava,Seal Software,Devdatt Dubhashi,"Chalmers University, Sweden","The Lovasz $\theta$ function, SVMs and finding large dense  subgraphs."
90,90,Sung Ju Hwang,University of Texas at Austin,Fei Sha,University of Southern California (USC),Semantic Kernel Forests from Multiple Taxonomies.
91,91,Jamie Kiros,Google Brain,Csaba Szepesvari,DeepMind / University of Alberta,Deep Representations and Codes for Image Auto-Annotation.
92,92,Guille D Canas,Massachusetts Institute of Technology,Lorenzo Rosasco,University of Genova- MIT - IIT,Learning Probability Measures with respect to  Optimal Transport Metrics.
93,93,Mehrdad Mahdavi,Michigan State University (MSU),Shenghuo Zhu,NEC Laboratories America,Stochastic Gradient Descent with Only One Projection.
94,94,Alekh Agarwal,UC Berkeley,Martin J Wainwright,UC Berkeley,Stochastic optimization and sparse statistical recovery: Optimal algorithms for high dimensions.
95,95,Xiaofeng Ren,Intel Labs,Liefeng Bo,Intel Labs,Discriminatively Trained Sparse Code Gradients for Contour Detection.
96,96,Sanja Fidler,University of Toronto,Raquel Urtasun,University of Toronto,3D Object Detection and Viewpoint Estimation with a Deformable 3D Cuboid Model.
97,97,Weilong Yang,Google Inc.,Greg Mori,Borealis AI,Kernel Latent SVM for Visual Recognition.
98,98,Erik Talvitie,Franklin & Marshall College,Erik Talvitie,Franklin & Marshall College,Learning Partially Observable Models Using Temporally Abstract  Decision Trees.
