,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
59,59,Kamalika Chaudhuri,UCSD,Kaushik Sinha,The Ohio State University,Near-optimal Differentially Private Principal Components.
60,60,Jayadev Acharya,Cornell University,Alon Orlitsky,"University of California, San Diego",Tight Bounds on Redundancy and Distinguishability of Label-Invariant Distributions.
61,61,Xavier Bresson,City University of Hong Kong,James von Brecht,UCLA,Convergence and Energy Landscape for Cheeger Cut Clustering.
62,62,Risi Kondor,The University of Chicago,Walter H Dempsey,University of Chicago,Multiresolution analysis on the symmetric group.
63,63,Kumar Sricharan,University of Michigan Ann Arbor,Alfred Hero,University of Michigan,Ensemble weighted kernel estimators for multivariate entropy estimation.
64,64,Yunlong He,Facebook,Haesun Park,Georgia Tech,Learning the Dependency Structure of Latent Factors.
65,65,Evan W Archer,Sony AI,Il Memming Park,Stony Brook University,Bayesian estimation of discrete entropy with mixtures of stick-breaking priors.
66,66,Nicholas Ruozzi,Columbia University,Nicholas Ruozzi,Columbia University,The Bethe Partition Function of Log-supermodular Graphical Models.
67,67,Chad Scherrer,"Galois, Inc",David Haglin,Pacific Northwest National Laboratory,Feature Clustering for Accelerating Parallel Coordinate Descent.
68,68,Tuo Zhao,Johns Hopkins University       Princeton University,Han Liu,Tencent AI Lab,High-dimensional Nonparanormal Graph Estimation via Smooth-projected Neighborhood Pursuit.
69,69,Shinsuke Koyama,The Institute of Statistical Mathematics,Shinsuke Koyama,The Institute of Statistical Mathematics,Coding efficiency and detectability of rate fluctuations with non-Poisson neuronal firing.
70,70,Arthur Gretton,"Gatsby Unit, UCL",Kenji Fukumizu,Institute of Statistical Mathematics / Preferred Networks / RIKEN AIP,Optimal kernel choice for large-scale two-sample tests.
71,71,Chuanxin Niu,University of Southern California,Terence Sanger,USC,Multi-scale Hyper-time Hardware Emulation of Human Motor Nervous System Based on Spiking Neurons using FPGA.
72,72,Vijay Mahadevan,Yahoo!,Nuno Vasconcelos,UC San Diego,On the connections between saliency and tracking.
73,73,Levi Boyles,UC Irvine,Max Welling,University of Amsterdam / Qualcomm AI Research,The Time-Marginalized Coalescent Prior for Hierarchical Clustering.
74,74,Sean Gerrish,Princeton University,David Blei,Columbia University,How They Vote: Issue-Adjusted Models of Legislative Behavior.
75,75,Romain Cazé,Ecole Normale Supérieure INSERM U960,Boris S Gutkin,"Group for Neural Theory, DEC, ENS, Paris, France",Spiking and saturating dendrites differentially expand single neuron computation capacity..
76,76,Suvrit Sra,MIT,Suvrit Sra,MIT,Scalable nonconvex inexact proximal splitting.
77,77,Shusen Wang,UC Berkeley,Zhihua Zhang,Shanghai Jiao Tong University,A Scalable CUR Matrix Decomposition Algorithm: Lower Time Complexity and Tighter Bound.
78,78,Aaron Dennis,Brigham Young University,Dan Ventura,Brigham Young University,Learning the Architecture of Sum-Product Networks Using Clustering on Variables.
