,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
179,179,Shay Cohen,Columbia University,Michael Collins,Columbia University,Tensor Decomposition for Fast Parsing with Latent-Variable PCFGs.
180,180,Stephen H Bach,University of Maryland,Dianne P O'Leary,University of Maryland,Scaling MPE Inference for Constrained Continuous Markov Random Fields with Consensus Optimization.
181,181,Andrew Delong,Concordia University,Yuri Boykov,University of Western Ontario,Minimizing Sparse High-Order Energies by Submodular Vertex-Cover.
182,182,Nilesh Dalvi,Facebook,Vibhor Rastogi,Google,Minimizing Uncertainty in Pipelines.
183,183,Fang Han,Johns Hopkins University,Han Liu,Princeton University,High Dimensional Semiparametric Scale-invariant Principal Component Analysis.
184,184,Tsuyoshi Ueno,Japan Science and Technology,Takashi Washio,Osaka University,Weighted Likelihood Policy Search with Model Selection.
185,185,Edward Challis,University College London,David Barber,University College London,Affine Independent Variational Inference.
186,186,Matt Streeter,Duolingo,Brendan McMahan,Google,No-Regret Algorithms for Unconstrained Online Convex Optimization.
187,187,Teodor Mihai Moldovan,UC Berkeley,Pieter Abbeel,UC Berkeley & Covariant,Near Optimal Chernoff Bounds for Markov Decision Processes.
188,188,Wei Bi,Hong Kong University of Science and Technology,James Kwok,Hong Kong University of Science and Technology,Mandatory Leaf Node Prediction in Hierarchical Multilabel Classification.
189,189,Joe Wang,Amazon Alexa,Venkatesh Saligrama,Boston University,Local Supervised Learning through Space Partitioning.
190,190,Antonino Freno,INRIA,Marc Tommasi,INRIA,Fiedler Random Fields: A Large-Scale Spectral Approach to Statistical Network Modeling.
191,191,Piyush Rai,Duke University,Hal Daumé III,Univ of Maryland / Microsoft Research,Simultaneously Leveraging Output and Task Structures  for Multiple-Output Regression.
192,192,Nicolò Cesa-Bianchi,"Università degli Studi di Milano, Italy",Giovanni Zappella,"Amazon, Berlin",A Linear Time Active Learning Algorithm for Link Classification.
193,193,Michael J Paul,Johns Hopkins University,Mark Dredze,Johns Hopkins,Factorial LDA: Sparse Multi-Dimensional Text Models.
194,194,Jianqiu Ji,Tsinghua University,Qi Tian,University of Texas at San Antonio,Super-Bit Locality-Sensitive Hashing.
195,195,Mike Hughes,Tufts University,Erik Sudderth,Brown University,Effective Split-Merge Monte Carlo Methods for Nonparametric Models of Sequential Data.
196,196,Fredrik Lindsten,Linköping University,Thomas Schön,Uppsala University,Ancestor Sampling for Particle Gibbs.
197,197,Qiang Liu,UC Irvine,Alexander Ihler,UC Irvine,Variational Inference for Crowdsourcing.
198,198,Yudong Chen,Cornell University,Huan Xu,National University of Singapore,Clustering Sparse Graphs.
