,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
259,259,Nishant A Mehta,University of Victoria,Alexander Gray,Skytree Inc. and Georgia Tech,Minimax Multi-Task Learning and a Generalized Loss-Compositional Paradigm for MTL.
260,260,Suvrit Sra,MIT,Suvrit Sra,MIT,A new metric on the manifold of kernel matrices with application to matrix geometric means.
261,261,Tony Jebara,Spotify,Anna Choromanska,Columbia University,Majorization for CRFs and Latent Likelihoods.
262,262,Yao-Nan Chen,National Taiwan University,Hsuan-Tien Lin,National Taiwan University/Appier,Feature-aware Label Space Dimension Reduction for Multi-label Classification.
263,263,Yuchen Zhang,UC Berkeley,Martin J Wainwright,UC Berkeley,Communication-Efficient Algorithms for Statistical Optimization.
264,264,Eunho Yang,IBM Research,zhandong Liu,University of Pennsylvania,Graphical Models via Generalized Linear Models.
265,265,Aaron Defazio,Ambiata,Tiberio Caetano,NICTA Canberra,A Convex Formulation for Learning Scale-Free Networks via Submodular Relaxation.
266,266,Yali Wang,Laval University,Brahim Chaib-draa,Laval University,A Marginalized Particle Gaussian Process Regression.
267,267,Sourish Chaudhuri,Carnegie Mellon University,Bhiksha Raj,Carnegie Mellon University,Unsupervised Structure Discovery for Semantic Analysis of Audio.
268,268,Anima Anandkumar,Caltech,Sham M Kakade,Microsoft Research,Learning Mixtures of Tree Graphical Models.
269,269,Victor Gabillon,INRIA,Alessandro Lazaric,Facebook Artificial Intelligence Research,Best Arm Identification: A Unified Approach to Fixed Budget and Fixed Confidence.
270,270,Vinayak Rao,Purdue University,Yee Whye Teh,"University of Oxford, DeepMind",MCMC for continuous-time discrete-state systems.
271,271,Paul Vernaza,Aurora Innovation,Drew Bagnell,Carnegie Mellon University,Efficient high dimensional maximum entropy modeling via symmetric partition functions.
272,272,David A Knowles,Stanford University,Zoubin Ghahramani,Uber and University of Cambridge,A nonparametric variable clustering model.
273,273,Jeff Dean,Google Research,Andrew Y Ng,DeepLearning.AI,Large Scale Distributed Deep Networks.
274,274,Anima Anandkumar,Caltech,Yi-Kai Liu,National Institute of Standards and Technology,A Spectral Algorithm for Latent Dirichlet Allocation.
275,275,Clément Calauzènes,Criteo AI Lab,Patrick Gallinari,"Sorbonne University & Criteo AI Lab, Paris","On the (Non-)existence of Convex, Calibrated Surrogate  Losses for Ranking."
276,276,Youssef Mroueh,IBM,Jean-Jacques Slotine,Massachusetts Institute of Technology,Multiclass Learning  with Simplex Coding.
277,277,Junyuan Xie,None,Enhong Chen,University of Science and Technology of China,Image Denoising and Inpainting with Deep Neural Networks.
278,278,Gal Elidan,Hebrew University,Cobi Cario,Hebrew University,Nonparanormal Belief Propagation (NPBP).
