,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
0,2021,Takuma Amada,nan,Jun Furukawa 0001,"NEC Israel Research Center, Herzliya, Israel",SafeAI@AAAI,Adversarial Robustness for Face Recognition - How to Introduce Ensemble Diversity among Feature Extractors?,6,http://ceur-ws.org/Vol-2808/Paper_34.pdf,https://dblp.org/rec/conf/aaai/AmadaKLAK021
1,2021,Nivasini Ananthakrishnan,nan,Tosca Lechner,nan,SafeAI@AAAI,Classification Confidence Scores with Point-wise Guarantees.,3,http://ceur-ws.org/Vol-2808/Paper_33.pdf,https://dblp.org/rec/conf/aaai/Ananthakrishnan21
2,2021,Rob Ashmore,nan,Alec Banks,nan,SafeAI@AAAI,The Utility of Neural Network Test Coverage Measures.,2,http://ceur-ws.org/Vol-2808/Paper_2.pdf,https://dblp.org/rec/conf/aaai/AshmoreB21
3,2021,Hal Ashton,nan,Hal Ashton,nan,SafeAI@AAAI,What criminal and civil law tells us about Safe RL techniques to generate law-abiding behaviour.,1,http://ceur-ws.org/Vol-2808/Paper_25.pdf,https://dblp.org/rec/conf/aaai/Ashton21
4,2021,John Burden,nan,Seán Ó hÉigeartaigh,"University of Cambridge, Centre for the Study of Existential Risk, UK",SafeAI@AAAI,Negative Side Effects and AI Agent Indicators - Experiments in SafeLife.,3,http://ceur-ws.org/Vol-2808/Paper_24.pdf,https://dblp.org/rec/conf/aaai/BurdenHh21
5,2021,Francesco Cartella,nan,Olivier Elshocht,nan,SafeAI@AAAI,Adversarial Attacks for Tabular Data - Application to Fraud Detection and Imbalanced Data.,6,http://ceur-ws.org/Vol-2808/Paper_4.pdf,https://dblp.org/rec/conf/aaai/CartellaAFYAE21
6,2021,Václav Divis,nan,Marek Hrúz,nan,SafeAI@AAAI,Neural Criticality - Validation of Convolutional Neural Networks.,2,http://ceur-ws.org/Vol-2808/Paper_36.pdf,https://dblp.org/rec/conf/aaai/DivisH21
7,2021,Adrien Gauffriau,nan,Mélanie Ducoffe,nan,SafeAI@AAAI,Overestimation Learning with Guarantees.,3,http://ceur-ws.org/Vol-2808/Paper_3.pdf,https://dblp.org/rec/conf/aaai/GauffriauMD21
8,2021,Vibhu Gautam,nan,Richard Hawkins,nan,SafeAI@AAAI,Runtime Decision Making Under Uncertainty in Autonomous Vehicles.,4,http://ceur-ws.org/Vol-2808/Paper_17.pdf,https://dblp.org/rec/conf/aaai/GautamGAH21
9,2021,Christopher Harper,nan,Praminda Caleb-Solly,nan,SafeAI@AAAI,Towards an Ontological Framework for Environmental Survey Hazard Analysis of Autonomous Systems.,2,http://ceur-ws.org/Vol-2808/Paper_41.pdf,https://dblp.org/rec/conf/aaai/HarperC21
10,2021,Javier Hernandez-Ortega,nan,Aythami Morales,nan,SafeAI@AAAI,DeepFakesON-Phys - DeepFakes Detection based on Heart Rate Estimation.,4,http://ceur-ws.org/Vol-2808/Paper_6.pdf,https://dblp.org/rec/conf/aaai/Hernandez-Ortega21
11,2021,Haiwen Huang,nan,Bin Dong,nan,SafeAI@AAAI,Feature Space Singularity for Out-of-Distribution Detection.,6,http://ceur-ws.org/Vol-2808/Paper_7.pdf,https://dblp.org/rec/conf/aaai/HuangLWCZD21
12,2021,John Hyatt,nan,Michael Lee,nan,SafeAI@AAAI,Multi-Modal Generative Adversarial Networks Make Realistic and Diverse but Untrustworthy Predictions When Applied to Ill-posed Problems.,2,http://ceur-ws.org/Vol-2808/Paper_8.pdf,https://dblp.org/rec/conf/aaai/HyattL21
13,2021,Gavin Leech,nan,Joar Skalse,nan,SafeAI@AAAI,Safety Properties of Inductive Logic Programming.,3,http://ceur-ws.org/Vol-2808/Paper_14.pdf,https://dblp.org/rec/conf/aaai/LeechSS21
14,2021,David Lindner,nan,Alexander Meulemans,nan,SafeAI@AAAI,Challenges for Using Impact Regularizers to Avoid Negative Side Effects.,3,http://ceur-ws.org/Vol-2808/Paper_20.pdf,https://dblp.org/rec/conf/aaai/LindnerMM21
15,2021,Jared Markowitz,nan,I-Jeng Wang,nan,SafeAI@AAAI,Deep CPT-RL - Imparting Human-Like Risk Sensitivity to Artificial Agents.,3,http://ceur-ws.org/Vol-2808/Paper_30.pdf,https://dblp.org/rec/conf/aaai/MarkowitzCW21
16,2021,Saasha Nair,nan,Alois C. Knoll,"Technical University Munich, Department of Computer Science, Germany",SafeAI@AAAI,"An Evaluation of ""Crash Prediction Networks"" (CPN) for Autonomous Driving Scenarios in CARLA Simulator.",4,http://ceur-ws.org/Vol-2808/Paper_10.pdf,https://dblp.org/rec/conf/aaai/NairSAK21
