,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
0,2017,Ayan Das 0002,"Indian Institute of Technology, Kharagpur, India",Sourangshu Bhattacharya,nan,AAAI Workshops,Distributed Weighted Parameter Averaging for SVM Training on Big Data.,4,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15150,https://dblp.org/rec/conf/aaai/0002CAB17
1,2017,Seunghyun Yoon 0002,"Adobe Research, San Jose, CA, USA",Kyomin Jung,nan,AAAI Workshops,Efficient Transfer Learning Schemes for Personalized Language Modeling using Recurrent Neural Network.,5,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15144,https://dblp.org/rec/conf/aaai/0002YKPJ17
2,2017,Abbas Abdolmaleki,nan,Gerhard Neumann,"Karlsruhe Institute of Technology, Institute for Anthropomatics and Robotics, Germany",AAAI Workshops,Stochastic Search In Changing Situations.,6,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15204,https://dblp.org/rec/conf/aaai/AbdolmalekiSLRP17
3,2017,Rakshit Agrawal,nan,Vassilis Polychronopoulos,nan,AAAI Workshops,Learning from Graph Neighborhoods Using LSTMs.,3,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15139,https://dblp.org/rec/conf/aaai/AgrawalAP17
4,2017,Nesreen K. Ahmed,nan,Rong Zhou 0001,"Google, Mountain View, CA, USA",AAAI Workshops,A Higher-Order Latent Space Network Model.,4,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15066,https://dblp.org/rec/conf/aaai/AhmedRW017
5,2017,Michael Anderson 0001,"University of Hartford, West Hartford, CT, USA",Vincent Berenz,nan,AAAI Workshops,A Value Driven Agent - Instantiation of a Case-Supported Principle-Based Behavior Paradigm.,3,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15065,https://dblp.org/rec/conf/aaai/AndersonAB17
6,2017,Kaito Ariu,nan,Brian Charles Williams,"Massachusetts Institute of Technology, MIT, Cambridge, USA",AAAI Workshops,Chance-Constrained Path Planning with Continuous Time Safety Guarantees.,5,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15149,https://dblp.org/rec/conf/aaai/AriuFATW17
7,2017,Kenneth Charles Arnold,nan,Adam Tauman Kalai,"University of Chicago, USA",AAAI Workshops,Learning to Suggest Phrases.,3,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15120,https://dblp.org/rec/conf/aaai/ArnoldCK17
8,2017,Thomas Arnold 0001,"Tufts University, USA",Matthias Scheutz,nan,AAAI Workshops,Value Alignment or Misalignment - What Will Keep Systems Accountable?,3,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15216,https://dblp.org/rec/conf/aaai/ArnoldKS17
9,2017,Yuan Bai,nan,Zhanwei Du,nan,AAAI Workshops,Event-Based Structural Change Detection in Urban-Scale Contact Network.,4,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15199,https://dblp.org/rec/conf/aaai/BaiYED17
10,2017,Shubham Bansal,nan,Mischa Schmidt,nan,AAAI Workshops,Energy Disaggregation Methods for Commercial Buildings Using Smart Meter and Operational Data.,2,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15097,https://dblp.org/rec/conf/aaai/BansalS17
11,2017,Sander Beckers,nan,Sander Beckers,nan,AAAI Workshops,AAAI - An Argument Against Artificial Intelligence.,1,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15084,https://dblp.org/rec/conf/aaai/Beckers17
12,2017,Vaishak Belle,nan,Vaishak Belle,nan,AAAI Workshops,Open-Universe Weighted Model Counting - Extended Abstract.,1,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15132,https://dblp.org/rec/conf/aaai/Belle17a
13,2017,Rodrigo Cesar Bonini,nan,Anna Helena Reali Costa,"University of Sao Paulo, Brazil",AAAI Workshops,Using Options to Accelerate Learning of New Tasks According to Human Preferences.,4,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15189,https://dblp.org/rec/conf/aaai/BoniniSSC17
14,2017,Jonathan Brophy,nan,Daniel Lowd,"University of Oregon, Eugene, USA",AAAI Workshops,Collective Classification of Social Network Spam.,2,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15064,https://dblp.org/rec/conf/aaai/BrophyL17
15,2017,Noam Brown,nan,Tuomas Sandholm,"Carnegie Mellon University, Pittsburgh, USA",AAAI Workshops,Reduced Space and Faster Convergence in Imperfect-Information Games via Regret-Based Pruning.,2,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15203,https://dblp.org/rec/conf/aaai/BrownS17
16,2017,Noam Brown,nan,Tuomas Sandholm,"Carnegie Mellon University, Pittsburgh, USA",AAAI Workshops,Safe and Nested Endgame Solving for Imperfect-Information Games.,2,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15213,https://dblp.org/rec/conf/aaai/BrownS17a
17,2017,Cameron Browne,nan,Cameron Browne,nan,AAAI Workshops,Back to the Past - Ancient Games as a New AI Frontier.,1,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15063,https://dblp.org/rec/conf/aaai/Browne17
18,2017,Neil Burch,nan,Michael Bowling,"Department of Computing Science, University of Alberta",AAAI Workshops,AIVAT - A New Variance Reduction Technique for Agent Evaluation in Imperfect Information Games.,4,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15119,https://dblp.org/rec/conf/aaai/BurchSMB17
19,2017,Pengshan Cai,nan,Yantao Jia,nan,AAAI Workshops,Learning Knowledge Representation Across Knowledge Graphs.,5,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15103,https://dblp.org/rec/conf/aaai/CaiLFWJ17
20,2017,Rogelio Enrique Cardona-Rivera,nan,Rogelio Enrique Cardona-Rivera,nan,AAAI Workshops,Cognitively-Grounded Procedural Content Generation.,1,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15083,https://dblp.org/rec/conf/aaai/Cardona-Rivera17
21,2017,Rogelio Enrique Cardona-Rivera,nan,Robert Michael Young,"North Carolina State University, Raleigh, NC, USA",AAAI Workshops,Toward Combining Domain Theory and Recipes in Plan Recognition.,2,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15077,https://dblp.org/rec/conf/aaai/Cardona-RiveraY17
22,2017,Jiri Cermak,nan,Branislav Bosanský,Branislav Bošanský,AAAI Workshops,Towards Solving Imperfect Recall Games.,2,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15192,https://dblp.org/rec/conf/aaai/CermakB17
23,2017,Jiri Cermak,nan,Michal Pechoucek,nan,AAAI Workshops,Combining Incremental Strategy Generation and Branch and Bound Search for Computing Maxmin Strategies in Imperfect Recall Games.,3,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15190,https://dblp.org/rec/conf/aaai/CermakBP17
24,2017,Balasubramaniyan Chandrasekaran,nan,James M. Conrad,nan,AAAI Workshops,Complete Coverage Planning - Achieving Human Interaction and Maximum Coverage During an Autonomous Robotic Vehicle Navigation of an Unknown Terrain.,2,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15226,https://dblp.org/rec/conf/aaai/ChandrasekaranC17a
25,2017,Dongdong Chen 0008,"Sichuan University, College of Computer Science, Machine Intelligence Laboratory, Chengdu, China",Yi Zhang,nan,AAAI Workshops,Unsupervised Multi-Manifold Clustering by Learning Deep Representation.,3,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15099,https://dblp.org/rec/conf/aaai/ChenLZ17a
26,2017,Cen Chen,nan,Hoong Chuin Lau,刘洪泉,AAAI Workshops,Scalable Approaches to Home Health Care Scheduling Problems with Uncertainty.,4,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15146,https://dblp.org/rec/conf/aaai/ChenRSL17
27,2017,Jinyoung Choi,nan,Byoung-Tak Zhang,nan,AAAI Workshops,Multi-Focus Attention Network for Efficient Deep Reinforcement Learning.,3,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15100,https://dblp.org/rec/conf/aaai/ChoiLZ17
28,2017,Alexandra Coman,nan,David W. Aha,nan,AAAI Workshops,Social Attitudes of AI Rebellion - A Framework.,4,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15164,https://dblp.org/rec/conf/aaai/ComanJBA17
29,2017,Vincent Conitzer,"Duke University, Durham, USA",Max Kramer 0001,"Duke University, Durham, NC, USA",AAAI Workshops,Moral Decision Making Frameworks for Artificial Intelligence.,5,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15085,https://dblp.org/rec/conf/aaai/ConitzerSBD017
30,2017,Cristina Cornelio,nan,Vijay A. Saraswat,nan,AAAI Workshops,Expressing Probabilistic Graphical Models in RCC.,2,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15218,https://dblp.org/rec/conf/aaai/CornelioS17
31,2017,Mayukh Das,nan,Sriraam Natarajan,"University of Texas at Dallas, Center for Machine Learning, TX, USA",AAAI Workshops,Active Preference Elicitation for Planning.,5,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15198,https://dblp.org/rec/conf/aaai/DasIDRN17
32,2017,Ameneh Deljoo,nan,Cees T. A. M. de Laat,"University of Amsterdam, Netherlands",AAAI Workshops,What Is Going On - Utility-Based Plan Selection in BDI Agents.,4,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15075,https://dblp.org/rec/conf/aaai/DeljooEGL17
33,2017,Devendra Singh Dhami,nan,Sriraam Natarajan,"University of Texas at Dallas, Center for Machine Learning, TX, USA",AAAI Workshops,Knowledge-Based Morphological Classification of Galaxies from Vision Features.,3,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15194,https://dblp.org/rec/conf/aaai/DhamiLN17
34,2017,Travis Dick,nan,Alexander J. Smola,Carnegie Mellon University,AAAI Workshops,Data Driven Resource Allocation for Distributed Learning.,6,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15160,https://dblp.org/rec/conf/aaai/DickLPWBS17
35,2017,John P. Dickerson,"University of Maryland, MD, USA",Tuomas Sandholm,"Carnegie Mellon University, Pittsburgh, USA",AAAI Workshops,Small Representations of Big Kidney Exchange Graphs.,4,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15155,https://dblp.org/rec/conf/aaai/DickersonKPS17a
36,2017,Yolanda E-Martín,"Charles III University of Madrid (UC3M), Department of Informatics, Spain",David E. Smith 0001,"PS Research, Los Altos Hills, CA, USA",AAAI Workshops,Goal Recognition with Noisy Observations.,2,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15225,https://dblp.org/rec/conf/aaai/E-MartinS17
37,2017,Mahmoud Elbattah,nan,Owen Molloy,nan,AAAI Workshops,Clustering-Aided Approach for Predicting Patient Outcomes with Application to Elderly Healthcare in Ireland.,2,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15188,https://dblp.org/rec/conf/aaai/ElbattahM17
38,2017,Gabriele Farina,nan,Tuomas Sandholm,"Carnegie Mellon University, Pittsburgh, USA",AAAI Workshops,Inter-Club Kidney Exchange.,3,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15172,https://dblp.org/rec/conf/aaai/FarinaDS17
39,2017,Ferdinando Fioretto,nan,Enrico Pontelli,"New Mexico State University, Las Cruces, New Mexico, USA",AAAI Workshops,A Multiagent System Approach to Scheduling Devices in Smart Homes.,3,http://aaai.org/ocs/index.php/WS/AAAIW17/paper/view/15111,https://dblp.org/rec/conf/aaai/Fioretto0P17
