,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
419,419,Le Song,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Minimax Classification with 0-1 Loss and Performance Guarantees.
420,420,Zhirong Yang,Aalto University,Erkki Oja,Aalto University,Robust Density Estimation under Besov IPM Losses.
421,421,Katherine Heller,Duke,Nick Chater,None,Online Multitask Learning with Long-Term Memory.
422,422,Arthur Gretton,"Gatsby Unit, UCL",Arthur Gretton,"Gatsby Unit, UCL",Improving Local Identifiability in Probabilistic Box Embeddings.
423,423,Guillermo Cecchi,IBM Research,Jean-Baptiste Poline,CEA-INSERM,Finite-Sample Analysis of Contractive Stochastic Approximation Using Smooth Convex Envelopes.
424,424,Amarnag Subramanya,Google Inc.,Jeff A Bilmes,"University of Washington, Seattle",Synthetic Data Generators -- Sequential and Private.
425,425,Russ Salakhutdinov,Carnegie Mellon University,Geoffrey E Hinton,Google & University of Toronto,Near-Optimal SQ Lower Bounds for Agnostically Learning Halfspaces and ReLUs under Gaussian Marginals.
426,426,Nino Shervashidze,"INRIA, Laboratoire d'Informatique de l'ENS",Karsten Borgwardt,ETH Zurich,Statistical-Query Lower Bounds via Functional Gradients.
427,427,Vinod Nair,University of Toronto,Geoffrey E Hinton,Google & University of Toronto,PAC-Bayes Learning Bounds for Sample-Dependent Priors.
428,428,Shuai Huang,Arizona State University,Jieping Ye,Arizona State University,"Sharpened Generalization Bounds based on Conditional Mutual Information and an Application to Noisy, Iterative Algorithms."
429,429,Aaron Courville,U. Montreal,Yoshua Bengio,University of Montreal,Decision trees as partitioning machines to characterize their generalization properties.
430,430,Lawrence Cayton,Max Planck Institute for Biological Cybernetics,Lawrence Cayton,Max Planck Institute for Biological Cybernetics,A Limitation of the PAC-Bayes Framework.
431,431,Antonio Torralba,Massachusetts Institute of Technology,Antonio Torralba,Massachusetts Institute of Technology,Conditioning and Processing: Techniques to Improve Information-Theoretic Generalization Bounds.
432,432,Liang Sun,Opera Solutions,Jieping Ye,Arizona State University,Second Order PAC-Bayesian Bounds for the Weighted Majority Vote.
433,433,Guillermo Cecchi,IBM Research,Jean-Baptiste Poline,CEA-INSERM,PAC-Bayes Analysis Beyond the Usual Bounds.
434,434,Jean-Pascal Pfister,Cambridge University,Mate Lengyel,University of Cambridge,Maximum-Entropy Adversarial Data Augmentation for Improved Generalization and Robustness.
435,435,Zhirong Yang,Aalto University,Erkki Oja,Aalto University,Probabilistic Orientation Estimation with Matrix Fisher Distributions.
436,436,Alekh Agarwal,UC Berkeley,Martin J Wainwright,UC Berkeley,"Discover, Hallucinate, and Adapt: Open Compound Domain Adaptation for Semantic Segmentation."
437,437,M. Pawan Kumar,Stanford University,Daphne Koller,insitro,Inference Stage Optimization for Cross-scenario 3D Human Pose Estimation.
438,438,Bernhard Nessler,TU-Graz,Wolfgang Maass,Graz University of Technology,Deep Wiener Deconvolution: Wiener Meets Deep Learning for Image Deblurring.
