,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
499,499,Ilya Sutskever,OpenAI,Josh Tenenbaum,MIT,Impossibility Results for Grammar-Compressed Linear Algebra.
500,500,M. Pawan Kumar,Stanford University,Daphne Koller,insitro,Statistical control for spatio-temporal MEG/EEG source imaging with desparsified mutli-task Lasso.
501,501,David P Wipf,AWS,Sri Nagarajan,UCSF,Submodular Meta-Learning.
502,502,Hanna Wallach,Microsoft,Andrew McCallum,UMass Amherst,Fairness in Streaming Submodular Maximization: Algorithms and Hardness.
503,503,Yee Whye Teh,"University of Oxford, DeepMind",DILAN Gorur,DeepMind,Fast Adaptive Non-Monotone Submodular Maximization Subject to a Knapsack Constraint.
504,504,Lei ShiUpdateMe,"University of California, Berkeley",Tom Griffiths,Princeton,Direct Policy Gradients: Direct Optimization of Policies in Discrete Action Spaces.
505,505,Umar Syed,University of Pennsylvania,Nina Mishra,Microsoft Research,Efficient active learning of sparse halfspaces with arbitrary bounded noise.
506,506,Bharath Sriperumbudur,The Pennsylvania State University,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",Learning Structured Distributions From Untrusted Batches: Faster and Simpler.
507,507,Hamed Pirsiavash,University of California Irvine,Charless Fowlkes,UC Irvine,Outlier Robust Mean Estimation with Subgaussian Rates via Stability.
508,508,Xiao-Ming Wu,Columbia University,Shuo-Yen Robert Li,None,Fictitious Play for Mean Field Games: Continuous Time Analysis and Applications.
509,509,Baback Moghaddam,Caltech,Kevin P Murphy,Google,Hitting the High Notes: Subset Selection for Maximizing Expected Order Statistics.
510,510,Ingo Steinwart,Los Alamos National Laboratory,Andreas Christmann,University of Bayreuth,PAC-Bayesian Bound for the Conditional Value at Risk.
511,511,Umar Syed,University of Pennsylvania,Nina Mishra,Microsoft Research,Universal Function Approximation on Graphs.
512,512,Arthur Gretton,"Gatsby Unit, UCL",Arthur Gretton,"Gatsby Unit, UCL",Model Class Reliance for Random Forests.
513,513,Michael Wick,Oracle Labs,Andrew McCallum,UMass Amherst,Hypersolvers: Toward Fast Continuous-Depth Models.
514,514,Vijay Desai,None,Ciamac C Moallemi,Columbia University,Almost Surely Stable Deep Dynamics.
515,515,Mario J Fritz,MPI Informatics,Trevor Darrell,UC Berkeley,Learning Optimal Representations with the Decodable Information Bottleneck.
516,516,Katherine Heller,Duke,Nick Chater,None,Provable Online CP/PARAFAC Decomposition of a Structured Tensor via Dictionary Learning.
517,517,Allie Fletcher,UCLA,Sundeep Rangan,Qualcomm,Measuring Systematic Generalization in Neural Proof Generation with Transformers.
518,518,Kaushik Sinha,The Ohio State University,Mikhail Belkin,Ohio State University,Online Decision Based Visual Tracking via Reinforcement Learning.
