,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
1099,1099,Alekh Agarwal,UC Berkeley,Martin J Wainwright,UC Berkeley,Reservoir Computing meets Recurrent Kernels and Structured Transforms.
1100,1100,Daniel Cavagnaro,Cal State Fullerton,Jay Myung,Ohio State University,The Diversified Ensemble Neural Network.
1101,1101,Siamac Fazli,TU Berlin,Klaus-Robert Müller,TU Berlin,AdaShare: Learning What To Share For Efficient Deep Multi-Task Learning.
1102,1102,Vinod Nair,University of Toronto,Geoffrey E Hinton,Google & University of Toronto,Spin-Weighted Spherical CNNs.
1103,1103,Bill Triggs,CNRS,Bill Triggs,CNRS,Autoencoders that don't overfit towards the Identity.
1104,1104,Gal Chechik,"NVIDIA, BIU",Samy Bengio,Apple,Modern Hopfield Networks and Attention for Immune Repertoire Classification.
1105,1105,Kamalika Chaudhuri,UCSD,Daniel Hsu,Columbia University,UCSG-NET- Unsupervised Discovering of Constructive Solid Geometry Tree.
1106,1106,Allie Fletcher,UCLA,Sundeep Rangan,Qualcomm,UCLID-Net: Single View Reconstruction in Object Space.
1107,1107,Yusuke Watanabe,The Institute of Statistical Mathematics,Kenji Fukumizu,Institute of Statistical Mathematics / Preferred Networks / RIKEN AIP,Graph Geometry Interaction Learning.
1108,1108,Percy Liang,Stanford University,Michael Jordan,UC Berkeley,Feature Importance Ranking for Deep Learning.
1109,1109,Samy Bengio,Apple,Dennis Strelow,None,Introducing Routing Uncertainty in Capsule Networks.
1110,1110,Mike Mozer,Google Research and U. Colorado Boulder,Edward Vul,Massachusetts Institute of Technology,The Pitfalls of Simplicity Bias in Neural Networks.
1111,1111,Ian H Stevenson,University of Connecticut,Konrad Koerding,None,Primal-Dual Mesh Convolutional Neural Networks.
1112,1112,Amarnag Subramanya,Google Inc.,Jeff A Bilmes,"University of Washington, Seattle",The Convolution Exponential and Generalized Sylvester Flows.
1113,1113,Shuai Huang,Arizona State University,Jieping Ye,Arizona State University,Coherent Hierarchical Multi-Label Classification Networks.
1114,1114,Honglak Lee,U. Michigan,Andrew Y Ng,DeepLearning.AI,Differentiable Top-k with Optimal Transport.
1115,1115,Charles Kemp,Carnegie Mellon University,Alan Jern,Rose-Hulman Institute of Technology,Proximal Mapping for Deep Regularization.
1116,1116,Garvesh Raskutti,SAMSI,Bin Yu,None,CSER: Communication-efficient SGD with Error Reset.
1117,1117,Chonghai Hu,Zhejiang University,Weike Pan,Hong Kong UST,Practical Low-Rank Communication Compression in Decentralized Deep Learning.
1118,1118,Marius Kloft,TU Kaiserslautern,Alexander Zien,LIFE Biosystems GmbH,A Decentralized Parallel Algorithm for Training Generative Adversarial Nets.
