,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
779,779,Tetsuro Morimura,IBM,Kenji Doya,Okinawa Institute of Science and Technology Graduate University,Off-Policy Evaluation and Learning for External Validity under a Covariate Shift.
780,780,Volkan Cevher,EPFL,Volkan Cevher,EPFL,Sense and Sensitivity Analysis: Simple Post-Hoc Analysis of Bias Due to Unobserved Confounding.
781,781,Bharath Sriperumbudur,The Pennsylvania State University,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",Multi-task Causal Learning with Gaussian Processes.
782,782,Jonathan Huang,google.com,Carlos Guestrin,University of Washington,Causal Shapley Values: Exploiting Causal Knowledge to Explain Individual Predictions of Complex Models.
783,783,Alexandre Bouchard-Côté,UBC,Dan Klein,UC Berkeley,Algorithmic recourse under imperfect causal knowledge: a probabilistic approach.
784,784,Theodore Perkins,Ottawa Hospital Research Institute,Theodore Perkins,Ottawa Hospital Research Institute,Compositional Generalization via Neural-Symbolic Stack Machines.
785,785,Alexandre Bouchard-Côté,UBC,Dan Klein,UC Berkeley,Learning Invariants through Soft Unification.
786,786,Chonghai Hu,Zhejiang University,Weike Pan,Hong Kong UST,Linear Disentangled Representations and Unsupervised Action Estimation.
787,787,Arkadas Ozakin,Georgia Institute of Technology,Alexander Gray,Skytree Inc. and Georgia Tech,Identifying Mislabeled Data using the Area Under the Margin Ranking.
788,788,Michael Wick,Oracle Labs,Andrew McCallum,UMass Amherst,A Bayesian Nonparametrics View into Deep Representations.
789,789,Maxim Raginsky,University of Illinois at Urbana-Champaign,Svetlana Lazebnik,UIUC,Learning Invariances in Neural Networks from Training Data.
790,790,Eric K Garcia,University of Washington,Maya R Gupta,University of Washington,Inverse Learning of Symmetries.
791,791,Kevin G Waugh,University of Alberta,Michael Bowling,DeepMind / University of Alberta,Post-training Iterative Hierarchical Data Augmentation for Deep Networks.
792,792,Martin Allen,Connecticut College,Shlomo Zilberstein,Univ of Mass,"Exemplar VAE: Linking Generative Models, Nearest Neighbor Retrieval, and Data Augmentation."
793,793,Jonathan Huang,google.com,Carlos Guestrin,University of Washington,Goal-directed Generation of Discrete Structures with Conditional Generative Models.
794,794,Aaron Courville,U. Montreal,Aaron Courville,U. Montreal,CoSE: Compositional Stroke Embeddings.
795,795,Tomer D Ullman,Massachusetts Institute of Technology,Josh Tenenbaum,MIT,A Causal View on Robustness  of Neural Networks.
796,796,Yacov Crammer,Technion,Mark Dredze,Johns Hopkins,Regularizing Towards Permutation Invariance In Recurrent Models.
797,797,Hanna Wallach,Microsoft,Andrew McCallum,UMass Amherst,STLnet: Signal Temporal Logic Enforced Multivariate Recurrent Neural Networks.
798,798,Katherine Heller,Duke,Nick Chater,None,Generative causal explanations of black-box classifiers.
