,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
99,99,Edward Vul,Massachusetts Institute of Technology,Josh Tenenbaum,MIT,Glow-TTS: A Generative Flow for Text-to-Speech via Monotonic Alignment Search.
100,100,Rob Nowak,Wisconsin,Rob Nowak,Wisconsin,The Cone of Silence: Speech Separation by Localization.
101,101,Chonghai Hu,Zhejiang University,Weike Pan,Hong Kong UST,HiFi-GAN: Generative Adversarial Networks for Efficient and High Fidelity Speech Synthesis.
102,102,Russ Salakhutdinov,Carnegie Mellon University,Russ Salakhutdinov,Carnegie Mellon University,Swapping Autoencoder for Deep Image Manipulation.
103,103,Guillermo Cecchi,IBM Research,Jean-Baptiste Poline,CEA-INSERM,LAPAR: Linearly-Assembled Pixel-Adaptive Regression Network for Single Image Super-resolution and Beyond.
104,104,Ilya Sutskever,OpenAI,Josh Tenenbaum,MIT,Domain Generalization via Entropy Regularization.
105,105,Lei ShiUpdateMe,"University of California, Berkeley",Tom Griffiths,Princeton,Self-Supervised Few-Shot Learning on Point Clouds.
106,106,Lawrence Cayton,Max Planck Institute for Biological Cybernetics,Lawrence Cayton,Max Planck Institute for Biological Cybernetics,DeepSVG: A Hierarchical Generative Network for Vector Graphics Animation.
107,107,Xiaolin Yang,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,CLEARER: Multi-Scale Neural Architecture Search for Image Restoration.
108,108,Matthias Seeger,Amazon,Matthias Seeger,Amazon,Language and Visual Entity Relationship Graph for Agent Navigation.
109,109,HongJing Lu,UCLA,Alan L Yuille,UCLA,Fast Fourier Convolution.
110,110,Arthur Choi,UCLA,Adnan Darwiche,UCLA,Simulating a Primary Visual Cortex at the Front of CNNs Improves Robustness to Image Perturbations.
111,111,Chenghui Cai,Cantor Fitzgerald,Lawrence Carin,Duke University,The Devil is in the Detail: A Framework for Macroscopic Prediction via Microscopic Models.
112,112,HongJing Lu,UCLA,Alan L Yuille,UCLA,When and How to Lift the Lockdown? Global COVID-19 Scenario Analysis and Policy Assessment using Compartmental Gaussian Processes.
113,113,Samuel Rota Bulò,Università Ca' Foscari,Marcello Pelillo,Università Ca' Foscari di Venezia,Reinforced Molecular Optimization with Neighborhood-Controlled Grammars.
114,114,Robert C Wilson,Princeton University,Leif Finkel,None,Multi-Task Temporal Shift Attention Networks for On-Device Contactless Vitals Measurement.
115,115,Aaron Courville,U. Montreal,Yoshua Bengio,University of Montreal,MRI Banding Removal via Adversarial Training.
116,116,Maxim Raginsky,University of Illinois at Urbana-Champaign,Svetlana Lazebnik,UIUC,Learning to Select Best Forecast Tasks for Clinical Outcome Prediction.
117,117,Jon McAuliffe,UC Berkeley and Voleon,Jon McAuliffe,UC Berkeley and Voleon,Interpretable Sequence Learning for Covid-19 Forecasting.
118,118,Bill Triggs,CNRS,Bill Triggs,CNRS,Adversarial Attacks on Deep Graph Matching.
