,first-author-affiliation,last-author-affiliation,title
0," Qualitative Reasoning Group, Northwestern University, Evanston, IL"," Qualitative Reasoning Group, Northwestern University, Evanston, IL",Interactive learning and analogical chaining for moral and commonsense reasoning
1," Northeastern University, Boston, MA and Charles Stark Draper Laboratory, Cambridge, MA"," Northeastern University, Boston, MA and Charles Stark Draper Laboratory, Cambridge, MA",Machine learning methods for computational psychology
2," Oregon State University, Corvallis, Oregon"," Oregon State University, Corvallis, Oregon",Robust learning from demonstration techniques and tools
3," College of Information and Computer Sciences, University of Massachusetts Amherst"," College of Information and Computer Sciences, University of Massachusetts Amherst",Integrating planning and recognition to close the interaction loop
4," Department of Computer Engineering, Bogazici University, Istanbul, Turkey"," Department of Computer Engineering, Bogazici University, Istanbul, Turkey",Privacy management in agent-based social networks
5," National Taiwan University, Taipei, Taiwan"," National Taiwan University, Taipei, Taiwan",Multi-modal learning over user-contributed content from cross-domain social media
6," University of California, Santa Cruz"," University of California, Santa Cruz",Unsupervised learning of HTNs in complex adversarial domains
7," University of Pennsylvania, Department of Computer and Information Science, Philadelphia, PA"," University of Pennsylvania, Department of Computer and Information Science, Philadelphia, PA",Estimating text intelligibility via information packaging analysis
8," Department of Computer Science, University of Illinois at Chicago, Chicago, Illinois"," Department of Computer Science, University of Illinois at Chicago, Chicago, Illinois",Robust classification under covariate shift with application to active learning
9," Qualitative Reasoning Group, Northwestern University"," Qualitative Reasoning Group, Northwestern University",Analogical generalization of linguistic constructions
10," Institute for Creative Technologies, University of Southern California, Los Angeles, CA"," Institute for Creative Technologies, University of Southern California, Los Angeles, CA",Writing stories with help from recurrent neural networks
11," Department of Computer Science, The University of Texas at Dallas"," Department of Computer Science, The University of Texas at Dallas",Scaling-up MAP and marginal MAP inference in Markov logic
12, University of California Santa Cruz, University of California Santa Cruz,Adapting plans through communication with unknown teammates
13," Tetherless World Constellation, Rensselaer Polytechnic Institute, Troy, NY"," Tetherless World Constellation, Rensselaer Polytechnic Institute, Troy, NY",Pragmatic querying in heterogeneous Knowledge Graphs
14," Human Robot Interaction Laboratory, Tufts University, Medford, MA"," Human Robot Interaction Laboratory, Tufts University, Medford, MA",Architectural mechanisms for situated natural language understanding in uncertain and open worlds
15," School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China"," School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China",Affective computing and applications of image emotion perceptions
