,first-author-affiliation,last-author-affiliation,title
0," Department of Aerospace Engineering, University of Michigan, Ann Arbor, MI"," Department of Aerospace Engineering, University of Michigan, Ann Arbor, MI",An autonomous override system to prevent airborne Loss of Control
1," Department of Computer Science and Engineering, University of North Texas, Denton, TX"," College of Information Sciences and Technology, Pennsylvania State University, University Park, PA",Document type classification in online digital libraries
2," Ben Gurion University of the Negev, Be'er Sheva, Israel"," Ben Gurion University of the Negev, Be'er Sheva, Israel",Data-augmented software diagnosis
3," SIMULA, Norway (simula.no)"," SIMULA, Norway (simula.no)",Automated regression testing using constraint programming
4," Discovery Analytics Center, Computer Science Department, Virginia Tech, Blacksburg, Virginia"," Discovery Analytics Center, Computer Science Department, Virginia Tech, Arlington, Virginia",Wikipedia in the tourism industry: forecasting demand and modeling usage behavior
5," Boliden Tara Mines Ltd., Navan, Co. Meath, Ireland"," Insight Centre for Data Analytics, University College Cork, Ireland",Optimizing energy costs in a zinc and lead mine
6," Knowledge Discovery Lab, GE Global Research (GRC), Niskayuna, NY"," Model-Based Manufacturing Lab, GE Global Research (GRC), Niskayuna, NY",Automated capture and execution of manufacturability rules using Inductive Logic Programming
7," Computer Science, University of North Texas, Denton"," Department of Psychology, Rice University",MetaSeer.STEM: towards automating meta-analyses
8, Arizona State University, Arizona State University,Data driven game theoretic cyber threat mitigation
9," Department of Electrical Engineering & Computer Science, Case Western Reserve University, Cleveland, OH"," Department of Electrical Engineering & Computer Science, Case Western Reserve University, Cleveland, OH",Automated volumetric intravascular plaque classification using optical coherence tomography (OCT)
10," University of Washington, Seattle, WA and University of Copenhagen, Copenhagen, Denmark"," University of Washington, Seattle, WA and University of Copenhagen, Copenhagen, Denmark",A Hidden Markov Model approach to infer timescales for high-resolution climate archives
