,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science, National University of Singapore"," Department of Computer Science, National University of Singapore and NUS Graduate School for Integrative Sciences and Engineering",Exploiting N-best hypotheses to improve an SMT approach to grammatical error correction
1," Harbin Institute of Technology, Harbin, China and Baidu Inc., Beijing, China"," Baidu Inc., Beijing, China",Generating recommendation evidence using translation model
2," State Key Laboratory for Novel Software Technology, Nanjing University, P. R. China"," State Key Laboratory for Novel Software Technology, Nanjing University, P. R. China",Tree-state based rule selection models for hierarchical phrase-based machine translation
3," School of Computer Science, Leshan Normal University, Leshan, China"," Search Technology Center, Microsoft, Beijing, China",Bag-of-embeddings for text classification
4," Orange Labs, CERI-LIA"," CERI-LIA, Avignon, France",Reinforcement learning for turn-taking management in incremental spoken dialogue systems
5," State Key Laboratory of Software Engineering, School of Computer, Wuhan University, China"," State Key Laboratory of Software Engineering, School of Computer, Wuhan University, China",Joint models for extracting adverse drug events from biomedical text
6," School of EECS, Peking University, China"," School of EECS, Peking University, China",Stalematebreaker: a proactive content-introducing approach to automatic human-computer conversation
7," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences"," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences and CAS Center for Excellence in Brain Science and Intelligence Technology",Towards zero unknown word in neural machine translation
8," Northwestern University, Evanston, IL"," Northwestern University, Evanston, IL",Learning paraphrase identification with structural alignment
9," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China"," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China and Jiangsu Collaborative Innovation Center for Language Competence, Jiangsu, China","Knowledge representation learning with entities, attributes and relations"
10," Shanghai Key Laboratory of Intelligent Information Processing, Fudan University, School of Computer Science, Fudan University, Shanghai, China"," Shanghai Key Laboratory of Intelligent Information Processing, Fudan University, School of Computer Science, Fudan University, Shanghai, China",Recurrent neural network for text classification with multi-task learning
11," Research Center for Social Computing and Information Retrieval, Harbin Institute of Technology, China"," Research Center for Social Computing and Information Retrieval, Harbin Institute of Technology, China",Exploring segment representations for neural segmentation models
12," Research Center for Social Computing and Information Retrieval, Harbin Institute of Technology, China"," Research Center for Social Computing and Information Retrieval, Harbin Institute of Technology, China",HC-search for incremental parsing
13," Department of Computer Science, Sapienza University of Rome"," Department of Computer Science, Sapienza University of Rome",Automatic construction and evaluation of a large semantically enriched wikipedia
14," Lane Department of CSEE, West Virginia University"," Department of Computer Science, University of Illinois at Urbana-Champaign",Cross-lingual dataless classification for many languages
15," Sony Computer Science Laboratories Inc., Tokyo, Japan"," University of Bremen, Bremen, Germany","Robust natural language processing: combining reasoning, cognitive semantics, and construction grammar for spatial language"
16," CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, China"," CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, China",Sparse word embeddings using l1 regularized online learning
17," CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, China and University of Chinese Academy of Sciences, China"," CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, China",Match-SRNN: modeling the recursive matching structure with spatial RNN
18," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences"," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",Employing external rich knowledge for machine comprehension
19," Bridgewater Associates, Wilton, Connecticut"," Switi, New Jersey",Building joint spaces for relation extraction
20," CSLT, RIIT, Tsinghua University, China and CIST, Beijing University of Posts and Telecommunications, China"," CSLT, RIIT, Tsinghua University, China",Chinese song iambics generation with neural attention-based model
21," Department of Computer Science and Eng., Shanghai Jiao Tong University, Shanghai, China"," National Institute of Information and Communications Technology, Kyoto, Japan",A bilingual graph-based semantic model for statistical machine translation
22," College of Computer Science, Zhejiang University, China"," College of Computer Science, Zhejiang University, China",Diverse image captioning via grouptalk
23," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China"," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China and Jiangsu Collaborative Innovation Center for Language Ability, Jiangsu Normal University, Xuzhou, China",Representation learning of knowledge graphs with hierarchical types
24," School of Electronic Engineering and Computer Science, Peking University"," School of Electronic Engineering and Computer Science, Peking University and Collaborative Innovation Center of High Performance Computing, NUDT, Changsha, China",Neural generative question answering
25," School of EECS, Peking University", Microsoft Research,Unsupervised word and dependency path embeddings for aspect term extraction
26," Department of Computer Science and Technology, Tsinghua University, Beijing, China"," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Jiangsu Collaborative Innovation Center for Language Ability, Jiangsu Normal University, China",Collaborative multi-level embedding learning from reviews for rating prediction
27," Institute of Computational Linguistics, Peking University"," Institute of Computational Linguistics, Peking University",A joint model of intent determination and slot filling for spoken language understanding
28," College of Computer Science, Zhejiang University"," College of Computer Science, Zhejiang University",Expert finding for community-based question answering via ranking metric network learning
29," School of Computer Science, Fudan University, Shanghai, China and Shanghai Key Laboratory of Intelligent Information Processing"," School of Computer Science, Fudan University, Shanghai, China and Shanghai Key Laboratory of Intelligent Information Processing",Context-specific and multi-prototype character representations
