,first-author-affiliation,last-author-affiliation,title
0," Big Data Research Center, University of Electronic Science and Technology of China", Rutgers University,Sparse Bayesian content-aware collaborative filtering for implicit feedback
1," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences and Center for Research on Intelligent Perception and Computing, CASIA"," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences and Center for Research on Intelligent Perception and Computing, CASIA and Center for Excellence in Brain Science and Intelligence Technology, CAS",Group-invariant cross-modal subspace learning
2," School of Computer Science, Carnegie Mellon University, PA"," School of Computer Science, Carnegie Mellon University, PA",Learning to detect concepts from webly-labeled video data
3," Fujian Key Laboratory of Sensing and Computing for Smart City, Xiamen University, China and School of Information Science and Engineering, Xiamen University, China"," Xi'an Institute of Optics and Precision Mechanics, Chinese Academy of Sciences, Xi'an, China",Towards convolutional neural networks compression via global error reconstruction
4," Department of Computer Science, Rutgers, The State University of New Jersey"," Department of Computer Science, Rutgers, The State University of New Jersey",Efficient k-support-norm regularized minimization via fully corrective frank-Wolfe method
5," Fujian Key Laboratory of Sensing and Computing for Smart City, Xiamen University, China and School of Information Science and Engineering, Xiamen University, China"," Microsoft Research Asia, Beijing, China",Supervised matrix factorization for cross-modality hashing
6," BJ ER Center of HVLIP&CC, School of Comp. Sci., Beijing Institute of Technology, Beijing, China"," BJ ER Center of HVLIP&CC, School of Comp. Sci., Beijing Institute of Technology, Beijing, China",Aligning users across social networks using network embedding
7," EECS, Oregon State University, Corvallis, Oregon"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Transductive optimization of top k precision
8," Key Laboratory of Shanghai Education Commission for Intelligent Interaction and Cognitive Engineering, Department of Computer Science and Engineering, Shanghai Jiao Tong University, P.R. China"," Key Laboratory of Shanghai Education Commission for Intelligent Interaction and Cognitive Engineering, Department of Computer Science and Engineering, Shanghai Jiao Tong University, P.R. China",Natural supervised hashing
9," ETH, Zurich"," ETH, Zurich",Linear-time outlier detection via sensitivity
10," Shaanxi Province Key Lab of Satellite-Terrestrial Network, Department of Computer Science, Xi'an Jiaotong University, P. R. China and School of Computer Science, Carnegie Mellon University, PA"," Shaanxi Province Key Lab of Satellite-Terrestrial Network, Department of Computer Science, Xi'an Jiaotong University, P. R. China",Avoiding optimal mean robust PCA/2DPCA with non-greedy L1-norm maximization
11," SCSE, Nanyang Technological University, Singapore"," QCIS and FEIT, University of Technology Sydney, Australia",On combining side information and unlabeled data for heterogeneous multi-task metric learning
12," State Key Lab of Intelligent Technology & Systems, Tsinghua National TNLIST Lab and Department of Computer Science & Technology, Tsinghua University, Beijing, China"," State Key Lab of Intelligent Technology & Systems, Tsinghua National TNLIST Lab and Department of Computer Science & Technology, Tsinghua University, Beijing, China",Multi-grained role labeling based on multi-modality information for real customer service telephone conversation
13," CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, China and University of Chinese Academy of Sciences, China"," CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, China",Predict anchor links across social networks via an embedding approach
14," Center for Game Science, Computer Science & Engineering, University of Washington, Seattle, WA"," Center for Game Science, Computer Science & Engineering, University of Washington, Seattle, WA and Enlearn™, Seattle, WA",Efficient Bayesian clustering for reinforcement learning
15," Shanghai Key Laboratory of Multidimensional Information Processing, Department of Computer Science and Technology, East China Normal University, Shanghai, China"," Shanghai Key Laboratory of Multidimensional Information Processing, Department of Computer Science and Technology, East China Normal University, Shanghai, China",Soft margin consistency based scalable multi-view maximum entropy discrimination
16," David R. Cheriton School of Computer Science, University of Waterloo, Canada"," Dept. of Computer Science, University of Georgia, Athens, GA",Sum-product-max networks for tractable decision making
17," School of Mathematical Sciences, Peking University", Microsoft Research,Asynchronous accelerated stochastic gradient descent
18," Institute of Computer Science and Technology, Peking University, Beijing, China"," Xidian University, Shannxi, China",Coordinate discrete optimization for efficient cross-view image retrieval
19," Department of Computer Science, Purdue University"," Department of EECS, University of Michigan, Ann Arbor",Fast Laplace approximation for sparse Bayesian spike and slab models
20," Department of Computer Science and Engineering, University of Texas at Arlington"," Department of Computer Science and Engineering, University of Texas at Arlington",Subspace clustering via new low-rank model with discrete group structure constraint
21," School of Computer Science and Center for OPTical IMagery Analysis and Learning, Northwestern Polytechnical University, Xi'an, P. R. China"," Xi'an Institute of Optics and Precision Mechanics, Chinese Academy of Sciences, Xi'an, P. R. China",Parameter-free auto-weighted multiple graph learning: a framework for multiview clustering and semi-supervised classification
22," IBM Research-Tokyo, Tokyo, Japan"," IBM Research-Tokyo, Tokyo, Japan",Gated probabilistic matrix factorization: learning users' attention from missing values
23," Centre for Quantum Computation & Intelligent System, FEIT, University of Technology Sydney"," The University of New South Wales, Australia",Tri-party deep network representation
24," Advanced Analytics Institute, University of Technology Sydney, Australia"," Quantum Computation and Intelligent Systems, University of Technology Sydney, Australia",Outlier detection in complex categorical data by modelling the feature value couplings
25, Australian National University and NICTA, Ambiata and Australian National University and University of New South Wales,Fast learning from distributed datasets without entity matching
26," National Laboratory of Pattern Recognition, Institute of Automaiton, Chinese Academy of Sciences, Beijing, P.R. China"," Department of Radiology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA",Direct sparsity optimization based feature selection for multi-class classification
27," Institute for Infocomm Research, Singapore"," College of Computer Science, Sichuan University, Chengdu, P. R. China",Deep subspace clustering with sparsity prior
28," Zhejiang University, Hangzhou, China"," Zhejiang University, Hangzhou, China",Self-paced boost learning for classification
29," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China and UBRI, School of Computer Science and Technology, University of Science and Technology of China, Hefei, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Parallel pareto optimization for subset selection
