,first-author-affiliation,last-author-affiliation,title
0," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Derivative-free optimization of high-dimensional non-convex functions by sequential random embeddings
1," Shanghai Key Laboratory of Intelligent Information Processing, Fudan University, School of Computer Science, Fudan University, Shanghai, China"," Shanghai Key Laboratory of Intelligent Information Processing, Fudan University, School of Computer Science, Fudan University, Shanghai, China",Bridging LSTM architecture and the neural dynamics during reading
2," State Key Lab of CAD&CG, College of Computer Science, Zhejiang University, China"," Xi'an Institute of Optics and Precision Mechanics, Chinese Academy of Sciences, China",Non-negative matrix factorization with sinkhorn distance
3, Xerox Research Centre India, Xerox Research Centre India,Dependency clustering of mixed data with Gaussian mixture copulas
4," Johns Hopkins University, Department of Applied Mathematics and Statistics, Baltimore, Maryland"," Johns Hopkins University, Department of Computer Science, Baltimore, Maryland",Trading-off cost of deployment versus accuracy in learning predictive models
5," School of Computer Science and Software Engineering, East China Normal University, Shanghai, China and GE Global Research Center, Niskayuna, NY"," GE Global Research Center, Niskayuna, NY",Portfolio blending via Thompson sampling
6," Zhejiang University, China"," Zhejiang University, China",Adaptive variance reducing for stochastic gradient descent
7," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences and University of Chinese Academy of Sciences, Beijing, China"," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences",Diversifying convex transductive experimental design for active learning
8," Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University, Xi'an, China"," Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University, Xi'an, China",Improving CNN performance with min-max objective
9, University of Toronto, University of Toronto,Distance-preserving probabilistic embeddings with side information: variational Bayesian multidimensional scaling Gaussian process
10," Department of Electrical and Computer Engineering, University of California, San Diego, La Jolla"," Department of Mathematics, University of California, San Diego, La Jolla",Fast structural binary coding
11," Department of Computer Science, University of Rochester, Rochester, NY"," Department of Computer Science, University of Rochester, Rochester, NY",Unsupervised alignment of actions in video with text descriptions
12," Center for Data Analytics and Biomedical Informatics, Temple University, Philadelphia, PA and School of Electrical Engineering, University of Belgrade, Belgrade, Serbia"," Center for Data Analytics and Biomedical Informatics, Temple University, Philadelphia, PA",Distance based modeling of interactions in structured regression
13," Department of Computer Science and Engineering, Indian Institute of Technology Ropar, Punjab, India"," Department of Computer Science and Engineering, PEC University of Technology, Chandigarh, India and IIT Ropar",Supervised heterogeneous domain adaptation via random forests
14," NTT Communication Science Laboratories, NTT Corporation, Kyoto, Japan"," NTT Communication Science Laboratories, NTT Corporation, Kyoto, Japan",Learning compact neural word embeddings by parameter space sharing
15," Engineering Lab on Intelligent Perception for Internet of Things, Key Laboratory of Machine Perception, Shenzhen Graduate School, Peking University, Beijing, China"," Engineering Lab on Intelligent Perception for Internet of Things, Key Laboratory of Machine Perception, Shenzhen Graduate School, Peking University, Beijing, China",A novel feature matching strategy for large scale image retrieval
16," SMiLe CLiNiC and TAG Lab, University of Sussex, Brighton, UK"," SMiLe CLiNiC and TAG Lab, University of Sussex, Brighton, UK",Learning using unselected features (LUFe)
17," University of Trento, Trento, Italy"," Sorbonne Universités, UPMC Univ Paris 06, CNRS, UMR, Paris, France",Constructive preference elicitation by setwise max-margin learning
18," Robotics Institute, Carnegie Mellon University, Pittsburgh, PA"," Robotics Institute, Carnegie Mellon University, Pittsburgh, PA",Inference machines for nonparametric filter learning
19," Department of Computer Science, KU Leuven, Leuven, Belgium"," Department of Computer Science, KU Leuven, Leuven, Belgium",Dynamic early stopping for Naive Bayes
20," Machine Learning and Robotics Lab, University of Stuttgart, Germany"," Machine Learning and Robotics Lab, University of Stuttgart, Germany",Policy search in reproducing kernel Hilbert space
21," School of Computer Science, McGill University, Montreal, Canada"," School of Computer Science, McGill University, Montreal, Canada",Generalized dictionary for multitask learning with boosting
22," Department of Computer Science and Engineering, University of Texas at Arlington"," Department of Computer Science and Engineering, University of Texas at Arlington",Fast robust non-negative matrix factorization for large-scale human action data clustering
23," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China",Cost-saving effect of crowdsourcing learning
24," University of Birmingham, UK"," University of Birmingham, UK",Dealing with multiple classes in online class imbalance learning
25," Department of Electrical & Computer Engineering, Northeastern University, Boston, MA"," Department of Electrical & Computer Engineering, Northeastern University, Boston, MA and College of Computer & Information Science",Coupled marginalized auto-encoders for cross-domain multi-view learning
26," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",Learning first-order logic embeddings via matrix factorization
27," College of Computer Science and Technology, Zhejiang University, China"," College of Computer Science and Technology, Zhejiang University, China",Constrained preference embedding for item recommendation
28," Carnegie Mellon University, Pittsburgh, PA"," Carnegie Mellon University, Pittsburgh, PA",Nonparametric risk and stability analysis for multi-task learning problems
29," The University of New South Wales, Kensington, Sydney, Australia"," University of Technology Sydney, Australia",Iterative views agreement: an iterative low-rank based structured optimization method to multi-view spectral clustering
