,first-author-affiliation,last-author-affiliation,title
0," Department of Electrical and Computer Engineering, Tufts University"," Department of Electrical and Computer Engineering, Tufts University",Denoising and completion of 3D data via multidimensional dictionary learning
1," Department of Computer and Information Sciences, Temple University, Philadelphia, PA"," Department of Computer and Information Sciences, Temple University, Philadelphia, PA",Improving top-N recommendation with heterogeneous loss
2," Department of Computer and Information Sciences, Temple University, Philadelphia, PA"," Department of Computer and Information Sciences, Temple University, Philadelphia, PA",Predictive collaborative filtering with side information
3," Department of Electrical and Computer Engineering, Northeastern University, Boston"," Department of Electrical and Computer Engineering, Northeastern University, Boston and College of Computer and Information Science, Northeastern University, Boston",Incomplete multi-modal visual data grouping
4," Department of Electronic and Electrical Engineering, The University of Sheffield"," Department of Computer Science and Digital Technologies, Northumbria University",Learning cross-view binary identities for fast person re-identification
5," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong",Fast-and-light stochastic ADMM
6," Institute of High Performance Computing, Singapore"," Institute of High Performance Computing, Singapore",Transfer hashing with privileged information
7," Shanghai Key Laboratory of Intelligent Information Processing, School of Computer Science, Fudan University", Microsoft Research,Model-based deep hand pose estimation
8," Hong Kong Baptist University, Hong Kong, China"," Hong Kong Baptist University, Hong Kong, China",Probabilistic rank-one matrix analysis with concurrent regularization
9," Arizona State University, Tempe, Arizona"," Arizona State University, Tempe, Arizona",Crowdsourcing via tensor augmentation and completion
10," School of Computer Science and Technology, Tianjin University, Tianjin, China"," School of Computer Science and Technology, Tianjin University, Tianjin, China",A self-representation induced classifier
11," Department of Computer Sciences, University of Wisconsin-Madison, Madison, Wisconsin"," Department of Computer Sciences, University of Wisconsin-Madison, Madison, Wisconsin",Stochastic multiresolution persistent homology kernel
12, Data61 & U. of Melbourne, University of Michigan,Asymptotic optimality of myopic optimization in trial-offer markets with social influence
13, Xerox Research Centre India, Xerox Research Centre India,Managing overstaying electric vehicles in park-and-charge facilities
14," CRIL, CNRS, Université d'Artois, Lens"," CRIL, CNRS, Université d'Artois, Lens",A SAT-based approach for mining association rules
15," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Taking up the gaokao challenge: an information retrieval approach
16, Imperial College, University of NSW,A framework for integrating symbolic and sub-symbolic representations
17," Dept. of Computer Science and Engineering, Lehigh University, Bethlehem, PA"," Wright State Research Institute, Wright State University, Dayton, OH",Informed expectations to guide GDA agents in partially observable environments
18," Center for Spatial Information Science, The University of Tokyo, Japan"," Center for Spatial Information Science, The University of Tokyo, Japan",A collaborative filtering approach to citywide human mobility completion from sparse call records
19," Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly, NTU, Singapore"," School of Computer Science and Engineering, Nanyang Technological University, Singapore",Optimal interdiction of illegal network flow
20," New York University, Tandon School of Engineering"," New York University, Tandon School of Engineering",Modifying MCTS for human-like general video game playing
21, University of Wisconsin-Madison, University of Wisconsin-Madison,Baseline regularization for computational drug repositioning with longitudinal observational data
22," The University of British Columbia, Vancouver, B.C., Canada"," The University of British Columbia, Vancouver, B.C., Canada",Predicting confusion in information visualization from eye tracking and interaction data
23," School of Information Systems, Singapore Management University"," School of Information Systems, Singapore Management University",Word clouds with latent variable analysis for visual comparison of documents
24," Department of Industrial and Systems Engineerning, KAIST, Daejeon, Republic of Korea"," Department of Industrial and Systems Engineerning, KAIST, Daejeon, Republic of Korea",Bayesian nonparametric collaborative topic Poisson factorization for electronic health records-based phenotyping
25," Software Engineering Institute, East China Normal University, Shanghai, China and College of Computing, Georgia Institute of Technology, Atlanta, GA"," College of Computing, Georgia Institute of Technology, Atlanta, GA and Software Engineering Institute, East China Normal University, Shanghai, China",Household structure analysis via hawkes processes for enhancing energy disaggregation
26," Department of Computer Science, The University of Hong Kong"," Department of Computer Science, The University of Hong Kong",Protein secondary structure prediction using cascaded convolutional and recurrent neural networks
27," State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences"," State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences",Makeup like a superstar: deep localized makeup transfer network
28," School of Computing, National University of Singapore, Singapore and Microsoft Research, Beijing, China"," School of Computing, National University of Singapore, Singapore",Urban water quality prediction based on multi-task multi-view learning
29," Hellebore Capital Ltd., Ecole Polytechnique"," Hellebore Capital Ltd., London",Clustering financial time series: how long is enough?
