,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science, North Carolina State University, Raleigh, North Carolina"," Department of Computer Science, North Carolina State University, Raleigh, North Carolina",Player goal recognition in open-world digital games with long short-term memory networks
1," Auckland University of Technology, Auckland, New Zealand"," University of Auckland, Auckland, New Zealand",How to build your network? a structural analysis
2," Technical Faculty, University of Freiburg"," Technische Universität Dortmund, Dortmund, Germany",Simulating human inferences in the light of new information: a formal analysis
3," edX, Harvard SEAS", Harvard SEAS,Measuring performance of peer prediction mechanisms using replicator dynamics
4," Center for Spatial Information Science, The University of Tokyo, Japan"," Center for Spatial Information Science, The University of Tokyo, Japan",Deeptransport: prediction and simulation of human mobility and transportation mode at a citywide level
5, Yahoo Research, Lahey Hospital and Medical Center,Balancing appearance and context in sketch interpretation
6," Human-Centred Cognitive Assistance Lab., University of Bremen, Germany"," Human-Centred Cognitive Assistance Lab., University of Bremen, Germany",Semantic question-answering with video and eye-tracking data: AI foundations for human visual perception driven cognitive film studies
7," State Key Laboratory of Intelligent Technology and Systems, Tsinghua National TNLIST Lab, Department of Computer Science, Tsinghua University, Beijing, China"," State Key Laboratory of Intelligent Technology and Systems, Tsinghua National TNLIST Lab, Department of Computer Science, Tsinghua University, Beijing, China",Rating-boosted latent topics: understanding users and items with ratings and reviews
8," Department of Computer Science, School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China"," Department of Computer Science, School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China",Scene text detection in video by learning locally and globally
9," School of Information Science and Technology, ShanghaiTech University, Shanghai, China"," School of Information Science and Technology, ShanghaiTech University, Shanghai, China",Stochastic and-or grammars: a unified framework and logic perspective
10," Department of Computer Science, University of California, Davis"," Department of Computer Science, University of California, Davis",Dimensionally guided synthesis of mathematical word problems
11," State Key Laboratory of Software Engineering, School of Computer, Wuhan University, China"," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",Scale-adaptive low-resolution person re-identification via learning a discriminating surface
12, Shanghai Jiao Tong University, East China Normal University,On modeling and predicting individual paper citation count over time
13," WIOMAX, LLC"," WIOMAX, LLC",Exploiting problem structure in combinatorial landscapes: a case study on pure mathematics application
14, East China Normal University and IBM Research-China, East China Normal University,Modeling contagious merger and acquisition via point processes with a profile regression prior
15," eXascale Infolab, University of Fribourg, Fribourg, Switzerland"," eXascale Infolab, University of Fribourg, Fribourg, Switzerland",POIsketch: semantic place labeling over user activity streams
16," School of Information Science and Technology, Southwest Jiaotong University, Chengdu, China and Microsoft Research, Beijing, China"," School of Information Science and Technology, Southwest Jiaotong University, Chengdu, China",ST-MVL: filling missing values in geo-sensory time series data
17," NEC Laboratories America, Media Analytics"," Rutgers, The State University of New Jersey",Nonlinear hierarchical part-based regression for unconstrained face alignment
18, University of Arkansas, University of Arkansas,Situation testing-based discrimination discovery: a causal inference approach
19," Department of Computer Science, University of Texas at Austin, Austin"," Department of Computer Science, University of Texas at Austin, Austin",Maximum sustainable yield problem for robot foraging and construction system
20," Center for Brain-like Computing and Machine Intelligence, Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China"," Center for Brain-like Computing and Machine Intelligence, Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China and Key Laboratory of Shanghai Education Commission for Intelligent Interaction and Cognitive Engineering, Brain Science and Technology Research Center",Personalizing EEG-based affective models with transfer learning
21," The Pennsylvania State University, University Park, PA"," Qatar Computing Research Institute, HBKU, Doha, Qatar",WikiWrite: generating wikipedia articles automatically
22," DICII, University of Rome Tor Vergata, Rome, Italy"," DIAG, Sapienza University of Rome, Rome, Italy",A discriminative approach to grounded spoken language understanding in interactive robotics
23," University of Science and Technology of China, Hefei, China"," York University, Canada",Distraction-based neural networks for modeling documents
24," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China"," State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Computer Science and Technology, Tsinghua University, Beijing, China",Agreement-based joint training for bidirectional attention-based neural machine translation
25," NUS Graduate School for Integrative Sciences and Engineering, National University of Singapore"," NUS Graduate School for Integrative Sciences and Engineering and Department of Computer Science, National University of Singapore",Neural network translation models for grammatical error correction
26," Intelligent Systems Program, University of Pittsburgh"," Intelligent Systems Program, Department of Computer Science, University of Pittsburgh",Recognizing opinion sources based on a new categorization of opinion types
27," School of Computer Science, Fudan University, Shanghai Key Laboratory of Intelligent Information Processing, Shanghai, P.R. China"," School of Computer Science, Fudan University, Shanghai Key Laboratory of Intelligent Information Processing, Shanghai, P.R. China",Hashtag recommendation using attention-based convolutional neural network
28," Laboratory of Network Oriented Intelligent Computation, Shenzhen Graduate School, Harbin Institute of Technology, Shenzhen, China"," Computer Science Department, The University of Texas at Dallas, Texas",Intersubjectivity and sentiment: from language to knowledge
29," Intelligent Systems Program, Computer Science Department, University of Pittsburgh"," Intelligent Systems Program, Computer Science Department, University of Pittsburgh",Parse tree fragmentation of ungrammatical sentences
