,first-author-affiliation,last-author-affiliation,title
0," University of Michigan, Ann Arbor"," University of Michigan, Ann Arbor",Deep learning for reward design to improve Monte Carlo tree search in ATARI games
1," Tsinghua National Laboratory for Information Science and Technology, School of Software, Tsinghua University, Beijing, China"," Tsinghua National Laboratory for Information Science and Technology, School of Software, Tsinghua University, Beijing, China",Semi-supervised active learning with cross-class sample transfer
2," Babylon Health, London, UK and Open Lab., School of Computing Science, Newcastle University, UK"," Open Lab, School of Computing Science, Newcastle University, UK","Deep, convolutional, and recurrent models for human activity recognition using wearables"
3," School of Computer Science and Engineering, Beihang University, Beijing, China"," School of Computer Science and Engineering, Beihang University, Beijing, China",Incorporating external knowledge into crowd intelligence for more specific knowledge acquisition
4, Symantec Research Labs., Symantec Research Labs.,Partially supervised graph embedding for positive unlabelled feature selection
5," Key Lab of Intelligent Information Processing of Chinese Academy of Sciences, Institute of Computing Technology, Beijing, China and University of Chinese Academy of Sciences, Beijing, China"," Laboratory of Parallel Software and Computational Science, Institute of Software, Chinese Academy of Sciences, Beijing, China",Online Bayesian max-margin subspace multi-view learning
6, University of Pennsylvania, University of Pennsylvania,Tight policy regret bounds for improving and decaying bandits
7," KAIST, Republic of Korea"," University of Pennsylvania, Pennsylvania",Bayesian reinforcement learning with behavioral feedback
8," School of Computer Science, Carnegie Mellon University"," Microsoft Research, Beijing, China",Grounding topic models with knowledge bases
9," Nanyang Technology University, Singapore"," Nanyang Technology University, Singapore",Class-wise supervised hashing with label embedding and active bits
10," College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing"," College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing",Transfer learning with active queries from source domain
11," Department of Computer Science and Technology, Tsinghua University, State Key Lab. of Intelligent, Technology and Systems, Tsinghua National Lab. for Information Science and Technology"," Department of Computer Science and Technology, Tsinghua University, State Key Lab. of Intelligent, Technology and Systems, Tsinghua National Lab. for Information Science and Technology",Learning stable linear dynamical systems with the weighted least square method
12," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China",Learning unified features from natural and programming languages for locating buggy source code
13," IBM Research, T. J. Watson Research Center, Yorktown Heights, NY"," IBM Research, T. J. Watson Research Center, Yorktown Heights, NY",Change detection using directional statistics
14," University of Pennsylvania, Philadelphia, PA"," University of Pennsylvania, Philadelphia, PA",Using task features for zero-shot knowledge transfer in lifelong learning
15," Computer Science and Engineering, Arizona State University, Tempe and College of Science, China University of Petroleum, Qingdao, Canada"," Computer Science and Engineering, Arizona State University, Tempe",Multi-label informed feature selection
16," School of Computer Science and Technology, Anhui University, Hefei, China"," School of Computer Science and Technology, Anhui University, Hefei, China",Robust out-of-sample data recovery
17," Computer Science and Engineering, University of Michigan"," Department of Statistics, University of Michigan",On structural properties of MDPs that bound loss due to shallow planning
18," Departments of Computer Science, and Electrical & Computer Engineering, Duke University, Durham, NC"," Departments of Computer Science, and Electrical & Computer Engineering, Duke University, Durham, NC",Constructing abstraction hierarchies using a skill-symbol loop
19," Cardiff University, UK"," INRIA, France and KU Leuven, Belgium",Bounds for learning from evolutionary-related data in the realizable case
20," McGill University, Canada"," McGill University, Canada",Learning multi-step predictive state representations
21," School of Computer Science and Engineering, Seoul National University"," School of Computer Science and Engineering, Seoul National University and Interdisciplinary Program in Neuroscience, Seoul National University",Dual-memory deep learning architectures for lifelong learning of everyday human behaviors
22," The Hebrew University of Jerusalem, Israel"," Microsoft Research, Cambridge, United Kingdom",Predicting personal traits from facial images using convolutional neural networks augmented with facial landmark information
23, UNC Charlotte, UNC Charlotte,A relaxed ranking-based factor model for recommender system from implicit feedback
24," Department of Computer Science, University of Illinois at Chicago, Chicago, IL"," Department of Computer Science, University of Illinois at Chicago, Chicago, IL",Adversarial sequence tagging
25," University of Electronic Science and Technology of China, Chengdu, China"," University of Electronic Science and Technology of China, Chengdu, China",Joint feature selection and structure preservation for domain adaptation
26," School of Computer, National University of Defense Technology, Changsha, China"," School of Computer, National University of Defense Technology, Changsha, China",Multiple kernel clustering with local kernel alignment maximization
27," National Key Laboratory for Novel Software Technology, Department of Computer Science and Technology, Nanjing University, China"," National Key Laboratory for Novel Software Technology, Department of Computer Science and Technology, Nanjing University, China",Feature learning based deep supervised hashing with pairwise labels
28," School of Computer Science and Engineering, Big Data Research Center, University of Electronic Science and Technology of China and College of Information Science & Electronic Engineering, Zhejiang University, China"," College of Information Science & Electronic Engineering, Zhejiang University, China",Multi-view learning with limited and noisy tagging
29," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China",Graph quality judgement: a large margin expedition
