,first-author-affiliation,last-author-affiliation,title
0," Data61, CSIRO, Eveleigh, NSW, Australia and School of CSE, The University of New South Wales, Kensington, NSW, Australia"," Data61, CSIRO, Eveleigh, NSW, Australia",Bayesian optimization of partition layouts for mondrian processes
1," Dept. of Computer Science and Technology, Tsinghua University, China and Graduate School at Shenzhen, Tsinghua University, China"," Dept. of Computer & Electrical Engineering and Computer Science, Florida Atlantic University",Bernoulli random forests: closing the gap between theoretical consistency and empirical soundness
2," Beckman Institute, University of Illinois at Urbana-Champaign, Urbana, IL"," Beckman Institute, University of Illinois at Urbana-Champaign, Urbana, IL",Learning a deep l∞ encoder for hashing
3," Institute of Digital Media, Peking University, Beijing, China and Rapid-Rich Object Search Lab., Nanyang Technological University, Singapore"," Institute of Digital Media, Peking University, Beijing, China",To project more or to quantize more: minimizing reconstruction bias for learning compact binary codes
4," Nanyang Technological University, Singapore"," Rolls-Royce Advanced Technology Centre, Singapore",Deep nonlinear feature coding for unsupervised domain adaptation
5," MISP, MMK, Technische Universität München, Munich, Germany"," Chair of Complex and Intelligent Systems, University of Passau, Passau, Germany and Department of Computing, Imperial College London, London, UK",Discriminatively trained recurrent neural networks for continuous dimensional emotion recognition from audio
6," Insight Centre for Data Analytics, School of Computer Science and IT, University College Cork, Ireland"," Insight Centre for Data Analytics, School of Computer Science and IT, University College Cork, Ireland",Preference inference through rescaling preference learning
7, University of Science and Technology of China, Microsoft Research Asia,Budgeted multi-armed bandits with multiple plays
8," Key Laboratory of Measurement and Control of CSE, Ministry of Education, School of Automation, Southeast University, Nanjing, China and QCIS and FEIT, University of Technology Sydney, Australia"," Key Laboratory of Measurement and Control of CSE, Ministry of Education, School of Automation, Southeast University, Nanjing, China",Multi-view exclusive unsupervised dimension reduction for video-based facial expression recognition
9," Northwestern Polytechnical University, Xi'an, P. R. China"," Northwestern Polytechnical University, Xi'an, P. R. China",Robust and sparse fuzzy K-means clustering
10," IBM Research-Tokyo, Tokyo, Japan"," IBM Research-Tokyo, Tokyo, Japan",Weight features for predicting future model performance of deep neural networks
11," Department of Computer Science, Peking University and Natural Language Processing Department, Baidu Research, Baidu Inc. and School of Computer, Central China Normal University"," Department of Computer Science, Peking University and Natural Language Processing Department, Baidu Research, Baidu Inc. and School of Computer, Central China Normal University","i, poet: automatic poetry composition through recurrent neural networks with iterative polishing schema"
12," School of Information Engineering, Zhengzhou University, China"," School of Information Engineering, Zhengzhou University, China",Unsupervised human action categorization with consensus information bottleneck method
13," State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences and School of Information Engineering, Tianjin University of Commerce and School of Computer Science and Technology, Tianjin Key Laboratory of Cognitive Computing and Application, Tianjin University"," College of Math and Computer Science, Institute for Systems Biology, Jianghan University and Department of Computer Science and Engineering, Washington University in St. Louis",Modularity based community detection with deep learning
14," Key Lab of Computer Network and Information Integration, School of Computer Science and Engineering, Southeast University, Nanjing, China"," Key Lab of Computer Network and Information Integration, School of Computer Science and Engineering, Southeast University, Nanjing, China",Sparsity conditional energy label distribution learning for age estimation
15," School of Computer and Information, Hefei University of Technology, China"," Centre for Quantum Computation & Intelligent Systems, FEIT, University of Technology Sydney, Australia",Empirical risk minimization for metric learning using privileged information
16," University of Electronic Science and Technology of China, Chengdu, China"," University of Electronic Science and Technology of China, Chengdu, China and The University of Queensland, Brisbane, Australia",A unified framework for discrete spectral clustering
