,first-author-affiliation,last-author-affiliation,title
17," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China",Learning by actively querying strong modal features
18, Tsinghua University and Carnegie Mellon University, Carnegie Mellon University,Multi-modal Bayesian embeddings for learning social knowledge graphs
19," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong",Greedy learning of generalized low-rank models
20," Department of Computer Science and Engineering, Shanghai Jiao Tong University"," Department of Computer Science and Engineering, Shanghai Jiao Tong University",Frequent direction algorithms for approximate matrix multiplication with applications in CCA
21," Department of Computer Science, The University of Hong Kong"," Department of Computer Science, The University of Hong Kong",Neural enquirer: learning to query tables in natural language
22," Washington State University, Pullman, Washington"," Washington State University, Pullman, Washington",Theoretically-grounded policy advice from multiple teachers in reinforcement learning settings with applications to negative transfer
23," Quantum Computation & Intelligent Systems Centre, University of Technology Sydney, Australia"," Quantum Computation & Intelligent Systems Centre, University of Technology Sydney, Australia",Unsupervised feature learning from time series
24," Key Laboratory of Computational Linguistics, Peking University, Ministry of Education, China"," Key Laboratory of Computational Linguistics, Peking University, Ministry of Education, China",Collaborative filtering with generalized laplacian constraint via overlapping decomposition
25," Beijing Key Laboratory of Big Data Management and Analysis Methods, School of Information, Renmin University of China, Beijing, China"," Beijing Key Laboratory of Big Data Management and Analysis Methods, School of Information, Renmin University of China, Beijing, China",Large scale sparse clustering
26," Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University, Xi'an, P.R. China"," Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University, Xi'an, P.R. China",Improving DCNN performance with sparse category-selective objective function
27," IBM T. J. Watson Research Center, Yorktown Heights, NY"," Department of Computer Science, University of Rochester, NY",Staleness-aware async-SGD for distributed deep learning
28," School of Software, Dalian University of Technology, Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, Dalian, China"," School of Software, Dalian University of Technology, Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, Dalian, China",Self-adapted multi-task clustering
29," Duke University, Durham, NC"," Duke University, Durham, NC",Bayesian dictionary learning with Gaussian processes and sigmoid belief networks
