,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
79,79,Masashi Sugiyama,Male,RIKEN / University of Tokyo,Ichiro Takeuchi,Male,Nagoya Institute of Technology,Density-Difference Estimation.
80,80,Vasiliy Karasev,Male,UCLA,Stefano Soatto,Male,UCLA,Controlled Recognition Bounds for Visual Learning and Exploration.
81,81,Cho-Jui Hsieh,Male,UCLA,Arindam Banerjee,Male,Univ. of Minnesota,A Divide-and-Conquer Method for Sparse Inverse Covariance Estimation.
82,82,Nick Foti,Male,Apple & University of Washington,Sinead Williamson,Female,UT Austin,Slice sampling normalized kernel-weighted completely random measure mixture models.
83,83,David Balduzzi,Male,Victoria University Wellington,Michel Besserve,Male,MPI for Intelligent Systems,Towards a learning-theoretic analysis of spike-timing dependent plasticity.
84,84,Aharon Birnbaum,Male,The Hebrew University,Shai Shalev-Shwartz,Male,Mobileye & HUJI,Learning Halfspaces with the Zero-One Loss: Time-Accuracy Tradeoffs.
85,85,Anteo Smerieri,Male,Université Libre de Bruxelles,Serge Massar,Male,Université libre de Bruxelles,Analog readout for optical reservoir computers.
86,86,Jaldert Rombouts,Male,Centrum Wiskunde Informatica,Pieter Roelfsema,Male,Netherlands Institute for Neuroscience,Neurally Plausible Reinforcement Learning of Working Memory Tasks.
87,87,Hyun Soo Park,Male,CMU,Yaser Sheikh,Male,Carnegie Mellon University,3D Gaze Concurrences from Head-mounted Cameras.
88,88,Abdeslam Boularias,Male,Max Planck Institute for Intelligent Systems,Jan Peters,Male,TU Darmstadt & MPI Intelligent Systems,Algorithms for Learning Markov Field Policies.
89,89,Vinay Jethava,Male,Seal Software,Devdatt Dubhashi,Male,"Chalmers University, Sweden","The Lovasz $\theta$ function, SVMs and finding large dense  subgraphs."
90,90,Sung Ju Hwang,Male,University of Texas at Austin,Fei Sha,Male,University of Southern California (USC),Semantic Kernel Forests from Multiple Taxonomies.
91,91,Jamie Kiros,Female,Google Brain,Csaba Szepesvari,Male,DeepMind / University of Alberta,Deep Representations and Codes for Image Auto-Annotation.
92,92,Guille D Canas,Male,Massachusetts Institute of Technology,Lorenzo Rosasco,Male,University of Genova- MIT - IIT,Learning Probability Measures with respect to  Optimal Transport Metrics.
93,93,Mehrdad Mahdavi,Male,Michigan State University (MSU),Shenghuo Zhu,Male,NEC Laboratories America,Stochastic Gradient Descent with Only One Projection.
94,94,Alekh Agarwal,Male,UC Berkeley,Martin J Wainwright,Male,UC Berkeley,Stochastic optimization and sparse statistical recovery: Optimal algorithms for high dimensions.
95,95,Xiaofeng Ren,Male,Intel Labs,Liefeng Bo,Male,Intel Labs,Discriminatively Trained Sparse Code Gradients for Contour Detection.
96,96,Sanja Fidler,Female,University of Toronto,Raquel Urtasun,Female,University of Toronto,3D Object Detection and Viewpoint Estimation with a Deformable 3D Cuboid Model.
97,97,Weilong Yang,,Google Inc.,Greg Mori,Male,Borealis AI,Kernel Latent SVM for Visual Recognition.
98,98,Erik Talvitie,Male,Franklin & Marshall College,Erik Talvitie,Male,Franklin & Marshall College,Learning Partially Observable Models Using Temporally Abstract  Decision Trees.
