,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
199,199,Po-Ling Loh,Female,University of Wisconsin - Madison,Martin J Wainwright,Male,UC Berkeley,No voodoo here! Learning discrete graphical models via inverse covariance estimation.
200,200,Amit Daniely,Male,Hebrew University and Google Research,Shai Shalev-Shwartz,Male,Mobileye & HUJI,Multiclass Learning Approaches: A Theoretical Comparison with Implications.
201,201,Yi Zhen,Male,Duke University,Dit-Yan Yeung,Male,Hong Kong University of Science and Technology,Co-Regularized Hashing for Multimodal Data.
202,202,Qirong Ho,Male,"Petuum, Inc.",Eric Xing,Male,Petuum Inc. /  Carnegie Mellon University,On Triangular versus Edge Representations --- Towards Scalable Modeling of Networks.
203,203,Nicolò Cesa-Bianchi,Male,"Università degli Studi di Milano, Italy",Gilles Stoltz,Male,HEC Paris,Mirror Descent Meets Fixed Share (and feels no regret).
204,204,Amadou Ba,Male,IBM Research,Pascal Pompey,Male,IBM Research,Adaptive Learning of Smoothing Functions: Application to Electricity Load Forecasting.
205,205,Marc Bellemare,Male,University of Alberta,Michael Bowling,Male,DeepMind / University of Alberta,Sketch-Based Linear Value Function Approximation.
206,206,Robert Gens,Male,University of Washington,Pedro Domingos,Male,University of Washington,Discriminative Learning of Sum-Product Networks.
207,207,Yanyan Lan,Female,Tsinghua University,Tie-Yan Liu,Male,Microsoft Research Asia,Statistical Consistency of Ranking Methods in A Rank-Differentiable Probability Space.
208,208,Ashwini Shukla,Female,Ecole Polytechnique Fédérale de Lausanne (EPFL),Aude Billard,Female,Ecole Polytechnique Fédérale de Lausanne,Augmented-SVM: Automatic space partitioning for combining multiple non-linear dynamics.
209,209,Varun Kanade,Male,UC Berkeley,Bozidar Radunovic,Male,Microsoft Research,Distributed Non-Stochastic Experts.
210,210,Emanuele Coviello,Male,Amazon Music,Gert Lanckriet,Male,U.C. San Diego,The variational hierarchical EM algorithm for clustering hidden Markov models..
211,211,John Duchi,Male,UC Berkeley,Martin J Wainwright,Male,UC Berkeley,Privacy Aware Learning.
212,212,Sejong Yoon,Male,The College of New Jersey,Vladimir Pavlovic,Male,Samsung AI Center,Distributed Probabilistic Learning for Camera Networks with Missing Data.
213,213,Sasha Rakhlin,Female,University of Pennsylvania,Karthik Sridharan,Male,University of Pennsylvania,Relax and Randomize : From Value to Algorithms.
214,214,Marcelo Fiori,Male,"Universidad de la República, Uruguay",Guillermo Sapiro,Male,Duke University,Topology Constraints in Graphical Models.
215,215,Chong Wang,Male,ByteDance Inc.,David Blei,Male,Columbia University,Truncation-free Online Variational Inference for Bayesian Nonparametric Models.
216,216,Jesus Cid-Sueiro,Male,Univ. Carlos III de Madrid,Jesus Cid-Sueiro,Male,Univ. Carlos III de Madrid,Proper losses for learning from partial labels.
217,217,Binbin Lin,Male,Zhejiang University,Xiaofei He,Male,Zhejiang University,Multi-task Vector Field Learning.
218,218,yan karklin,Male,Knewton,Eero Simoncelli,Male,FlatIron Institute / New York University,Hierarchical spike coding of sound.
