,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
179,179,Shay Cohen,Male,Columbia University,Michael Collins,Male,Columbia University,Tensor Decomposition for Fast Parsing with Latent-Variable PCFGs.
180,180,Stephen H Bach,Male,University of Maryland,Dianne P O'Leary,Female,University of Maryland,Scaling MPE Inference for Constrained Continuous Markov Random Fields with Consensus Optimization.
181,181,Andrew Delong,Male,Concordia University,Yuri Boykov,Male,University of Western Ontario,Minimizing Sparse High-Order Energies by Submodular Vertex-Cover.
182,182,Nilesh Dalvi,Male,Facebook,Vibhor Rastogi,Male,Google,Minimizing Uncertainty in Pipelines.
183,183,Fang Han,Male,Johns Hopkins University,Han Liu,Male,Princeton University,High Dimensional Semiparametric Scale-invariant Principal Component Analysis.
184,184,Tsuyoshi Ueno,Male,Japan Science and Technology,Takashi Washio,Male,Osaka University,Weighted Likelihood Policy Search with Model Selection.
185,185,Edward Challis,Male,University College London,David Barber,Male,University College London,Affine Independent Variational Inference.
186,186,Matt Streeter,Male,Duolingo,Brendan McMahan,Male,Google,No-Regret Algorithms for Unconstrained Online Convex Optimization.
187,187,Teodor Mihai Moldovan,Male,UC Berkeley,Pieter Abbeel,Male,UC Berkeley & Covariant,Near Optimal Chernoff Bounds for Markov Decision Processes.
188,188,Wei Bi,Male,Hong Kong University of Science and Technology,James Kwok,Male,Hong Kong University of Science and Technology,Mandatory Leaf Node Prediction in Hierarchical Multilabel Classification.
189,189,Joe Wang,Male,Amazon Alexa,Venkatesh Saligrama,Male,Boston University,Local Supervised Learning through Space Partitioning.
190,190,Antonino Freno,Male,INRIA,Marc Tommasi,Male,INRIA,Fiedler Random Fields: A Large-Scale Spectral Approach to Statistical Network Modeling.
191,191,Piyush Rai,Male,Duke University,Hal Daumé III,Male,Univ of Maryland / Microsoft Research,Simultaneously Leveraging Output and Task Structures  for Multiple-Output Regression.
192,192,Nicolò Cesa-Bianchi,Male,"Università degli Studi di Milano, Italy",Giovanni Zappella,Male,"Amazon, Berlin",A Linear Time Active Learning Algorithm for Link Classification.
193,193,Michael J Paul,Male,Johns Hopkins University,Mark Dredze,Male,Johns Hopkins,Factorial LDA: Sparse Multi-Dimensional Text Models.
194,194,Jianqiu Ji,Male,Tsinghua University,Qi Tian,Male,University of Texas at San Antonio,Super-Bit Locality-Sensitive Hashing.
195,195,Mike Hughes,Male,Tufts University,Erik Sudderth,Male,Brown University,Effective Split-Merge Monte Carlo Methods for Nonparametric Models of Sequential Data.
196,196,Fredrik Lindsten,Male,Linköping University,Thomas Schön,Male,Uppsala University,Ancestor Sampling for Particle Gibbs.
197,197,Qiang Liu,Male,UC Irvine,Alexander Ihler,Male,UC Irvine,Variational Inference for Crowdsourcing.
198,198,Yudong Chen,Male,Cornell University,Huan Xu,Male,National University of Singapore,Clustering Sparse Graphs.
