,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
99,99,Cun-Hui Zhang,Male,Rutgers University,Tingni Sun,Male,University of Maryland,Calibrated Elastic Regularization in Matrix Completion.
100,100,Adam Coates,Male,Baidu Research,Andrew Y Ng,Male,DeepLearning.AI,Emergence of Object-Selective Features in Unsupervised Feature Learning.
101,101,Anima Anandkumar,Female,Caltech,Ragupathyraj Valluvan,Male,UC Irvine,Latent Graphical Model Selection: Efficient Methods for Locally Tree-like Graphs.
102,102,Christoph Sawade,Male,University of Potsdam,Tobias Scheffer,Male,Universität Potsdam,Active Comparison of Prediction Models.
103,103,Hemant Tyagi,Male,ETH Zurich,Volkan Cevher,Male,EPFL,Active Learning of Multi-Index Function Models.
104,104,Andre S Barreto,Male,Brazilian National Laboratory for Scientific Computing (LNCC),Joelle Pineau,Female,McGill University,On-line Reinforcement Learning Using Incremental Kernel-Based Stochastic Factorization.
105,105,James R Lloyd,Male,University of Cambridge,Zoubin Ghahramani,Male,Uber and University of Cambridge,Random function priors for exchangeable graphs and arrays.
106,106,Tatsuya Harada,Male,The University of Tokyo,Tatsuya Harada,Male,The University of Tokyo,Graphical Gaussian Vector for Image Categorization.
107,107,Nicolas Le Roux,Male,Google AI,Francis Bach,Male,INRIA - Ecole Normale Superieure,A Stochastic Gradient Method with an Exponential Convergence  Rate  for Finite Training Sets.
108,108,Jonathan W Pillow,Male,UT Austin,James Scott,Male,University of Texas at Austin,Fully Bayesian inference for neural models with negative-binomial spiking.
109,109,Yacov Crammer,Male,Technion,Tal Wagner,Male,MIT,Volume Regularization for Binary Classification.
110,110,Mark Herbster,Male,University College London,Stephen Pasteris,Male,UCL,Online Sum-Product Computation.
111,111,Francisco Pereira,Male,National Institute of Mental Health,Matthew Botvinick,Male,Princeton University/ Google DeepMind,A systematic approach to extracting semantic information from functional MRI data.
112,112,Sanjeev Arora,Male,Princeton University,Sushant Sachdeva,Male,None,"Provable ICA with Unknown Gaussian Noise, with Implications for Gaussian Mixtures and Autoencoders."
113,113,Borja Balle,Male,McGill University,Mehryar Mohri,Male,Google Research & Courant Institute of Mathematical Sciences,Spectral Learning of General Weighted Automata via Constrained Matrix Completion.
114,114,Toke Jansen Hansen,Male,Technical University of Denmark,Michael W Mahoney,Male,UC Berkeley,Semi-supervised Eigenvectors for Locally-biased Learning.
115,115,Xi Chen,Male,NYU,Javier Pena,Male,Carnegie Mellon University,Optimal Regularized Dual Averaging Methods for Stochastic Optimization.
116,116,Wouter M Koolen,Male,Centrum Wiskunde & Informatica,Manfred K. Warmuth,Male,Google Brain,Putting Bayes to sleep.
117,117,Ofer Meshi,Male,Google,Amir Globerson,Male,"Tel Aviv University, Google",Convergence Rate Analysis of MAP Coordinate Minimization Algorithms.
118,118,Andrew M Ziegler,Male,"University of California, San Diego",Serge Belongie,Male,Cornell University,LUCID: Locally Uniform Comparison Image Descriptor.
