,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
279,279,Daniel Zoran,Male,Hebrew University of Jerusalem,Yair Weiss,Male,Hebrew University,"Natural Images, Gaussian Mixtures and Dead Leaves."
280,280,Julian J McAuley,Male,Stanford,Jure Leskovec,Male,Stanford University/Pinterest,Learning to Discover Social Circles in Ego Networks.
281,281,Bruno Scherrer,Male,INRIA,Boris Lesner,Male,INRIA,On the Use of Non-Stationary Policies for Stationary Infinite-Horizon Markov Decision Processes.
282,282,Denny Zhou,Male,Microsoft Research  Redmond,Yi Mao,Male,Microsoft,Learning from the Wisdom of Crowds by Minimax Entropy.
283,283,Dor Kedem,Male,Washington University in St. Louis,Gert Lanckriet,Male,U.C. San Diego,Non-linear Metric Learning.
284,284,Xaq S Pitkow,Male,University of Rochester,Xaq S Pitkow,Male,University of Rochester,"Compressive neural representation of sparse, high-dimensional probabilities."
285,285,Ping Li,Male,Baidu Research USA,Cun-Hui Zhang,Male,Rutgers University,Entropy Estimations Using Correlated Symmetric Stable Random Projections.
286,286,Matt F Der,Male,UC San Diego,Lawrence Saul,Male,UC San Diego,Latent Coincidence Analysis: A Hidden Variable Model for Distance Metric Learning.
287,287,Felipe Trevizan,Male,Carnegie Mellon University,Manuela Veloso,Female,JPMorgan and Carnegie Mellon University,Trajectory-Based Short-Sighted Probabilistic Planning.
288,288,Dahua Lin,Male,Massachusetts Institute of Technology,John Fisher III,Male,MIT,Coupling Nonparametric Mixtures via Latent Dirichlet Processes.
289,289,Firdaus Janoos,Male,Squarepoint Capital,William Wells,Male,Harvard Medical School,Identification of Recurrent Patterns in the Activation of Brain Networks.
290,290,Emily Fox,Female,"University of Washington, Apple",David B Dunson,Male,Duke University,Multiresolution Gaussian Processes.
291,291,Ralph Bourdoukan,Male,Ecole Normale Superieure - Inserm,Sophie Denève,Female,"GNT, Ecole Normale Superieure",Learning optimal spike-based representations.
292,292,Benjamin Recht,Male,UW-Madison,Victor Bittorf,Male,UW-Madison,Factoring nonnegative matrices with linear programs.
293,293,He He,Female,Stanford,Jason Eisner,Male,Johns Hopkins + Microsoft,Imitation Learning by Coaching.
294,294,Francois Caron,Male,University of Oxford,Francois Caron,Male,University of Oxford,Bayesian nonparametric models for bipartite graphs.
295,295,Quanquan Gu,Male,University of Virginia,Jiawei Han,Male,University of Illinois at Urbana-Champaign,Selective Labeling via Error Bound Minimization.
296,296,Kevin Swersky,Male,Google,Brendan J Frey,Male,"Deep Genomics, Vector Institute, Univ. Toronto",Bayesian n-Choose-k Models for Classification and Ranking.
297,297,David P Wipf,Male,AWS,David P Wipf,Male,AWS,Dual-Space Analysis of the Sparse Linear Model.
298,298,Rina Foygel,Female,Stanford University,John Lafferty,Male,Yale University,Nonparametric Reduced Rank Regression.
