,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
239,239,Hugo Larochelle,Male,Twitter,Stanislas Lauly,Male,NYU,A Neural Autoregressive Topic Model.
240,240,Hossein Azari Soufiani,Male,Harvard University,Lirong Xia,Male,RPI,Random Utility Theory for Social Choice: Theory and Algorithms.
241,241,Joonseok Lee,Male,Google Research,Guy Lebanon,Male,Amazon,Automatic Feature Induction for Stagewise Collaborative Filtering.
242,242,Joshua T Abbott,Male,UC Berkeley,Tom Griffiths,Male,Princeton,Human memory search as a random walk in a semantic network.
243,243,Jaedeug Choi,Male,KAIST,Kee-Eung Kim,Male,KAIST,Nonparametric Bayesian Inverse Reinforcement Learning for Multiple Reward Functions.
244,244,Liping Liu,Male,Tufts University,Tom Dietterich,Male,Oregon State University,Probabilistic Topic Coding for Superset Label Learning.
245,245,Alexander Lorbert,Male,Princeton University,Peter J Ramadge,Male,Princeton,Kernel Hyperalignment.
246,246,Karthik Mohan,Male,University of Washington,Maryam Fazel,Female,University of Washington,Structured learning of Gaussian graphical models.
247,247,Azadeh Khaleghi,Male,INRIA Lille - Nord Europe,Daniil Ryabko,Male,INRIA,Locating Changes in Highly Dependent Data with Unknown Number of Change Points.
248,248,Trung T Nguyen,Male,National University of Singapore,Tze Yun Leong,Male,NUS,Transferring Expectations in Model-based Reinforcement Learning.
249,249,James Y Zou,Male,Microsoft Research,Ryan Adams,Male,Princeton University,Priors for Diversity in Generative Latent Variable Models.
250,250,Michael Bryant,Male,Brown University,Erik Sudderth,Male,Brown University,Truly Nonparametric Online Variational Inference for Hierarchical Dirichlet Processes.
251,251,Charles Blundell,Male,DeepMind,Jeff Beck,Male,,Modelling Reciprocating Relationships with Hawkes processes.
252,252,Bo Liu,Male,Auburn University,Ji Liu,Male,University Wisconsin-Madison,Regularized Off-Policy TD-Learning.
253,253,Angela Eigenstetter,Female,University Heidelberg,Bjorn Ommer,Male,Heidelberg University,Visual Recognition using Embedded Feature Selection for Curvature Self-Similarity.
254,254,Mingyuan Zhou,Male,University of Texas at Austin,Lawrence Carin,Male,Duke University,Augment-and-Conquer Negative Binomial Processes.
255,255,Shaul Druckmann,Male,Janelia Farm Research Campus,Dmitri B Chklovskii,Male,HHMI,A mechanistic model of early sensory processing based on subtracting sparse representations.
256,256,Prem Gopalan,Male,The Voleon Group,David Blei,Male,Columbia University,Scalable Inference of Overlapping Communities.
257,257,Kosuke Fukumasu,Male,Kobe University,Eric Xing,Male,Petuum Inc. /  Carnegie Mellon University,Symmetric Correspondence Topic Models for Multilingual Text Analysis.
258,258,Zhuo Wang,Male,Facebook Reality Labs,Daniel Lee,Male,Cornell Tech,"Optimal Neural Tuning Curves for Arbitrary Stimulus Distributions: Discrimax, Infomax and Minimum $L_p$ Loss."
