,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
139,139,Maayan Harel,Female,Technion,Shie Mannor,Male,Technion,The Perturbed Variation.
140,140,Soumya Ghosh,Male,IBM Research,Michael J Black,Male,Max Planck Institute for Intelligent Systems,From Deformations to Parts: Motion-based Segmentation of 3D Objects.
141,141,Xinhua Zhang,Male,University of Illinois at Chicago (UIC),Dale Schuurmans,Male,Google Brain & University of Alberta,Accelerated Training for Matrix-norm Regularization: A Boosting Approach.
142,142,Nitish Srivastava,Male,Apple Inc,Russ Salakhutdinov,Male,Carnegie Mellon University,Multimodal Learning with Deep Boltzmann Machines.
143,143,Chunxiao Zhou,Male,NIH (National Institutes of Health),Yun Fu,Male,Northeastern University,Fast Resampling Weighted v-Statistics.
144,144,Emtiyaz Khan,Male,RIKEN,Kevin P Murphy,Male,Google,Fast Bayesian Inference for Non-Conjugate Gaussian Process Regression.
145,145,Shinichi Nakajima,Male,Technische Universität Berlin,S. Derin Babacan,Male,Google Research,Perfect Dimensionality Recovery by Variational Bayesian PCA.
146,146,Jeremy C Weiss,Male,Carnegie Mellon University,David Page,Male,UW-Madison,Multiplicative Forests for Continuous-Time Processes.
147,147,Stefano Ermon,Male,Stanford University,Bart Selman,Male,Cornell University,Density Propagation and Improved Bounds on the Partition Function.
148,148,Alex Schwing,Male,University of Illinois at Urbana-Champaign,Raquel Urtasun,Female,University of Toronto,Globally Convergent Dual MAP LP Relaxation Solvers using Fenchel-Young Margins.
149,149,Xiao-Ming Wu,Male,Columbia University,Anthony Man-Cho So,Male,CUHK,Learning with Partially Absorbing Random Walks.
150,150,Shulin Yang,Male,Airbnb,Linda Shapiro,Female,None,Unsupervised template learning for fine-grained object recognition.
151,151,Seong-Hwan Jun,Male,UBC,Alexandre Bouchard-Côté,Male,UBC,Entangled Monte Carlo.
152,152,Zoubin Ghahramani,Male,Uber and University of Cambridge,Amos Storkey,Male,University of Edinburgh,Continuous Relaxations for Discrete Hamiltonian Monte Carlo.
153,153,Sergey K Karayev,Male,UC Berkeley,Trevor Darrell,Male,UC Berkeley,Timely Object Recognition.
154,154,Odalric-Ambrym Maillard,Male,INRIA,Odalric-Ambrym Maillard,Male,INRIA,Hierarchical Optimistic Region Selection driven by Curiosity.
155,155,Ke Jiang,Male,Ohio State University,Michael Jordan,Male,UC Berkeley,Small-Variance Asymptotics for Exponential Family Dirichlet Process Mixture Models.
156,156,Amy Greenwald,Female,Brown University,Eric Sodomka,Male,Brown University,Approximating Equilibria in Sequential Auctions with Incomplete Information and Multi-Unit Demand.
157,157,Fang Han,Male,Johns Hopkins University,Han Liu,Male,Princeton University,TCA: High Dimensional Principal Component Analysis for non-Gaussian Data.
158,158,Gary B Huang,Male,Howard Hughes Medical Institute,Erik Learned-Miller,Male,UMass Amherst,Learning to Align from Scratch.
