139,University of California Xuanqing Liu,"University of California, Davis",Cho-Jui Hsieh,"University of California, Davis",Fast Variance Reduction Method with Stochastic Batch Size
140,Adrien Taylor,INRIA/ENS,Laurent Lessard,University of Wisconsin-Madison,Lyapunov Functions for First-Order Methods: Tight Automated Convergence Guarantees
141,Yichong Xu,Carnegie Mellon University,Artur Dubrawski,CMU,Nonparametric Regression with Comparisons: Escaping the Curse of Dimensionality with Ordinal Information
142,Yuanzhi Li,Princeton University,Yoram Singer,Princeton University and Google Brain,The Well-Tempered Lasso
143,Ying WEI,Tencent AI Lab,Qiang Yang,Hong Kong UST,Transfer Learning via Learning to Transfer
144,Elliot Meyerson,UT Austin - Sentient Technologies,Risto Miikkulainen,UT Austin - Sentient Technologies,Pseudo-task Augmentation: From Deep Multitask Learning to Intratask Sharing—and Back
145,Hideaki Imamura,The University of Tokyo,Masashi Sugiyama,RIKEN / The University of Tokyo,Analysis of Minimax Error Rate for Crowdsourcing and Its Application to Worker Clustering Model
146,Lukas Ruff,Hasso Plattner Institute,Marius Kloft,TU Kaiserslautern,Deep One-Class Classification
147,Eduardo Laber,PUC-RIO,Felipe de A. Mello Pereira,PUC-Rio,Binary Partitions with Approximate  Minimum Impurity
148,Ashkan Norouzi-Fard,EPFL,Ola Svensson,EPFL,Beyond 1/2-Approximation for Submodular Maximization on Massive Data Streams
149,Yuling Yao,Columbia University,Andrew Gelman,Columbia University,"Yes, but Did It Work?: Evaluating Variational Inference"
150,Tom Ryder,Newcastle University,Dennis Prangle,Newcastle University,Black-Box Variational Inference for Stochastic Differential Equations
151,Yaqing WANG,Hong Kong University of Science and Technology,Lionel NI,University of Macau,Online Convolutional Sparse Coding with Sample-Dependent Dictionary
152,Xingyuan Pan,University of Utah,Vivek Srikumar,University of Utah,Learning to Speed Up Structured Output Prediction
153,Maryam Aliakbarpour,MIT,MIT Ronitt Rubinfeld,"MIT, TAU",Differentially Private Identity and Equivalence Testing of Discrete Distributions
154,Ibrahim Alabdulmohsin,Saudi Aramco,Ibrahim Alabdulmohsin,Saudi Aramco,Information Theoretic Guarantees for Empirical Risk Minimization with Applications to Model Selection and Large-Scale Optimization
155,ChangYong Oh,University of Amsterdam,Max Welling,University of Amsterdam,BOCK : Bayesian Optimization with Cylindrical Kernels
156,Stefan Falkner,University of Freiburg,Frank Hutter,University of Freiburg,BOHB: Robust and Efficient Hyperparameter Optimization at Scale
157,Yuancheng Zhu,University of Pennsylvania,John Lafferty,Yale University,Distributed Nonparametric Regression under Communication Constraints
158,Ganggang Xu,SUNY-Binghamton University,Guang Cheng,Purdue University,Optimal Tuning for Divide-and-conquer Kernel Ridge Regression with Massive Data
