,first-author,first-author-affiliation,last-author,last-author-affiliation,title
619,El Mahdi El Mhamdi,EPFL,Sébastien Rouault,EPFL,The Hidden Vulnerability of Distributed Learning in Byzantium
620,Georgios Damaskinos,EPFL,Mahsa Taziki,EPFL,Asynchronous Byzantine Machine Learning (the case of SGD)
