,first-author-affiliation,last-author-affiliation,title
13," Department of Computer Science, National Tsing-Hua University and Intelligent Agent System Lab., Institute of Information Science, Academica Sinica, Taiwan, Republic of China"," Department of Computer Science, National Tsing-Hua University and Intelligent Agent System Lab., Institute of Information Science, Academica Sinica, Taiwan, Republic of China",Enhancing search results with semantic annotation using augmented browsing
14," School of Knowledge Science, Japan Advanced Institute of Science and Technology, Japan and University of Science, Vietnam National University at Ha Noi, Vietnam and ERATO, Japan Science and Technology Agency, Japan"," School of Knowledge Science, Japan Advanced Institute of Science and Technology, Japan and ERATO, Japan Science and Technology Agency, Japan",Simulation-based data mining solution to the structure of water surrounding proteins
15," University of Hagen, Germany"," University Koblenz-Landau, Germany",A natural language question answering system as a participant in human Q&A portals
16, Texas A&M University, Texas A&M University,Sketch recognition algorithms for comparing complex and unpredictable shapes
17," University of Birmingham, England"," DFKI Saarbrücken, Germany",Exploiting probabilistic knowledge under uncertain sensing for efficient robot behaviour
18," Department of Computer Science & Engineering; Lehigh University; Bethlehem, PA"," Navy Center for Applied Research in AI; Naval Research Laboratory, Washington, DC",Integrated learning for goal-driven autonomy
19," Institute of Digital Media, Peking University, Beijing, China and Visual Intelligence Laboratory, Harbin Institute of Technology, Heilongjiang, China"," Institute of Digital Media, Peking University, Beijing, China and Visual Intelligence Laboratory, Harbin Institute of Technology, Heilongjiang, China",Learning compact visual descriptor for low bit rate mobile landmark search
20," Department of Computer Science, The University of Western Ontario, London, Ontario, Canada"," Department of Computer Science, The University of Western Ontario, London, Ontario, Canada",A new search engine integrating hierarchical browsing and keyword search
21," Department of Computer Science and Information Engineering, National Taiwan University"," Department of Computer Science and Information Engineering, National Taiwan University",Resource-bounded crowd-sourcing of commonsense knowledge
22," Department of EECS, University of Central Florida, Orlando, FL"," Department of EECS, University of Central Florida, Orlando, FL",A real-time opponent modeling system for rush football
23," Artificial Intelligence Laboratory, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland"," Artificial Intelligence Laboratory, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland",Coordinating logistics operations with privacy guarantees
24," State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Dept. of Computer Science and Technology, Tsinghua University, Beijing, China"," State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Dept. of Computer Science and Technology, Tsinghua University, Beijing, China",Learning to identify review spam
25, IBM Research India, Google Inc.,A system for providing differentiated QoS in retail banking
26," Australian Centre for Field Robotics, School of Aerospace, Mechanical and Mechatronic Engineering, The University of Sydney, NSW, Australia"," Australian Centre for Field Robotics, School of Aerospace, Mechanical and Mechatronic Engineering, The University of Sydney, NSW, Australia",Learning 3D geological structure from drill-rig sensors for automated mining
27," Graduate School of Information Science & Technology, The University of Tokyo, Tokyo, Japan"," Graduate School of Information Science & Technology, The University of Tokyo, Tokyo, Japan","Interest prediction on multinomial, time-evolving social graphs"
28," Robotics Institute, Carnegie Mellon University, Pittsburgh, PA"," Dept. of Computing Science, University of Aberdeen, Aberdeen, UK",An agent architecture for prognostic reasoning assistance
29," aDeNu Research Group, Computer Science School, UNED"," aDeNu Research Group, Computer Science School, UNED","Extending computer assisted assessment systems with natural language processing, user modeling, and recommendations based on human computer interaction and data mining"
