,first-author-affiliation,last-author-affiliation,title
0," DIEI, UdL, Lleida, Spain"," IIIA, CSIC, Campus UAB, Bellaterra, Spain",A new algorithm for weighted partial MaxSAT
1," COPRIN INRIA, Université Nice-Sophia, Imagine LIGM Université Paris-Est INRIA, Sophia Antipolis, France"," COPRIN INRIA, Université Nice-Sophia, Imagine LIGM Université Paris-Est INRIA, Sophia Antipolis, France",Exploiting monotonicity in interval constraint propagation
2," Univ. Lille-Nord de France, CRIL/CNRS, Lens, France"," Univ. Paris-Sud, LRI/CNRS UMR 8623 / INRIA Saclay, Orsay, France",A restriction of extended resolution for clause learning sat solvers
3, Alan Berscheid," Los Alamos National Laboratory, Los Alamos, NM",Transmission network expansion planning with simulation optimization
4," LIRMM, CNRS, Montpellier, France"," NICTA and UNSW, Sydney, Australia",Propagating conjunctions of ALLDIFFERENT constraints
5," Computer Science Department, University of California, Los Angeles, CA"," Computer Science Department, University of California, Los Angeles, CA",Independent additive heuristics reduce search multiplicatively
6," Computer Science Department, University of California, Los Angeles, CA"," Computer Science Department, University of California, Los Angeles, CA",1.6-Bit pattern databases
7," Key laboratory of High Confidence Software Technologies (Peking University), Ministry of Education, Beijing, China and School of Electronics Engineering and Computer Science, Peking University, Beijing, China"," Department of Computer Science, Jinan University, Guangzhou, China",EWLS: a new local search for minimum vertex cover
8," Albert-Ludwigs-Universität Freiburg, Institut für Informatik, Freiburg, Germany"," Albert-Ludwigs-Universität Freiburg, Institut für Informatik, Freiburg, Germany",High-quality policies for the canadian traveler's problem
9," Information Systems Engineering, Deutsche Telekom Labs, Ben-Gurion University, Be'er-Sheva, Israel"," Computing Science, University of Alberta Edmonton, Alberta, Canada",Single-frontier bidirectional search
10," Department of Informatics, University of Bergen, Norway"," The Institute of Mathematical Sciences, Chennai, India",Fast local search algorithm for weighted feedback arc set in tournaments
11," Department of Computer Science, University of Toronto"," Department of Computer Science, University of Toronto",Exploiting QBF duality on a circuit representation
12," TU Delft, The Netherlands"," NICTA and UNSW, Sydney, Australia",Symmetry within solutions
13," Computer Science Department, University of California, Los Angeles, Los Angeles, CA"," Computer Science Department, University of California, Los Angeles, Los Angeles, CA",Optimal rectangle packing on non-square benchmarks
14," Dept. of Computer Science and Engineering, Washington University in St. Louis, Saint Louis, MO"," Dept. of Computer Science and Engineering, Washington University in St. Louis, Saint Louis, MO",A novel transition based encoding scheme for planning as satisfiability
15," Department of Graphics and Computer Sciences, University of Tokyo, Japan"," Department of Graphics and Computer Sciences, University of Tokyo, Japan",Parallel depth first proof number search
16," Constraint Systems Laboratory, University of Nebraska-Lincoln"," LIRMM-CNRS, University of Montpellier, France",A first practical algorithm for high levels of relational consistency
17," Department of Mathematical and Computing Sciences, Graduate School of Information Science and Engineering, Tokyo Institute of Technology, PRESTO, Japan Science and Technology Agency, Japan"," Department of Mathematical and Computing Sciences, Graduate School of Information Science and Engineering, Tokyo Institute of Technology, PRESTO, Japan Science and Technology Agency, Japan","Dealing with infinite loops, underestimation, and overestimation of depth-first proof-number search"
18," Department of Computer Science, University of New Hampshire, Durham, NH"," Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada",Searching without a heuristic: efficient use of abstraction
19," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong"," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong",A stronger consistency for soft global constraints in weighted constraint satisfaction
20," Huazhong University of Science and Technology, Wuhan, China and Université de Picardie Jules Verne, Amiens, France"," Université de Picardie Jules Verne, Amiens, France",An efficient branch-and-bound algorithm based on MaxSAT for the maximum clique problem
21," Department of Computing Science, University of Alberta Edmonton, Alberta, Canada"," Department of Computing Science, University of Alberta Edmonton, Alberta, Canada",Understanding the success of perfect information monte carlo sampling in game tree search
22," Brown University, Providence, RI"," Ecole Polytechnique Federale de Lausanne, INR (Batiment IN), Lausanne, Switzerland",Filtering bounded knapsack constraints in expected sublinear time
23," Computer Science Department, University of Southern California, Los Angeles, CA"," School of Industrial and Systems Engineering, Georgia Institute of Technology, Atlanta, GA",Lazy theta*: any-angle path planning and path length analysis in 3D
24," School of Engineering and Computer Science, The Hebrew University, Jerusalem, Israel"," Information Systems Engineering, Ben-Gurion University, Be'er-Sheva, Israel",Search space reduction using swamp hierarchies
25," Cork Constraint Computation Centre, University College Cork, Cork, Ireland"," Institut für Informatik, Technische Universität München, Garching, Germany",Computing cost-optimal definitely discriminating tests
26," Department of Computer Science, The University of Texas at Austin"," Department of Computer Science, The University of Texas at Austin",Latent class models for algorithm portfolio methods
27," Computer Science Department, University of California, Los Angeles, CA"," Computer Science Department, University of California, Los Angeles, CA",Finding optimal solutions to cooperative pathfinding problems
28," Microsoft Research Ltd., Cambridge, UK"," Universita di Genova, Viale Causa, Genova, Italy",Collaborative expert portfolio management
29," Information Systems Engineering, Deutsche Telekom Laboratories, Ben Gurion University, Beer-Sheva, Israel"," Computing Science Department, University of Alberta, Edmonton, Alberta, Canada",Using lookaheads with optimal best-first search
