,first-author-affiliation,last-author-affiliation,title
15," College of Computer Science, Zhejiang University, China"," Department of Statistics and Department of EECS, University of California, Berkeley, CA",Multi-task sparse discriminant analysis (MtSDA) with overlapping categories
16," School of Electronic and Information Engineering, Dalian University of Technology, Dalian, P.R. China"," School of Electronic and Information Engineering, Dalian University of Technology, Dalian, P.R. China",Two-stage sparse representation for robust recognition on large-scale database
17," School of Electrical Engineering and Computer Science, Oregon State University, 1148 Kelley Engineering Center, Corvallis, OR"," School of Electrical Engineering and Computer Science, Oregon State University, 1148 Kelley Engineering Center, Corvallis, OR",Reinforcement learning via practice and critique advice
18," School of Computing Science, Simon Fraser University Vancouver-Burnaby, Canada"," School of Computing Science, Simon Fraser University Vancouver-Burnaby, Canada",Structure learning for markov logic networks with many descriptive attributes
19," Department of Computer Science, University of Illinois at Chicago"," The Media Laboratory, Massachusetts Institute of Technology",The genetic algorithm as a general diffusion model for social networks
20," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Cost-sensitive semi-supervised support vector machine
21," College of Computer Science, Zhejiang University, Hangzhou, Zhejiang, China"," College of Computer Science, Zhejiang University, Hangzhou, Zhejiang, China",Non-negative matrix factorization with constraints
22," State Key Lab of CAD&CG, College of Computer Science, Zhejiang University, China"," State Key Lab of CAD&CG, College of Computer Science, Zhejiang University, China",Gaussian mixture model with local consistency
23," School of Computer Engineering, Nanyang Technological University, Singapore"," Department of Information Engineering, The Chinese University of Hong Kong, Hong Kong, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, China",Constrained metric learning via distance gap maximization
24," Department of Computing, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong, China"," Department of Computing, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong, China",Multilinear maximum distance embedding via L1-norm optimization
25," Knowledge Discovery Laboratory, Department of Computer Science, University of Massachusetts Amherst"," Knowledge Discovery Laboratory, Department of Computer Science, University of Massachusetts Amherst",Learning causal models of relational domains
26," Department of Electrical and Computer Engineering, National University of Singapore, Singapore"," Department of Electrical and Computer Engineering, National University of Singapore, Singapore",Non-metric locality-sensitive hashing
27," Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"," Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL",A two-dimensional topic-aspect model for discovering multi-faceted topics
28," Tsinghua National Laboratory for Information Science and Technology(TNList), School of Software, Tsinghua University"," National Key Laboratory for Novel, Software Technology, Nanjing University",Non-I.I.D. multi-instance dimensionality reduction by learning a maximum bag margin subspace
29," Department of Statistics and Actuarial Science, University of Waterloo, Waterloo, Ontario, Canada"," Department of Statistics and Actuarial Science, University of Waterloo, Waterloo, Ontario, Canada",Conformal mapping by computationally efficient methods
