,first-author-affiliation,last-author-affiliation,title
0," State Key Laboratory of Intelligent Technology and Systems, Department of Computer Science and Technology, Tsinghua University, Beijing, China"," State Key Laboratory of Intelligent Techn. and Systems, Dept. of Computer Science and Technology, Tsinghua Univ., Beijing, China and Center of Quantum Computation and Intelligent Systems, Faculty of Eng. and Information Technology, Univ. of Technology, Sydney, NSW, Australia",Decidable fragments of first-order language under stable model semantics and circumscription
1," Intelligent Systems Program, University of Pittsburgh, Pittsburgh, PA"," Intelligent Systems Program, University of Pittsburgh, Pittsburgh, PA",Latent variable model for learning in pairwise markov networks
2," School of Electrical Engineering and Computer Science, Oregon State University"," Department of Physics, Portland State University",Myopic policies for budgeted optimization with constrained experiments
3," Microsoft Research, Redmond, WA"," University of Washington, Seattle, WA",Assisting users with clustering tasks by combining metric learning and classification
4," Stanford Center for Biomedical, Informatics Research, Stanford University, Stanford, CA"," University of Ljubljana, Faculty of Administration, Ljubljana, Slovenia",The induction and transfer of declarative bias
5," Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong"," Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong",Adaptive transfer learning
6," College of Computer Science, Zhejiang University, Hangzhou, China"," China Disabled Persons' Federation Information Center, Beijing, China",G-optimal design with laplacian regularization
7," State Key Laboratory on Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology (TNList), Department of Automation, Tsinghua University, Beijing, China"," State Key Laboratory on Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology (TNList), Department of Automation, Tsinghua University, Beijing, China",What if the irresponsible teachers are dominating? a method of training on samples and clustering on teachers
8," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",Learning spatial-temporal varying graphs with applications to climate data analysis
9," Dalle Molle Institute for Artificial Intelligence, Manno, Switzerland"," Rensselaer Polytechnic Institute, Troy, NY",Properties of bayesian dirichlet scores to learn bayesian network structures
10," Lockheed Martin Advanced Technology Laboratories, Artificial Intelligence Research Group, Cherry Hill, NJ"," Lockheed Martin Advanced Technology Laboratories, Artificial Intelligence Research Group, Cherry Hill, NJ",Interactive learning using manifold geometry
11," State Key Laboratory on Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology (TNList), Department of Automation, Tsinghua University, Beijing, China"," State Key Laboratory on Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology (TNList), Department of Automation, Tsinghua University, Beijing, China",Learning discriminative piecewise linear models with boundary points
12," School of Mathematical Sciences, Monash University, VIC, Australia and School of Computer Science and Engineering, Southeast University, Nanjing, China and National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Facial age estimation by learning from label distributions
13, Universität des Saarlandes, Friedrich-Schiller-Universität Jena,Exact algorithms and experiments for hierarchical tree clustering
14," Computer Science Department, SUNY at Binghamton, Binghamton, NY"," NEC Laboratories America, Inc., Cupertino, CA",A topic model for linked documents and update rules for its estimation
