,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
99,99,Jun-ichiro Hirayama,Male,Kyoto University,Aapo Hyvarinen,Male,University of Helsinki,Structural equations and divisive normalization for energy-dependent component analysis.
100,100,"Asela ""Zilla"" Gunawardana",Male,Microsoft Research,Puyang Xu,Male,Johns Hopkins University,A Model for Temporal Dependencies in Event Streams.
101,101,Mohammad Gheshlaghi Azar,Male,Radboud University of Nijmegen,Hilbert J Kappen,Male,Radboud University,Speedy Q-Learning.
102,102,Bo Chen,Male,Caltech,Pietro Perona,Male,California Institute of Technology,Predicting response time and error rates in visual search.
103,103,Shuai Huang,Male,Arizona State University,Eric Reiman,Male,Banner Alzheimer's Institute,Identifying Alzheimer's Disease-Related Brain Regions from Multi-Modality Neuroimaging Data using Sparse Composite Linear Discrimination Analysis.
104,104,Tom Walsh,Male,Sony AI,Clayton T Morrison,Male,University of Arizona,Blending Autonomous Exploration and Apprenticeship Learning.
105,105,Armen Allahverdyan,Male,Yerevan Physics Institute,Aram Galstyan,Male,USC Information Sciences Institute,Comparative Analysis of Viterbi Training and Maximum Likelihood Estimation for HMMs.
106,106,Elodie Vernet,Female,ENS Cachan,Mark Reid,Male,Apple,Composite Multiclass Losses.
107,107,Ryan G Gomes,Male,Caltech,Pietro Perona,Male,California Institute of Technology,Crowdclustering.
108,108,Wieland Brendel,Male,Champalimaud Neuroscience Programme,Christian Machens,Male,Fundacao Champalimaud PT507131827,Demixed Principal Component Analysis.
109,109,Alan Qi,Male,Purdue university,Feng Yan,Male,Facebook,EigenNet: A Bayesian hybrid of generative and conditional models for sparse learning.
110,110,Dylan A Simon,Male,New York University,Nathaniel D Daw,Male,New York University,Environmental statistics and the trade-off between model-based and TD learning in humans.
111,111,Jasmina Bogojeska,Female,Max-Planck Institute for Informatics,Jasmina Bogojeska,Female,Max-Planck Institute for Informatics,History distribution matching method for predicting effectiveness of HIV combination therapies.
112,112,Charles Kemp,Male,Carnegie Mellon University,Charles Kemp,Male,Carnegie Mellon University,Inductive reasoning about chimeric creatures.
113,113,Florian Stimberg,Male,TU Berlin,Andreas Ruttor,Male,TU Berlin,Inference in continuous time changepoint point models.
114,114,Kamiar Rahnama Rad,Male,Columbia University,Liam Paninski,Male,Columbia University,Information Rates and Optimal Decoding in Large Neural Populations.
115,115,Blake Shaw,Male,Foursquare,Tony Jebara,Male,Spotify,Learning a Distance Metric from a Network.
116,116,Angela Yao,Female,National University of Singapore,Raquel Urtasun,Female,University of Toronto,Learning Probabilistic Non-Linear Latent Variable Models for Tracking Complex Activities.
117,117,Christoph Lampert,Male,IST Austria,Christoph Lampert,Male,IST Austria,Maximum Margin Multi-Label Structured Prediction.
118,118,Jiarong Jiang,Female,Two Sigma Investments LP,Hal Daumé III,Male,Univ of Maryland / Microsoft Research,Message-Passing for Approximate MAP Inference with Latent Variables.
