,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science, KU Leuven, Heverlee, Belgium"," Department of Computer Science KU Leuven, Heverlee, Belgium",Grounded fixpoints
1," Worcester Polytechnic Institute, Worcester, MA"," Worcester Polytechnic Institute, Worcester, MA",Solving and explaining analogy questions using semantic networks
2," Universität Leipzig, Leipzig, Germany"," Universität Potsdam, Potsdam, Germany",asprin: customizing answer set preferences without a headache
3," Dept. Computing Science, University of Aberdeen, UK"," School of Computing and Engineering, University of Huddersfield, UK",Exploiting parallelism for hard problems in abstract argumentation
4," School of Computing Science, Simon Fraser University, Burnaby, B.C., Canada"," School of Information and Communication Technology, Griffith University, Brisbane, Australia",A syntax-independent approach to forgetting in disjunctive logic programs
5," Guangdong University of Foreign Studies, Guangzhou, China"," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China",Towards tractable and practical ABox abduction over inconsistent description logic ontologies
6," Department of Computing, Imperial College London, UK"," Department of Computing, Imperial College London, UK",On computing explanations in argumentation
7," TU Dortmund, Germany"," Alpen-Adria Universität Klagenfurt, Austria",Parallelized hitting set computation for model-based diagnosis
8," School of Computer Science and Technology, University of Science and Technology of China, Hefei 230027, China"," School of Software, Sun Yat-sen University, Guangzhou, China",Splitting a logic program revisited
9," School of Computer Science and Technology, University of Science and Technology of China, Hefei, China"," School of Software, Sun Yat-sen University, Guangzhou, China",On elementary loops and proper loops for disjunctive logic programs
10, University of Oxford, PUC Chile,XPath for DL ontologies
11," Department of Computer Science, University of Nebraska at Omaha, Omaha, NE"," Department of Computer Science, University of Kentucky, Lexington, KY",An abstract view on modularity in knowledge representation
12," Department of Computer Science, University of Kentucky, Lexington, KY"," Department of Computer Science, University of Kentucky, Lexington, KY",Learning partial lexicographic preference trees over combinatorial domains
13," Department of Computer Science, University of Oxford, UK"," Departamento de Ciencias e Ingeniería de la Computación, Universidad Nacional del Sur and CONICET, Argentina",From classical to consistent query answering under existential rules
14," School of Mathematics, Southwest Jiaotong University"," QCIS, Faculty of Engineering and IT, University of Technology Sydney",Belief revision with general epistemic states
15," Department of Computer Science, Oxford University, Oxford, United Kingdom"," Department of Computer Science, Oxford University, Oxford, United Kingdom",Incremental update of datalog materialisation: the backward/forward algorithm
16," Department of Computing, Imperial College London, London, UK"," Department of Computing, Imperial College London, London, UK",Logic programming in assumption-based argumentation revisited — semantics and graphical representation
17," IBM Research - Ireland Damastown Industrial Estate, Dublin, Ireland"," IBM Research - Ireland Damastown Industrial Estate, Dublin, Ireland",Minimizing user involvement for accurate ontology matching problems
18," Knowledge-Based Systems Group, RWTH Aachen University"," Knowledge-Based Systems Group, RWTH Aachen University",Projection in the epistemic situation calculus with belief conditionals
19," Transdisciplinary Research Integration Center, National Institute of Informatics, Tokyo, Japan"," CRIL - CNRS, Université d'Artois, Lens, France",Belief revision games
20," Alpen-Adria University, Klagenfurt, Austria"," Alpen-Adria University, Klagenfurt, Austria",Interactive query-based debugging of ASP programs
21," Computer Science Department, New Mexico State University"," Department of Computer Science and Engineering, Arizona State University",Exploring the KD45n property of a kripke model after the execution of an action sequence
22," Department of Computer Science, University of Oxford, Oxford, UK"," Department of Computer Science, University of Oxford, Oxford, UK",Answering conjunctive queries over EL knowledge bases with transitive and reflexive roles
23," Ben Gurion University of the Negev, Be'er Sheva, Israel"," Palo Alto Research Center, Palo Alto, CA",How many diagnoses do we need?
24," Computer Science Institute, Leipzig University, Germany"," Computer Science Institute, Leipzig University, Germany",The relative expressiveness of abstract argumentation and logic programming
25," Centre for Autonomous Systems, KTH Royal Institute of Technology, Sweden"," Intelligent Robotics Lab, School of Computer Science, University of Birmingham, United Kingdom",A comparison of qualitative and metric spatial relation models for scene understanding
26," Computer Science Department, University of California, Los Angeles"," Computer Science Department, University of California, Los Angeles",On the role of canonicity in knowledge compilation
27," Department of Computer Science, Guizhou University, China"," School of Information and Communication Technology, Griffith University, Australia",Knowledge forgetting in circumscription: a preliminary report
28," School of Information and Communication Technology, Griffith University, Australia"," School of Computer Science and Engineering, Southeast University, China and State Key Lab for Novel Software Technology, Nanjing University, Nanjing, China",Instance-driven ontology evolution in DL-lite
29," College of Computer Science, Zhejiang University, China"," College of Computer Science, Zhejiang University, China",Structured embedding via pairwise relations and long-range interactions in knowledge base
