,first-author-affiliation,last-author-affiliation,title
0," School of EE & CS, Peking University, Beijing, China"," School of EE & CS, Peking University, Beijing, China",Swiss-system based cascade ranking for gait-based person re-identification
1," School of Computer Science, Carnegie Mellon University"," School of Computer Science, Carnegie Mellon University",An SVD and derivative kernel approach to learning from geometric data
2," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",Mining user interests from personal photos
3," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",Integrating image clustering and codebook learning
4," National Engineering Laboratory for Video Technology, Key Laboratory of Machine Perception, School of EECS, Peking University, Beijing, China"," National Engineering Laboratory for Video Technology, Key Laboratory of Machine Perception, School of EECS, Peking University, Beijing, China",Stable feature selection from brain sMRI
5, School of Computer Science Beijing Institute of Tech., School of Computer Science Beijing Institute of Tech.,Forecasting collector road speeds under high percentage of missing data
6," Key Lab. of Machine Perception (Ministry of Education), Peking University, Beijing, China"," Key Lab. of Machine Perception (Ministry of Education), Peking University, Beijing, China",Large-margin multi-label causal feature learning
7," School of Computer Science and Technology University of Science and Technology of China, Hefei, Anhui, China"," School of Computer Science and Technology University of Science and Technology of China, Hefei, Anhui, China",Exploiting task-feature co-clusters in multi-task learning
8," School of Computer Science and Technology, University of Science and Technology of China"," School of Computer Science and Technology, University of Science and Technology of China",Temporally adaptive restricted Boltzmann machine for background modeling
9," Software Engineering Institute, East China Normal University, Shanghai, China and IBM Research - China, Shanghai, China and Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China"," Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China",On machine learning towards predictive sales pipeline analytics
10," School of Computer Science and Technology, Jilin University, Changchun, China and Key Laboratory of Symbolic Computation and Knowledge Engineering of Ministry of Education, China"," School of Computer Science and Technology, Jilin University, Changchun, China and Key Laboratory of Symbolic Computation and Knowledge Engineering of Ministry of Education, China",Bayesian approach to modeling and detecting communities in signed network
11," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong",Colorization by patch-based local low-rank matrix completion
12," Department of Computer Science, Purdue University", Eli Lilly and Company,Sparse Bayesian multiview learning for simultaneous association discovery and diagnosis of Alzheimer's disease
13," Department of Computer Science and Engineering, University of Texas at Arlington, TX"," Department of Computer Science and Engineering, University of Texas at Arlington, TX",A closed form solution to multi-view low-rank regression
14," School of Computer Science and Technology, University of Science and Technology of China, Hefei, China"," School of Computer Science and Technology, University of Science and Technology of China, Hefei, China",A nonconvex relaxation approach for rank minimization problems
15," The University of Edinburgh, Edinburgh, United Kingdom"," Edinburgh, United Kingdom",An empirical study on the practical impact of prior beliefs over policy types
16," CSAIL, MIT Cambridge, MA"," Informatics Institute, University of Amsterdam, Dept. of CS, University of Liverpool",Scalable planning and learning for multiagent POMDPs
17," School of Engineering and Applied Sciences, Harvard University"," Department of Information Systems Engineering, Ben Gurion University of the Negev",Multi-agent pathfinding as a combinatorial auction
18," Kiva Systems, North Reading, MA"," Dept. of Computer Science, The Univ. of Texas at Austin, Austin, TX",Cooperating with unknown teammates in complex domains: a robot soccer case study of ad hoc teamwork
19," Department of EECS, University of Central Florida, Orlando, FL"," Department of EECS, University of Central Florida, Orlando, FL",Cognitive social learners: an architecture for modeling normative behavior
20," IBM Research, Dublin, Ireland"," Faculty of Mathematics and Physics, Charles University Prague, Praha 1",Multi-agent path finding on strongly biconnected digraphs
21," Free University of Bozen-Bolzano, Bolzano, Italy"," University of Genova, Genova, Italy",Verification of relational multiagent systems with data types
22," Imperial College London, UK"," Università degli Studi di Napoli Federico II, Italy",Verifying and synthesising multi-agent systems against one-goal strategy logic specifications
23," TU Berlin, Berlin, Germany"," TU Berlin, Berlin, Germany",Elections with few voters: candidate control can be easy
24," Lancaster University, Lancaster, United Kingdom"," North Carolina State University, Raleigh, NC",Cupid: commitments in relational algebra
25," School of Computer Engineering, Nanyang Technological University, Singapore"," School of Computer Engineering, Nanyang Technological University, Singapore",Automated analysis of commitment protocols using probabilistic model checking
26," University of Nebraska-Lincoln Lincoln, NE"," Instituto de Informatica, UFRGS, P. Alegre, RS, Brazil",Fast convention formation in dynamic networks using topological knowledge
27," National Institute of Informatics JST, ERATO, Kawarabayashi Large Graph Project"," National Institute of Informatics, and Preferred Infrastructure, Inc.",Distributed multiplicative weights methods for DCOP
28," Department of Computing, Imperial College London, UK"," Department of Computing, Imperial College London, UK",A counter abstraction technique for the verification of robot swarms
29," Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, P.R. China"," Microsoft Research, Beijing, P.R.China",Generalization analysis for game-theoretic machine learning
