,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science, The University of Texas at Austin, Austin, TX"," Department of Computer Science, The University of Texas at Austin, Austin, TX",SCRAM: scalable collision-avoiding role assignment with minimal-makespan for formational positioning
1, Harvard University, Harvard University,Plurality voting under uncertainty
2," Department of Computer Science and Engineering, University of Minnesota, Minneapolis, MN"," Department of Computer Science and Engineering, University of Minnesota, Minneapolis, MN",Multi-robot auctions for allocation of tasks with temporal constraints
3," Department of Computer Science, University of Liverpool, Liverpool, UK"," Department of Computer Science, University of Liverpool, Liverpool, UK",Distributing coalition value calculations to coalition members
4," University of Warsaw, Poland"," AGH University, Poland",Fully proportional representation with approval ballots: approximating the maxcover problem with bounded frequencies in FPT time
5," University of Warsaw, Poland"," Universite Paris-Dauphine, France",Finding a collective set of items: from proportional multirepresentation to group recommendation
6," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," Department of Computing Science, University of Alberta, Edmonton, Canada",Solving games with functional regret estimation
7," The University of Liverpool, Liverpool, United Kingdom"," Preferred Infrastructure, Inc., Bunkyo-ku, Tokyo, Japan",Learning word representations from relational graphs
8," Key Laboratory of Computational Linguistics, Peking University, MOE, China"," Microsoft Research, Beijing, China",Ranking with recursive neural networks and its application to multi-document summarization
9, IBM T. J. Watson Research Center & Stony Brook University," Computer Science & Engineering, University of Washington",Refer-to-as relations as semantic knowledge
10," Department of EECS, University of Michigan, Ann Arbor, MI"," Department of EECS & School of Information, University of Michigan, Ann Arbor, MI",Surveyor: a system for generating coherent survey articles for scientific topics
11," Computer Science Department, University of Colorado"," Computer Science Department, University of Colorado",Automatically creating a large number of new bilingual dictionaries
12," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China"," Samsung R&D Institute of China, Beijing, China",Learning entity and relation embeddings for knowledge graph completion
13," Computer Science and Engineering, Pennsylvania State University, University Park, PA"," Information Sciences and Technology, Pennsylvania State University, University Park, PA",Sense-aware semantic analysis: a multi-prototype word representation model using Wikipedia
14," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China"," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China and Jiangsu Collaborative Innovation Center for Language Competence, Jiangsu, China",Phrase type sensitive tensor indexing model for semantic composition
15," University of Sheffield, Sheffield, United Kingdom"," University of Melbourne, Melbourne, Australia",Predicting peer-to-peer loan rates using bayesian non-linear regression
16," Key Laboratory of Computational Linguistics, Peking University, MOE, China"," Computer Science Department, Rensselaer Polytechnic Institute",A novel neural topic model and its supervised extension
17," Samsung Electronics Co., Ltd., Suwon, South Korea"," Stanford University, California",Unsupervised word sense Disambiguation using Markov Random Field and Dependency Parser
18," School of Computer Science, Leshan Normal University, Leshan, China"," Department of Informatics, University of Sussex, Brighton, UK",Dataless text classification with descriptive LDA
19," Department of Computing, Macquarie University, Sydney, NSW, Australia"," Department of Computing, Macquarie University, Sydney, NSW, Australia",Topic segmentation with an ordering-based topic model
20," Dept. of Civil Engineering and Computer Science Engineering, University of Roma, Tor Vergata, Italy"," Dept. of Enterprise Engineering, University of Roma, Tor Vergata, Italy",A stratified strategy for efficient Kernel-based learning
21," Department of Computer Science, University of Texas at Austin"," School of Computer Science, Carnegie Mellon University",Weakly-supervised grammar-informed bayesian CCG parser learning
22," Language Technologies Institute, Carnegie Mellon University, Pittsburgh, PA"," Meaningful Machines, LLC",Unsupervised phrasal near-synonym generation from text corpora
23," College of Computing, Georgia Institute of Technology, Atlanta, GA"," College of Computing, Georgia Institute of Technology, Atlanta, GA",Local context sparse coding
24," National Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences, China"," National Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences, China",Recurrent convolutional neural networks for text classification
25," Alpage Project-team, INRIA & Univ. Paris Diderot, Sorbonne Paris Cité, Paris"," Magnet Team, INRIA Lille - Nord Europe, Avenue Heloïse, Villeneuve d'Ascq",Joint anaphoricity detection and coreference resolution with constrained latent structures
26," University of Pennsylvania, Philadelphia, PA"," University of Pennsylvania, Philadelphia, PA",Fast and accurate prediction of sentence specificity
27,,,Learning to mediate perceptual differences in situated human-robot dialogue
28," State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Computer Science and Technology, Tsinghua University, Beijing, China"," Jiangsu Collaborative Innovation Center for Language Competence, Jiangsu, China",Contrastive unsupervised word alignment with non-local features
29, Carnegie Mellon University, Pittsburgh Supercomputing Center,Never-ending learning
