,first-author-affiliation,last-author-affiliation,title
0," Language Technologies Institute, Carnegie Mellon University, Pittsburgh, PA"," Language Technologies Institute, Carnegie Mellon University, Pittsburgh, PA",The utility of text: the case of amicus briefs and the supreme court
1," Columbia University, IEOR Department, New York, NY"," Columbia University, IEOR Department New York, NY",A family of latent variable convex relaxations for IBM model 2
2," Center for Language and Speech Processing, Johns Hopkins University, Baltimore MD"," Center for Language and Speech Processing, Johns Hopkins University, Baltimore MD",Online bayesian models for personal analytics in social media
3," Tsinghua National Laboratory for Information Science and Technology, Department of Electronic Engineering, Tsinghua University, Beijing, China"," Tsinghua National Laboratory for Information Science and Technology, Department of Electronic Engineering, Tsinghua University, Beijing, China",Microblog sentiment classification with contextual knowledge regularization
4," School of Electrical Engineering and Computer Science, Oregon State University"," School of Electrical Engineering and Computer Science, Oregon State University",Learning greedy policies for the easy-first framework
5," Dept. of Computer Science, SUNY at Buffalo"," Department of EECS, University of Michagan",Jointly modeling deep video and compositional text to bridge vision and language in a unified framework
6, The University of Hong Kong, The University of Hong Kong,Ordering-sensitive and semantic-aware topic modeling
7," Computational Linguistics and Information Processing (CLIP) Lab, Institute for Advanced Computer Studies, University of Maryland"," Computational Linguistics and Information Processing (CLIP) Lab, Institute for Advanced Computer Studies, University of Maryland",Target-dependent churn classification in microblogs
8," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX"," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX",Chinese common noun phrase resolution: an unsupervised probabilistic model rivaling supervised resolvers
9," Department of Computer Science, University of Colorado at Boulder"," Department of Linguistics, University of Colorado at Boulder",English light verb construction identification using lexical knowledge
10," University of Texas at Austin, Austin TX"," University of Texas at Austin, Austin TX",Gazetteer-independent toponym resolution using geographic word profiles
11," Research Center for Social Computing and Information Retrieval, Harbin Institute of Technology, China"," University of Montreal, Canada",Mining user consumption intention from social media using domain adaptive convolutional neural network
12," National Institute of Information and Communications Technology, Kyoto, Japan"," National Institute of Information and Communications Technology, Kyoto, Japan",Generating event causality hypotheses through semantic relations
13," Information Sciences and Technology, The Pennsylvania State University, University Park, PA"," Information Sciences and Technology, The Pennsylvania State University, University Park, PA and Computer Sciences and Engineering, The Pennsylvania State University, University Park, PA",A neural probabilistic model for context based citation recommendation
14," Department of Computer Science, University of Illinois at Chicago, IL"," Department of Computer Science, University of Illinois at Chicago, IL",Extracting verb expressions implying negative opinions
15," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China"," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China and Jiangsu Collaborative Innovation Center for Language Competence, Jiangsu, China",Topical word embeddings
16," CRP Henri Tudor, Luxembourg"," CRP Henri Tudor, Luxembourg",Towards knowledge-driven annotation
17," University of Utah, Salt Lake City, Utah"," IBM Research Almaden, San Jose, California",Semantic lexicon induction from twitter with pattern relatedness and flexible term length
18," Singapore University of Technology and Design, Singapore"," Singapore University of Technology and Design, Singapore",Word segmentation for chinese novels
19," Center for Language Technology, University of Copenhagen, Denmark"," Center for Language Technology, University of Copenhagen, Denmark",Using frame semantics for knowledge extraction from twitter
20," Institute of Computer Science and Technology, Peking University, Beijing, China and The MOE Key Laboratory of Computational Linguistics, Peking University, Beijing, China"," Institute of Computer Science and Technology, Peking University, Beijing, China and The MOE Key Laboratory of Computational Linguistics, Peking University, Beijing, China",Learning to recommend quotes for writing
21," Information Retrieval Lab, Department of Computer Science, Georgetown University"," Information Retrieval Lab, Department of Computer Science, Georgetown University",Extracting adverse drug reactions from social media
22," School of Computer Science and Engineering, Southeast University, China"," School of Engineering and Applied Science, Aston University, UK","An unsupervised framework of exploring events on twitter: filtering, extraction and categorization"
23, University of Waterloo, University of Waterloo,A probabilistic covariate shift assumption for domain adaptation
24," Computer, Electrical and Mathematical Sciences & Engineering Division, King Abdullah University of Science & Technology (KAUST), Thuwal, Saudi Arabia"," Computer, Electrical and Mathematical Sciences & Engineering Division, King Abdullah University of Science & Technology (KAUST), Thuwal, Saudi Arabia",Efficient active learning of halfspaces via query synthesis
25," University of Pennsylvania, Philadelphia, PA"," IBM Research, Yorktown Heights, NY",Budgeted prediction with expert advice
26," Department of Computer and Information Science, Linköping University, Linköping, Sweden"," Department of Computer and Information Science, Linköping University, Linköping, Sweden",Model-based reinforcement learning in continuous environments using real-time constrained optimization
27, Univ. of Pennsylvania, Washington State Univ.,Unsupervised cross-domain transfer in policy gradient reinforcement learning via manifold alignment
28," School of Computer Science, University of Massachusetts, Amherst, MA"," Department of Astronomy, Mount Holyoke College, South Hadley, MA",Aligning mixed manifolds
29," Advanced Analytics Institute, University of Technology, Sydney"," Advanced Analytics Institute, University of Technology, Sydney",Deep modeling complex couplings within financial markets
