,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
0,2017,Sebastian Stein 0001,"University of Southampton, UK",Nicholas R. Jennings,"University of Southampton, UK",SocInf@IJCAI,Heuristic Algorithms for Influence Maximization in Partially Observable Social Networks.,6,http://ceur-ws.org/Vol-1893/Paper3.pdf,https://dblp.org/rec/conf/ijcai/0001EMTBJ17
1,2017,Teresa Alsinet,nan,Cristian Sanahuja,nan,SocInf@IJCAI,A Distributed Approach for the Analysis of Discussions in Twitter.,6,http://ceur-ws.org/Vol-1893/Paper5.pdf,https://dblp.org/rec/conf/ijcai/AlsinetABPCS17
2,2017,Da Qi Ren,"Huawei, Futurewei Technologies, Inc.,  Santa Clara, CA, USA",Zhenya Li,nan,SocInf@IJCAI,A Preliminary Approach for Modeling the Energy Efficiency for K-Means Clustering Applications in Data Centers.,3,http://ceur-ws.org/Vol-1893/Paper6.pdf,https://dblp.org/rec/conf/ijcai/RenWL17
3,2017,Yuan Wang,nan,Zhen Xiao,nan,SocInf@IJCAI,Identifying Influential Users' Professions via the Microblogs They Forward.,3,http://ceur-ws.org/Vol-1893/Paper4.pdf,https://dblp.org/rec/conf/ijcai/WangMX17
4,2017,Bryan Wilder,nan,Milind Tambe,University of Southern California,SocInf@IJCAI,Influence Maximization with an Unknown Network by Exploiting Community Structure.,4,http://ceur-ws.org/Vol-1893/Paper1.pdf,https://dblp.org/rec/conf/ijcai/WilderIRT17
5,2017,Amulya Yadav,"IIT Patna, India",Venil Loyd Noronha,nan,SocInf@IJCAI,Explanation Systems for Influence Maximization Algorithms.,6,http://ceur-ws.org/Vol-1893/Paper2.pdf,https://dblp.org/rec/conf/ijcai/YadavRKVTN17
6,2017,Marcelo Gabriel Armentano,"ISISTAN (CONICET-UNCPBA), Campus Universitario, Tandil, Argentina",Virginia Yannibelli,nan,SocInf@IJCAI,"Proceedings of the 3rd International Workshop on Social Influence Analysis co-located with 26th International Joint Conference on Artificial Intelligence (IJCAI 2017), Melbourne, Australia, August 19, 2017.",3,http://ceur-ws.org/Vol-1893,https://dblp.org/rec/conf/ijcai/2017socinf
7,2017,Darcy Allen,nan,Jason Potts,nan,LINKDEM@IJCAI,The Economics of Crypto-democracy.,4,http://ceur-ws.org/Vol-1897/paper5.pdf,https://dblp.org/rec/conf/ijcai/AllenBLP17
8,2017,Rachelle Bosua,nan,Jeb Webb,nan,LINKDEM@IJCAI,Intelligent Warning Systems - 'Nudges' as a Form of User Control for Internet of Things Data Collection and Use.,4,http://ceur-ws.org/Vol-1897/paper7.pdf,https://dblp.org/rec/conf/ijcai/BosuaCRW17
9,2017,Sean Golz,nan,Sean Golz,nan,LINKDEM@IJCAI,Linked Democracy 3.0 - Global Machine Translated Legislation in the Age of AI.,1,http://ceur-ws.org/Vol-1897/paper8.pdf,https://dblp.org/rec/conf/ijcai/Golz17
10,2017,Patrick Keyzer,nan,Patrick Keyzer,nan,LINKDEM@IJCAI,Open Rights or Secret Risk Assessments? New Challenges for Public Law in an Age of Artificial Intelligence and the Law.,1,http://ceur-ws.org/Vol-1897/keynote.pdf,https://dblp.org/rec/conf/ijcai/Keyzer17
11,2017,Guilherme Krzisch,nan,Felipe Meneguzzi,nan,LINKDEM@IJCAI,Bounded-Monitor Placement in Normative Environments.,3,http://ceur-ws.org/Vol-1897/paper2.pdf,https://dblp.org/rec/conf/ijcai/KrzischeOM17
12,2017,Liam Lander,nan,Nichola Cooper,nan,LINKDEM@IJCAI,Promoting Public Deliberation in Low Trust Environments - Australian Use Cases.,2,http://ceur-ws.org/Vol-1897/paper6.pdf,https://dblp.org/rec/conf/ijcai/LanderC17
13,2017,Wolfgang Mayer,nan,Louis de Koker,nan,LINKDEM@IJCAI,Towards a Linked Information Architecture for Integrated Law Enforcement.,4,http://ceur-ws.org/Vol-1897/paper1.pdf,https://dblp.org/rec/conf/ijcai/MayerSCK17
14,2017,Marta Poblet,"RMIT University, Melbourne, Australia",Enric Plaza,"Spanish National Research Council, CSIC, Spain",LINKDEM@IJCAI,"Democracy Models and Civic Technologies - Tensions, Trilemmas, and Trade-offs.",2,http://ceur-ws.org/Vol-1897/paper4.pdf,https://dblp.org/rec/conf/ijcai/PobletP17
15,2017,Hao Yan,nan,Sanmay Das,nan,LINKDEM@IJCAI,The Perils of Classifying Political Orientation From Text.,3,http://ceur-ws.org/Vol-1897/paper3.pdf,https://dblp.org/rec/conf/ijcai/YanLD17
16,2017,Sue Ann Yap,nan,Sue Ann Yap,nan,LINKDEM@IJCAI,Equal Access to Online Legal Information through Democratisation of Technology - A Myth?,1,http://ceur-ws.org/Vol-1897/paper9.pdf,https://dblp.org/rec/conf/ijcai/Yap17
