,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
0,2016,Shivani Agarwal 0001,"University of Pennsylvania, USA",Shivani Agarwal 0001,"University of Pennsylvania, USA",IJCAI,On Ranking and Choice Models.,1,http://www.ijcai.org/Abstract/16/598,https://dblp.org/rec/conf/ijcai/000116
1,2016,Chang Wang 0001,IBM,James Fan,nan,IJCAI,Building Joint Spaces for Relation Extraction.,3,http://www.ijcai.org/Abstract/16/417,https://dblp.org/rec/conf/ijcai/0001CF16
2,2016,Thomas Keller 0001,"University of Basel, Switzerland",Robert Mattmüller,nan,IJCAI,State-Dependent Cost Partitionings for Cartesian Abstractions in Classical Planning.,5,http://www.ijcai.org/Abstract/16/448,https://dblp.org/rec/conf/ijcai/0001PSGM16
3,2016,Liron Cohen 0002,"University of Southern California, USA",Sven Koenig,nan,IJCAI,Bounded Suboptimal Multi-Agent Path Finding Using Highways.,2,http://www.ijcai.org/Abstract/16/563,https://dblp.org/rec/conf/ijcai/0002K16
4,2016,Liron Cohen 0002,"University of Southern California, USA",Sven Koenig,nan,IJCAI,Improved Solvers for Bounded-Suboptimal Multi-Agent Path Finding.,6,http://www.ijcai.org/Abstract/16/435,https://dblp.org/rec/conf/ijcai/0002UKXAK16
5,2016,Shuai Zheng 0004,"Hong Kong University of Science and Technology, Department of Computer Science and Engineering",James T. Kwok,Hong Kong University of Science and Technology,IJCAI,Fast-and-Light Stochastic ADMM.,2,http://www.ijcai.org/Abstract/16/343,https://dblp.org/rec/conf/ijcai/0004K16
6,2016,Han Xiao 0005,"Tsinghua University, Beijing, China",Xiaoyan Zhu 0001,"Tsinghua University, Institute for Artificial Intelligence, State Key Lab of Intelligent Technology and Systems, Beijing, China",IJCAI,From One Point to a Manifold - Knowledge Graph Embedding for Precise Link Prediction.,3,http://www.ijcai.org/Abstract/16/190,https://dblp.org/rec/conf/ijcai/0005HZ16
7,2016,Zheng Wang 0007,"National Institute of Informatics, Tokyo, Japan",Jinqiao Wang,王金桥,IJCAI,Scale-Adaptive Low-Resolution Person Re-Identification via Learning a Discriminating Surface.,6,http://www.ijcai.org/Abstract/16/379,https://dblp.org/rec/conf/ijcai/0007HYJLW16
8,2016,Irman Abdic,nan,Björn W. Schuller,"Imperial College London, GLAM, UK",IJCAI,Driver Frustration Detection from Audio and Video in the Wild.,6,http://www.ijcai.org/Abstract/16/195,https://dblp.org/rec/conf/ijcai/AbdicFMMRS16
9,2016,Andrés Abeliuk,nan,Toby Walsh,"University of New South Wales, Sydney, Australia",IJCAI,Interdependent Scheduling Games.,10,http://www.ijcai.org/Abstract/16/008,https://dblp.org/rec/conf/ijcai/AbeliukABGKMPSH16
10,2016,Andrés Abeliuk,nan,Pascal Van Hentenryck,"Brown University, Providence, USA",IJCAI,Asymptotic Optimality of Myopic Optimization in Trial-Offer Markets with Social Influence.,4,http://www.ijcai.org/Abstract/16/350,https://dblp.org/rec/conf/ijcai/AbeliukBMH16
11,2016,Steven Adriaensen,nan,Ann Nowé,"Vrije Universiteit Brussel, Artificial Intelligence Lab, Belgium",IJCAI,Towards a White Box Approach to Automated Algorithm Design.,2,http://www.ijcai.org/Abstract/16/085,https://dblp.org/rec/conf/ijcai/AdriaensenN16
12,2016,Pritee Agrawal,nan,William Yeoh 0001,"Washington University in St. Louis, USA",IJCAI,Scalable Greedy Algorithms for Task/Resource Constrained Multi-Agent Stochastic Planning.,3,http://www.ijcai.org/Abstract/16/009,https://dblp.org/rec/conf/ijcai/AgrawalV016
13,2016,Javier Segovia Aguas,nan,Anders Jonsson,nan,IJCAI,Hierarchical Finite State Controllers for Generalized Planning.,3,http://www.ijcai.org/Abstract/16/458,https://dblp.org/rec/conf/ijcai/AguasCJ16
14,2016,Zaheen Farraz Ahmad,nan,Michael Bowling,"Department of Computing Science, University of Alberta",IJCAI,Action Selection for Hammer Shots in Curling.,3,http://www.ijcai.org/Abstract/16/086,https://dblp.org/rec/conf/ijcai/AhmadHB16
15,2016,Shqiponja Ahmetaj,nan,Mantas Simkus,nan,IJCAI,Polynomial Datalog Rewritings for Expressive Description Logics with Closed Predicates.,3,http://www.ijcai.org/Abstract/16/129,https://dblp.org/rec/conf/ijcai/AhmetajOS16
16,2016,Nirav Ajmeri,"University of Bristol, UK",Munindar P. Singh,"North Carolina State University, Raleigh, NC, USA",IJCAI,Coco - Runtime Reasoning about Conflicting Commitments.,5,http://www.ijcai.org/Abstract/16/010,https://dblp.org/rec/conf/ijcai/AjmeriJCDS16
17,2016,Eisa Alanazi,nan,Sandra Zilles,"University of Regina, Canada",IJCAI,The Complexity of Learning Acyclic CP-Nets.,3,http://www.ijcai.org/Abstract/16/196,https://dblp.org/rec/conf/ijcai/AlanaziMZ16
18,2016,Zohreh Alavi,nan,Zohreh Alavi,nan,IJCAI,Rational-Based Visual Planning Monitors.,1,http://www.ijcai.org/Abstract/16/558,https://dblp.org/rec/conf/ijcai/Alavi16
19,2016,Natasha Alechina,"University of Utrecht, The Netherlands",Brian Logan,nan,IJCAI,Verifying Existence of Resource-Bounded Coalition Uniform Strategies.,3,http://www.ijcai.org/Abstract/16/011,https://dblp.org/rec/conf/ijcai/AlechinaDL16
20,2016,Martin Aleksandrov,nan,Martin Aleksandrov,nan,IJCAI,Online Fair Division Redux.,1,http://www.ijcai.org/Abstract/16/559,https://dblp.org/rec/conf/ijcai/Aleksandrov16
21,2016,Ron Alford,nan,David W. Aha,nan,IJCAI,Hierarchical Planning - Relating Task and Goal Decomposition with Task Sharing.,5,http://www.ijcai.org/Abstract/16/429,https://dblp.org/rec/conf/ijcai/AlfordSRFA16
22,2016,Cesare Alippi,nan,Manuel Roveri,nan,IJCAI,Change Detection in Multivariate Datastreams - Likelihood and Detectability Loss.,4,http://www.ijcai.org/Abstract/16/197,https://dblp.org/rec/conf/ijcai/AlippiBCR16
23,2016,Mario Alviano,nan,Carmine Dodaro,nan,IJCAI,Completion of Disjunctive Logic Programs.,2,http://www.ijcai.org/Abstract/16/130,https://dblp.org/rec/conf/ijcai/AlvianoD16
24,2016,Mario Alviano,nan,Martin Gebser,"University of Klagenfurt, Department of Applied Informatics, Austria",IJCAI,From Non-Convex Aggregates to Monotone Aggregates in ASP.,3,http://www.ijcai.org/Abstract/16/610,https://dblp.org/rec/conf/ijcai/AlvianoFG16
25,2016,Mario Alviano,nan,Nicola Leone,"TU Wien, Vienna, Austria",IJCAI,On the Properties of GZ-Aggregates in Answer Set Programming.,2,http://www.ijcai.org/Abstract/16/611,https://dblp.org/rec/conf/ijcai/AlvianoL16
26,2016,Georgios Amanatidis,"University of Essex, UK",Evangelos Markakis,"Department of Informatics, Athens University of Economics and Business",IJCAI,On Truthful Mechanisms for Maximin Share Allocations.,3,http://www.ijcai.org/Abstract/16/012,https://dblp.org/rec/conf/ijcai/AmanatidisBM16
27,2016,Antoine Amarilli,"Télécom Paris, France",Michael Vanden Boom,nan,IJCAI,Query Answering with Transitive and Linear-Ordered Data.,4,http://www.ijcai.org/Abstract/16/131,https://dblp.org/rec/conf/ijcai/AmarilliBBB16
28,2016,Giovanni Amendola,nan,Pierfrancesco Veltri,"University of Calabria, DeMaCS, Rende, Italy",IJCAI,Modeling and Reasoning about NTU Games via Answer Set Programming.,4,http://www.ijcai.org/Abstract/16/013,https://dblp.org/rec/conf/ijcai/AmendolaGLV16
29,2016,Leila Amgoud,"IRIT, Toulouse, France",Jonathan Ben-Naim,nan,IJCAI,Evaluation of Arguments from Support Relations - Axioms and Semantics.,2,http://www.ijcai.org/Abstract/16/132,https://dblp.org/rec/conf/ijcai/AmgoudB16
30,2016,Ofra Amir,nan,Krzysztof Z. Gajos,"Harvard University, Cambridge, MA, USA",IJCAI,Mutual Influence Potential Networks - Enabling Information Sharing in Loosely-Coupled Extended-Duration Teamwork.,3,http://www.ijcai.org/Abstract/16/118,https://dblp.org/rec/conf/ijcai/AmirGG16
31,2016,Ofra Amir,nan,Barbara J. Grosz,"Harvard University, Cambridge, USA",IJCAI,Interactive Teaching Strategies for Agent Training.,4,http://www.ijcai.org/Abstract/16/119,https://dblp.org/rec/conf/ijcai/AmirKKG16
32,2016,Ankit Anand,nan,Ankit Anand,nan,IJCAI,Lifting Techniques for Sequential Decision Making and Probabilistic Inference (Extended Abstract).,1,http://www.ijcai.org/Abstract/16/560,https://dblp.org/rec/conf/ijcai/Anand16
