,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
0,2013,Chang Wang 0001,IBM,Sridhar Mahadevan,"University of Massachusetts Amherst, USA",IJCAI,Manifold Alignment Preserving Global Geometry.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6841,https://dblp.org/rec/conf/ijcai/0001M13
1,2013,Ricardo Ribeiro 0001,"Instituto Universitário de Lisboa (ISCTE-IUL), Portugal",David Martins de Matos,nan,IJCAI,Revisiting Centrality-as-Relevance - Support Sets and Similarity as Geometric Proximity - Extended abstract.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6825,https://dblp.org/rec/conf/ijcai/0001M13a
2,2013,Andrea Moro 0001,"Sapienza University of Rome, Department of Computer Science",Roberto Navigli,"Sapienza University of Rome, Italy",IJCAI,Integrating Syntactic and Semantic Analysis into the Open Information Extraction Paradigm.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6837,https://dblp.org/rec/conf/ijcai/0001N13
3,2013,Bo Yang 0002,"Jilin University, College of Computer Science and Technology, Key Laboratory of Symbolic Computation and Knowledge Engineering, Changchun, China",Jiming Liu 0001,"Hong Kong Baptist University, Department of Computer Science, Hong Kong",IJCAI,Social Collaborative Filtering by Trust.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6750,https://dblp.org/rec/conf/ijcai/0002LLL13
4,2013,Jun Li 0010,"University of Technology Sydney, Centre for Quantum Computation and Intelligent Systems / Faculty of Engineering and Information Technology, Ultimo, NSW, Australia",Dacheng Tao,"University of Sydney, UBTECH Sydney Artificial Intelligence Centre, Darlington, Australia",IJCAI,A Bayesian Factorised Covariance Model for Image Analysis.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6552,https://dblp.org/rec/conf/ijcai/0010T13
5,2013,Ehsan Abbasnejad,nan,Ehsan Abbasnejad,nan,IJCAI,Decision-Theoretic Approximations for Machine Learning.,1,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6892,https://dblp.org/rec/conf/ijcai/Abbasnejad13
6,2013,Ehsan Abbasnejad,nan,Pascal Poupart,"University of Waterloo, ON, Canada",IJCAI,Learning Community-Based Preferences via Dirichlet Process Mixtures of Gaussian Processes.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6766,https://dblp.org/rec/conf/ijcai/AbbasnejadSBP13
7,2013,Fabian Abel,XING AG,Ke Tao,nan,IJCAI,Twitter-Based User Modeling for News Recommendations.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6683,https://dblp.org/rec/conf/ijcai/AbelGHT13
8,2013,Samson Abramsky,"University of Oxford, UK",Phokion G. Kolaitis,"University of California, Santa Cruz, USA",IJCAI,Robust Constraint Satisfaction and Local Hidden Variables in Quantum Mechanics.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6666,https://dblp.org/rec/conf/ijcai/AbramskyGK13
9,2013,Thomas Ågotnes,"University of Bergen, Department of Information Science and Media Studies",Michael J. Wooldridge,"University of Oxford, Department of Computer Science, UK",IJCAI,Verifiable Equilibria in Boolean Games.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6921,https://dblp.org/rec/conf/ijcai/AgotnesHHW13
10,2013,Priyanka Agrawal,nan,Ramasuri Narayanam,nan,IJCAI,Link Label Prediction in Signed Social Networks.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6957,https://dblp.org/rec/conf/ijcai/AgrawalGN13
11,2013,Umair Z. Ahmed,nan,Amey Karkare,nan,IJCAI,Automatically Generating Problems and Solutions for Natural Deduction.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6960,https://dblp.org/rec/conf/ijcai/AhmedGK13
12,2013,Amr Ahmed,"Carnegie Mellon University, Pittsburgh, USA",Eric P. Xing,"Carnegie Mellon University, School of Computer Science, Pittsburgh, PA, USA",IJCAI,Scalable Dynamic Nonparametric Bayesian Models of Content and Users.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/7002,https://dblp.org/rec/conf/ijcai/AhmedX13
13,2013,Eisa Alanazi,nan,Malek Mouhoub,"University of Regina, Canada",IJCAI,Managing Qualitative Preferences and Constraints in a Dynamic Environment.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6778,https://dblp.org/rec/conf/ijcai/AlanaziM13
14,2013,Vidal Alcázar,nan,Raquel Fuentetaja,nan,IJCAI,Revisiting Regression in Planning.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6877,https://dblp.org/rec/conf/ijcai/AlcazarBFF13
15,2013,Natasha Alechina,"University of Utrecht, The Netherlands",Brian Logan,nan,IJCAI,Reasoning about Normative Update.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6884,https://dblp.org/rec/conf/ijcai/AlechinaDL13
16,2013,Rajeev Alur,"University of Pennsylvania, Philadelphia, PA, USA",Mahesh Viswanathan 0001,University of Illinois,IJCAI,Automated Grading of DFA Constructions.,5,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6759,https://dblp.org/rec/conf/ijcai/AlurDGKV13
17,2013,Isabelle Alvarez,nan,Romain Reuillon,nan,IJCAI,Assessing the Resilience of Socio-Ecosystems - Coupling Viability Theory and Active Learning with kd-Trees. Application to Bilingual Societies.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6882,https://dblp.org/rec/conf/ijcai/AlvarezAMR13
18,2013,Nouhad Amaneddine,nan,Michael Sioutis,nan,IJCAI,Efficient Approach to Solve the Minimal Labeling Problem of Temporal and Spatial Qualitative Constraints.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6642,https://dblp.org/rec/conf/ijcai/AmaneddineCS13
19,2013,Alessandro Antonucci 0001,"Dalle Molle Institute for Artificial Intelligence, Manno-Lugano, Switzerland",Sandra Gabaglio,nan,IJCAI,An Ensemble of Bayesian Networks for Multilabel Classification.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6926,https://dblp.org/rec/conf/ijcai/AntonucciCMG13
20,2013,Marcelo Arenas,nan,Vladislav Ryzhikov,nan,IJCAI,Exchanging OWL 2 QL Knowledge Bases.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6939,https://dblp.org/rec/conf/ijcai/ArenasBCR13
