,year,first-author,last-author,journal/conference,title,number-of-authors,paper-url,DBLP-url
3046,2016,Ashish Kulkarni,Ganesh Ramakrishnan,IJCAI,Interactive Martingale Boosting.,3,http://www.ijcai.org/Abstract/16/124,https://dblp.org/rec/conf/ijcai/KulkarniBR16
3047,2016,Sanmukh R. Kuppannagari,Viktor K. Prasanna,IJCAI,Implementation of Learning-Based Dynamic Demand Response on a Campus Micro-Grid.,4,http://www.ijcai.org/Abstract/16/645,https://dblp.org/rec/conf/ijcai/KuppannagariKCP16
3048,2016,Ondrej Kuzelka,Steven Schockaert,IJCAI,Learning Possibilistic Logic Theories from Default Rules.,3,http://www.ijcai.org/Abstract/16/169,https://dblp.org/rec/conf/ijcai/KuzelkaDS16
3049,2016,Ondrej Kuzelka,Jan Ramon,IJCAI,Bounds for Learning from Evolutionary-Related Data in the Realizable Case.,3,http://www.ijcai.org/Abstract/16/237,https://dblp.org/rec/conf/ijcai/KuzelkaWR16
3050,2016,Jean-Marie Lagniez,Pierre Marquis,IJCAI,Improving Model Counting by Leveraging Definability.,3,http://www.ijcai.org/Abstract/16/112,https://dblp.org/rec/conf/ijcai/LagniezLM16
3051,2016,Sébastien Lallé,Giuseppe Carenini,IJCAI,Predicting Confusion in Information Visualization from Eye Tracking and Interaction Data.,3,http://www.ijcai.org/Abstract/16/360,https://dblp.org/rec/conf/ijcai/LalleCC16
3052,2016,Long Lan,Zhigang Luo,IJCAI,Online Multi-Object Tracking by Quadratic Pseudo-Boolean Optimization.,5,http://www.ijcai.org/Abstract/16/480,https://dblp.org/rec/conf/ijcai/LanTGGL16
3053,2016,Xiangyuan Lan,Pong C. Yuen,IJCAI,Robust Joint Discriminative Feature Learning for Visual Tracking.,3,http://www.ijcai.org/Abstract/16/481,https://dblp.org/rec/conf/ijcai/LanZY16
3054,2016,Lucas Langer,Doina Precup,IJCAI,Learning Multi-Step Predictive State Representations.,3,http://www.ijcai.org/Abstract/16/238,https://dblp.org/rec/conf/ijcai/LangerBP16
3055,2016,Javier Larrosa,Rina Dechter,IJCAI,Limited Discrepancy AND/OR Search and Its Application to Optimization Tasks in Graphical Models.,3,http://www.ijcai.org/Abstract/16/094,https://dblp.org/rec/conf/ijcai/LarrosaRD16
3056,2016,Tuan M. V. Le,Hady Wirawan Lauw,IJCAI,Word Clouds with Latent Variable Analysis for Visual Comparison of Documents.,2,http://www.ijcai.org/Abstract/16/361,https://dblp.org/rec/conf/ijcai/LeL16
3057,2016,Hooyeon Lee,Ashish Goel,IJCAI,Probabilistic Matrix Inspection and Group Scheduling.,2,http://www.ijcai.org/Abstract/16/053,https://dblp.org/rec/conf/ijcai/LeeG16
3058,2016,Sang-Woo Lee,Byoung-Tak Zhang,IJCAI,Dual-Memory Deep Learning Architectures for Lifelong Learning of Everyday Human Behaviors.,6,http://www.ijcai.org/Abstract/16/239,https://dblp.org/rec/conf/ijcai/LeeLKKKZ16
3059,2016,Wonsung Lee,Il-Chul Moon,IJCAI,Bayesian Nonparametric Collaborative Topic Poisson Factorization for Electronic Health Records-Based Phenotyping.,4,http://www.ijcai.org/Abstract/16/362,https://dblp.org/rec/conf/ijcai/LeeLKM16
3060,2016,Jimmy H. M. Lee,Zichen Zhu,IJCAI,Static Symmetry Breaking with the Reflex Ordering.,2,http://www.ijcai.org/Abstract/16/113,https://dblp.org/rec/conf/ijcai/LeeZ16
3061,2016,Levi H. S. Lelis,Robert C. Holte,IJCAI,Heuristic Subset Selection in Classical Planning.,6,http://www.ijcai.org/Abstract/16/451,https://dblp.org/rec/conf/ijcai/LelisFABZH16
3062,2016,Domenico Lembo,Domenico Fabio Savo,IJCAI,Eddy - A Graphical Editor for OWL 2 Ontologies.,4,http://www.ijcai.org/Abstract/16/646,https://dblp.org/rec/conf/ijcai/LemboPSS16
3063,2016,Maurizio Lenzerini,Antonella Poggi,IJCAI,Answering Metaqueries over Hi (OWL 2 QL) Ontologies.,3,http://www.ijcai.org/Abstract/16/170,https://dblp.org/rec/conf/ijcai/LenzeriniLP16
3064,2016,Yoad Lewenberg,Antonio Criminisi,IJCAI,Predicting Personal Traits from Facial Images Using Convolutional Neural Networks Augmented with Facial Landmark Information.,4,http://www.ijcai.org/Abstract/16/240,https://dblp.org/rec/conf/ijcai/LewenbergBSC16
3065,2016,Sheng Li 0001,Sheng Li 0001,IJCAI,Learning Robust Representations for Data Analytics.,1,http://www.ijcai.org/Abstract/16/579,https://dblp.org/rec/conf/ijcai/Li16
3066,2016,Jia Li,Tanya Y. Berger-Wolf,IJCAI,Adversarial Sequence Tagging.,5,http://www.ijcai.org/Abstract/16/242,https://dblp.org/rec/conf/ijcai/LiAWZB16
3067,2016,Yuqian Li,Dmytro Korzhyk,IJCAI,Catcher-Evader Games.,3,http://www.ijcai.org/Abstract/16/054,https://dblp.org/rec/conf/ijcai/LiCK16
3068,2016,Huayu Li,Yong Ge,IJCAI,A Relaxed Ranking-Based Factor Model for Recommender System from Implicit Feedback.,6,http://www.ijcai.org/Abstract/16/241,https://dblp.org/rec/conf/ijcai/LiHLWWG16
3069,2016,Miaomiao Li,En Zhu,IJCAI,Multiple Kernel Clustering with Local Kernel Alignment Maximization.,6,http://www.ijcai.org/Abstract/16/244,https://dblp.org/rec/conf/ijcai/LiL0DYZ16
3070,2016,Chu Min Li,Joan Ramon Soler,IJCAI,A Clause Tableau Calculus for MaxSAT.,3,http://www.ijcai.org/Abstract/16/114,https://dblp.org/rec/conf/ijcai/LiMS16
3071,2016,Xiang Li 0065,Ming Zhang 0004,IJCAI,StalemateBreaker - A Proactive Content-Introducing Approach to Automatic Human-Computer Conversation.,4,http://www.ijcai.org/Abstract/16/404,https://dblp.org/rec/conf/ijcai/LiMYZ16
3072,2016,Sheng Li 0001,Yun Fu 0001,IJCAI,Matching via Dimensionality Reduction for Estimation of Treatment Effects in Digital Marketing Campaigns.,4,http://www.ijcai.org/Abstract/16/530,https://dblp.org/rec/conf/ijcai/LiVKF16
3073,2016,Wu-Jun Li,Wang-Cheng Kang,IJCAI,Feature Learning Based Deep Supervised Hashing with Pairwise Labels.,3,http://www.ijcai.org/Abstract/16/245,https://dblp.org/rec/conf/ijcai/LiWK16
3074,2016,Yu-Feng Li,Zhi-Hua Zhou,IJCAI,Graph Quality Judgement - A Large Margin Expedition.,3,http://www.ijcai.org/Abstract/16/247,https://dblp.org/rec/conf/ijcai/LiWZ16
3075,2016,Zhen Li 0026,Yizhou Yu,IJCAI,Protein Secondary Structure Prediction Using Cascaded Convolutional and Recurrent Neural Networks.,2,http://www.ijcai.org/Abstract/16/364,https://dblp.org/rec/conf/ijcai/LiY16
3076,2016,Xin Li 0079,Hongbin Cai,IJCAI,Saliency Transfer - An Example-Based Method for Salient Object Detection.,4,http://www.ijcai.org/Abstract/16/482,https://dblp.org/rec/conf/ijcai/LiYCC16
3077,2016,Yingming Li,Zhongfei (Mark) Zhang,IJCAI,Multi-View Learning with Limited and Noisy Tagging.,4,http://www.ijcai.org/Abstract/16/246,https://dblp.org/rec/conf/ijcai/LiYXZ16
3078,2016,Liangda Li,Hongyuan Zha,IJCAI,Household Structure Analysis via Hawkes Processes for Enhancing Energy Disaggregation.,2,http://www.ijcai.org/Abstract/16/363,https://dblp.org/rec/conf/ijcai/LiZ16
3079,2016,Jingjing Li 0001,Ke Lu 0001,IJCAI,Joint Feature Selection and Structure Preservation for Domain Adaptation.,3,http://www.ijcai.org/Abstract/16/243,https://dblp.org/rec/conf/ijcai/LiZL16
3080,2016,Xiaoqing Li,Chengqing Zong,IJCAI,Towards Zero Unknown Word in Neural Machine Translation.,3,http://www.ijcai.org/Abstract/16/405,https://dblp.org/rec/conf/ijcai/LiZZ16
3081,2016,Fei Li,Donghong Ji,IJCAI,Joint Models for Extracting Adverse Drug Events from Biomedical Text.,4,http://www.ijcai.org/Abstract/16/403,https://dblp.org/rec/conf/ijcai/LiZZJ16
3082,2016,Defu Lian,Hui Xiong 0001,IJCAI,Sparse Bayesian Content-Aware Collaborative Filtering for Implicit Feedback.,5,http://www.ijcai.org/Abstract/16/248,https://dblp.org/rec/conf/ijcai/LianGYXX16
3083,2016,Thanasis Lianeas,Nicolás E. Stier Moses,IJCAI,Asymptotically Tight Bounds for Inefficiency in Risk-Averse Selfish Routing.,3,http://www.ijcai.org/Abstract/16/055,https://dblp.org/rec/conf/ijcai/LianeasNM16
3084,2016,Chao-Chun Liang,Keh-Yih Su,IJCAI,"A Tag-Based Statistical English Math Word Problem Solver with Understanding, Reasoning and Explanation.",6,http://www.ijcai.org/Abstract/16/647,https://dblp.org/rec/conf/ijcai/LiangHHLMS16
3085,2016,Jian Liang,Tieniu Tan,IJCAI,Group-Invariant Cross-Modal Subspace Learning.,4,http://www.ijcai.org/Abstract/16/249,https://dblp.org/rec/conf/ijcai/LiangHST16
3086,2016,Junwei Liang 0001,Alexander G. Hauptmann,IJCAI,Learning to Detect Concepts from Webly-Labeled Video Data.,4,http://www.ijcai.org/Abstract/16/250,https://dblp.org/rec/conf/ijcai/LiangJMH16
3087,2016,Chen Liang,Kenneth D. Forbus,IJCAI,Learning Paraphrase Identification with Structural Alignment.,4,http://www.ijcai.org/Abstract/16/406,https://dblp.org/rec/conf/ijcai/LiangPRF16
3088,2016,Wei Liang,Song-Chun Zhu,IJCAI,What Is Where - Inferring Containment Relations from Videos.,4,http://www.ijcai.org/Abstract/16/483,https://dblp.org/rec/conf/ijcai/LiangZZZ16
3089,2016,Yuliya Lierler,Benjamin Susman,IJCAI,Constraint Answer Set Programming versus Satisfiability Modulo Theories.,2,http://www.ijcai.org/Abstract/16/171,https://dblp.org/rec/conf/ijcai/LierlerS16
3090,2016,Shaohui Lin,Xuelong Li,IJCAI,Towards Convolutional Neural Networks Compression via Global Error Reconstruction.,4,http://www.ijcai.org/Abstract/16/251,https://dblp.org/rec/conf/ijcai/LinJGL16
3091,2016,Huijie Lin,Tat-Seng Chua,IJCAI,What Does Social Media Say about Your Stress?.,5,http://www.ijcai.org/Abstract/16/531,https://dblp.org/rec/conf/ijcai/LinJNSC16
3092,2016,Yankai Lin,Maosong Sun,IJCAI,"Knowledge Representation Learning with Entities, Attributes and Relations.",3,http://www.ijcai.org/Abstract/16/407,https://dblp.org/rec/conf/ijcai/LinLS16
3093,2016,Yang Liu 0018,Yiling Chen,IJCAI,Learning to Incentivize - Eliciting Effort via Output Agreement.,2,http://www.ijcai.org/Abstract/16/532,https://dblp.org/rec/conf/ijcai/LiuC16
3094,2016,Yijia Liu,Ting Liu 0001,IJCAI,Exploring Segment Representations for Neural Segmentation Models.,5,http://www.ijcai.org/Abstract/16/409,https://dblp.org/rec/conf/ijcai/LiuCGQL16
3095,2016,Li Liu 0030,Lejian Liao,IJCAI,Aligning Users across Social Networks Using Network Embedding.,4,http://www.ijcai.org/Abstract/16/254,https://dblp.org/rec/conf/ijcai/LiuCLL16
3096,2016,Yijia Liu,Ting Liu 0001,IJCAI,HC-Search for Incremental Parsing.,4,http://www.ijcai.org/Abstract/16/410,https://dblp.org/rec/conf/ijcai/LiuCQL16
3097,2016,Li-Ping Liu,Zhi-Hua Zhou,IJCAI,Transductive Optimization of Top k Precision.,4,http://www.ijcai.org/Abstract/16/255,https://dblp.org/rec/conf/ijcai/LiuDLZ16
3098,2016,Yao Liu 0010,Cong Tian,IJCAI,A Decision Procedure for a Fragment of Linear Time Mu-Calculus.,3,http://www.ijcai.org/Abstract/16/173,https://dblp.org/rec/conf/ijcai/LiuDT16
3099,2016,Hong Liu 0009,Gang Hua 0001,IJCAI,Supervised Matrix Factorization for Cross-Modality Hashing.,4,http://www.ijcai.org/Abstract/16/253,https://dblp.org/rec/conf/ijcai/LiuJWH16
3100,2016,Xin Liu,Xiaoli Li 0001,IJCAI,Exploring the Context of Locations for Personalized Location Recommendations.,3,http://www.ijcai.org/Abstract/16/172,https://dblp.org/rec/conf/ijcai/LiuL016
3101,2016,Qi Liu,Hongtao Lu,IJCAI,Natural Supervised Hashing.,2,http://www.ijcai.org/Abstract/16/256,https://dblp.org/rec/conf/ijcai/LiuL16
3102,2016,Bo Liu 0006,Marek Petrik,IJCAI,Proximal Gradient Temporal Difference Learning Algorithms.,5,http://www.ijcai.org/Abstract/16/629,https://dblp.org/rec/conf/ijcai/LiuLGMP16
3103,2016,Yuli Liu,Shaoping Ma,IJCAI,Pay Me and I'll Follow You - Detection of Crowdturfing Following Activities in Microblog Environment.,4,http://www.ijcai.org/Abstract/16/533,https://dblp.org/rec/conf/ijcai/LiuLZM16
3104,2016,Xiaobai Liu,Liang Lin,IJCAI,A Stochastic Image Grammar for Fine-Grained 3D Scene Reconstruction.,3,http://www.ijcai.org/Abstract/16/484,https://dblp.org/rec/conf/ijcai/LiuML16
3105,2016,Si Liu 0001,Xiaochun Cao,IJCAI,Makeup Like a Superstar - Deep Localized Makeup Transfer Network.,5,http://www.ijcai.org/Abstract/16/365,https://dblp.org/rec/conf/ijcai/LiuOQWC16
3106,2016,Pengfei Liu 0003,Xuanjing Huang,IJCAI,Recurrent Neural Network for Text Classification with Multi-Task Learning.,3,http://www.ijcai.org/Abstract/16/408,https://dblp.org/rec/conf/ijcai/LiuQH16
3107,2016,Bo Liu 0005,Dimitris N. Metaxas,IJCAI,Efficient k-Support-Norm Regularized Minimization via Fully Corrective Frank-Wolfe Method.,5,http://www.ijcai.org/Abstract/16/252,https://dblp.org/rec/conf/ijcai/LiuYZLM16
3108,2016,Ye Liu 0002,David S. Rosenblum,IJCAI,Urban Water Quality Prediction Based on Multi-Task Multi-View Learning.,5,http://www.ijcai.org/Abstract/16/366,https://dblp.org/rec/conf/ijcai/LiuZLLR16
3109,2016,Kangwei Liu,Kaiqi Huang,IJCAI,FastLCD - Fast Label Coordinate Descent for the Efficient Optimization of 2D Label MRFs.,4,http://www.ijcai.org/Abstract/16/095,https://dblp.org/rec/conf/ijcai/LiuZYH16
3110,2016,Yunlong Liu,Zongxiong Dai,IJCAI,Learning Predictive State Representations via Monte-Carlo Tree Search.,4,http://www.ijcai.org/Abstract/16/452,https://dblp.org/rec/conf/ijcai/LiuZZD16
3111,2016,Zhiguo Long,Sanjiang Li,IJCAI,Efficient Path Consistency Algorithm for Large Qualitative Constraint Networks.,3,http://www.ijcai.org/Abstract/16/174,https://dblp.org/rec/conf/ijcai/LongSL16
3112,2016,Damir Lotinac,Anders Jonsson,IJCAI,Automatic Generation of High-Level State Features for Generalized Planning.,4,http://www.ijcai.org/Abstract/16/453,https://dblp.org/rec/conf/ijcai/LotinacACJ16
3113,2016,Yao Lu,Yao Lu,IJCAI,Unsupervised Learning on Neural Network Outputs - With Application in Zero-Shot Learning.,1,http://www.ijcai.org/Abstract/16/485,https://dblp.org/rec/conf/ijcai/Lu16
3114,2016,Yu Lu 0003,Clement Shi Qi Ong,IJCAI,"An Intelligent System for Taxi Service Monitoring, Analytics and Visualization.",4,http://www.ijcai.org/Abstract/16/648,https://dblp.org/rec/conf/ijcai/LuCWO16
3115,2016,Zhongqi Lu,Qiang Yang 0001,IJCAI,Collaborative Evolution for User Profiling in Recommender Systems.,5,http://www.ijcai.org/Abstract/16/535,https://dblp.org/rec/conf/ijcai/LuPLJ016
3116,2016,Chun-Ta Lu,Philip S. Yu,IJCAI,Item Recommendation for Emerging Online Businesses.,5,http://www.ijcai.org/Abstract/16/534,https://dblp.org/rec/conf/ijcai/LuXSHY16
3117,2016,Mario Lucic,Andreas Krause 0001,IJCAI,Linear-Time Outlier Detection via Sensitivity.,3,http://www.ijcai.org/Abstract/16/257,https://dblp.org/rec/conf/ijcai/LucicB016
3118,2016,Minnan Luo,Qinghua Zheng,IJCAI,Avoiding Optimal Mean Robust PCA/2DPCA with Non-greedy ℓ1-Norm Maximization.,6,http://www.ijcai.org/Abstract/16/258,https://dblp.org/rec/conf/ijcai/LuoNCYHZ16
3119,2016,Yong Luo 0002,Dacheng Tao,IJCAI,On Combining Side Information and Unlabeled Data for Heterogeneous Multi-Task Metric Learning.,3,http://www.ijcai.org/Abstract/16/259,https://dblp.org/rec/conf/ijcai/LuoWT16
3120,2016,Ping Luo 0001,Qing He 0003,IJCAI,Browsing Regularities in Hedonic Content Systems.,6,http://www.ijcai.org/Abstract/16/536,https://dblp.org/rec/conf/ijcai/LuoZTCYH16
3121,2016,Jing Ma 0004,Meeyoung Cha,IJCAI,Detecting Rumors from Microblogs with Recurrent Neural Networks.,7,http://www.ijcai.org/Abstract/16/537,https://dblp.org/rec/conf/ijcai/MaGMKJWC16
3122,2016,Hongyao Ma,David C. Parkes,IJCAI,Social Choice for Agents with General Utilities.,3,http://www.ijcai.org/Abstract/16/056,https://dblp.org/rec/conf/ijcai/MaMP16
3123,2016,Hongyao Ma,David C. Parkes,IJCAI,Incentivizing Reliability in Demand-Side Response.,4,http://www.ijcai.org/Abstract/16/057,https://dblp.org/rec/conf/ijcai/MaRLP16
3124,2016,Weizhi Ma,Shaoping Ma,IJCAI,Multi-Grained Role Labeling Based on Multi-Modality Information for Real Customer Service Telephone Conversation.,4,http://www.ijcai.org/Abstract/16/260,https://dblp.org/rec/conf/ijcai/MaZLM16
3125,2016,Erika Mackin,Lirong Xia,IJCAI,Allocating Indivisible Items in Categorized Domains.,2,http://www.ijcai.org/Abstract/16/058,https://dblp.org/rec/conf/ijcai/MackinX16
3126,2016,Tong Man,Xueqi Cheng,IJCAI,Predict Anchor Links across Social Networks via an Embedding Approach.,5,http://www.ijcai.org/Abstract/16/261,https://dblp.org/rec/conf/ijcai/ManSLJC16
3127,2016,Debmalya Mandal,David C. Parkes,IJCAI,Correlated Voting.,2,http://www.ijcai.org/Abstract/16/059,https://dblp.org/rec/conf/ijcai/MandalP16
3128,2016,Travis Mandel,Zoran Popovic,IJCAI,Efficient Bayesian Clustering for Reinforcement Learning.,4,http://www.ijcai.org/Abstract/16/262,https://dblp.org/rec/conf/ijcai/MandelLBP16
3129,2016,Liang Mao,Shiliang Sun,IJCAI,Soft Margin Consistency Based Scalable Multi-View Maximum Entropy Discrimination.,2,http://www.ijcai.org/Abstract/16/263,https://dblp.org/rec/conf/ijcai/MaoS16
3130,2016,Andrea Marrella,Sebastian Sardiña,IJCAI,"An Adaptive Process Management System Implementation Based on Situation Calculus, Indigolog and Classical Planning.",3,http://www.ijcai.org/Abstract/16/649,https://dblp.org/rec/conf/ijcai/MarrellaMS16
3131,2016,Gautier Marti,Philippe Donnat,IJCAI,Clustering Financial Time Series - How Long Is Enough?.,4,http://www.ijcai.org/Abstract/16/367,https://dblp.org/rec/conf/ijcai/MartiAND16
3132,2016,Mehdi Mashayekhi,Munindar P. Singh,IJCAI,Silk - A Simulation Study of Regulating Open Normative Multiagent Systems.,4,http://www.ijcai.org/Abstract/16/060,https://dblp.org/rec/conf/ijcai/MashayekhiDLS16
3133,2016,Mausam,Mausam,IJCAI,Open Information Extraction Systems and Downstream Applications.,1,http://www.ijcai.org/Abstract/16/604,https://dblp.org/rec/conf/ijcai/Mausam16
3134,2016,Valentin Mayer-Eichberger,Valentin Mayer-Eichberger,IJCAI,Modelling Satisfiability Problems - Theory and Practice.,1,http://www.ijcai.org/Abstract/16/580,https://dblp.org/rec/conf/ijcai/Mayer-Eichberger16
3135,2016,Ciaran McCreesh,Ciaran McCreesh,IJCAI,Solving Hard Subgraph Problems in Parallel.,1,http://www.ijcai.org/Abstract/16/581,https://dblp.org/rec/conf/ijcai/McCreesh16
3136,2016,Ciaran McCreesh,James Trimble 0001,IJCAI,Heuristics and Really Hard Instances for Subgraph Isomorphism Problems.,3,http://www.ijcai.org/Abstract/16/096,https://dblp.org/rec/conf/ijcai/McCreeshPT16
3137,2016,Gulnar Mehdi,Thomas A. Runkler,IJCAI,Semantic Framework for Industrial Analytics and Diagnostics.,4,http://www.ijcai.org/Abstract/16/582,https://dblp.org/rec/conf/ijcai/MehdiBRR16
3138,2016,Mazen Melibari,Prashant Doshi,IJCAI,Sum-Product-Max Networks for Tractable Decision Making.,3,http://www.ijcai.org/Abstract/16/264,https://dblp.org/rec/conf/ijcai/MelibariPD16
3139,2016,Qi Meng,Tie-Yan Liu,IJCAI,Asynchronous Accelerated Stochastic Gradient Descent.,6,http://www.ijcai.org/Abstract/16/265,https://dblp.org/rec/conf/ijcai/MengCYWML16
3140,2016,Ole J. Mengshoel,Tong Yu 0001,IJCAI,Markov Chain Analysis of Noise and Restart in Stochastic Local Search.,3,http://www.ijcai.org/Abstract/16/097,https://dblp.org/rec/conf/ijcai/MengshoelAY16
3141,2016,Georgios Methenitis,Han La Poutré,IJCAI,Incentivizing Intelligent Customer Behavior in Smart-Grids - A Risk-Sharing Tariff & Optimal Strategies.,3,http://www.ijcai.org/Abstract/16/061,https://dblp.org/rec/conf/ijcai/MethenitisKP16
3142,2016,Fei Mi,Boi Faltings,IJCAI,Adaptive Sequential Recommendation Using Context Trees.,2,http://www.ijcai.org/Abstract/16/583,https://dblp.org/rec/conf/ijcai/MiF16
3143,2016,Steffen Michels,Peter J. F. Lucas,IJCAI,Approximate Probabilistic Inference with Bounded Error for Hybrid Probabilistic Logic Programming.,3,http://www.ijcai.org/Abstract/16/509,https://dblp.org/rec/conf/ijcai/MichelsHL16
3144,2016,Tim Miller 0001,Christian J. Muise,IJCAI,Belief Update for Proper Epistemic Knowledge Bases.,2,http://www.ijcai.org/Abstract/16/175,https://dblp.org/rec/conf/ijcai/MillerM16
3145,2016,Wookhee Min,James C. Lester,IJCAI,Player Goal Recognition in Open-World Digital Games with Long Short-Term Memory Networks.,5,http://www.ijcai.org/Abstract/16/368,https://dblp.org/rec/conf/ijcai/MinMRLL16
3146,2016,Vahab S. Mirrokni,Song Zuo,IJCAI,Dynamic Auctions with Bank Accounts.,4,http://www.ijcai.org/Abstract/16/062,https://dblp.org/rec/conf/ijcai/MirrokniLTZ16
3147,2016,Reuth Mirsky,Ya'akov (Kobi) Gal,IJCAI,SLIM - Semi-Lazy Inference Mechanism for Plan Recognition.,2,http://www.ijcai.org/Abstract/16/063,https://dblp.org/rec/conf/ijcai/MirskyG16
3148,2016,Reuth Mirsky,Meir Kalech,IJCAI,Sequential Plan Recognition.,4,http://www.ijcai.org/Abstract/16/064,https://dblp.org/rec/conf/ijcai/MirskySGK16
3149,2016,Decebal Constantin Mocanu,Decebal Constantin Mocanu,IJCAI,On the Synergy of Network Science and Artificial Intelligence.,1,http://www.ijcai.org/Abstract/16/584,https://dblp.org/rec/conf/ijcai/Mocanu16
3150,2016,Thomas M. Moerland,Catholijn M. Jonker,IJCAI,Fear and Hope Emerge from Anticipation in Model-Based Reinforcement Learning.,3,http://www.ijcai.org/Abstract/16/125,https://dblp.org/rec/conf/ijcai/MoerlandBJ16
3151,2016,Jayanth Krishna Mogali,Zachary B. Rubinstein,IJCAI,Distributed Decoupling of Multiagent Simple Temporal Problems.,3,http://www.ijcai.org/Abstract/16/065,https://dblp.org/rec/conf/ijcai/MogaliSR16
3152,2016,Catherine Moon,Vincent Conitzer,IJCAI,Role Assignment for Game-Theoretic Cooperation.,2,http://www.ijcai.org/Abstract/16/066,https://dblp.org/rec/conf/ijcai/MoonC16
3153,2016,Dmitry Moor,Abraham Bernstein,IJCAI,Core-Selecting Payment Rules for Combinatorial Auctions with Uncertain Availability of Goods.,4,http://www.ijcai.org/Abstract/16/067,https://dblp.org/rec/conf/ijcai/MoorSGB16
3154,2016,Anastasia Moskvina,Jiamou Liu,IJCAI,How to Build Your Network? A Structural Analysis.,2,http://www.ijcai.org/Abstract/16/369,https://dblp.org/rec/conf/ijcai/MoskvinaL16
3155,2016,Morten Mossige,Hein Meling,IJCAI,Generating Tests for Robotized Painting Using Constraint Programming.,3,http://www.ijcai.org/Abstract/16/630,https://dblp.org/rec/conf/ijcai/MossigeGM16
3156,2016,Yadong Mu,Xinbo Gao 0001,IJCAI,Coordinate Discrete Optimization for Efficient Cross-View Image Retrieval.,5,http://www.ijcai.org/Abstract/16/266,https://dblp.org/rec/conf/ijcai/MuLDLG16
3157,2016,Christian J. Muise,Liz Sonenberg,IJCAI,Planning for a Single Agent in a Multi-Agent Environment Using FOND.,5,http://www.ijcai.org/Abstract/16/454,https://dblp.org/rec/conf/ijcai/MuiseFMPS16
3158,2016,J. Pablo Munoz,Aries Arditi,IJCAI,Demo - Assisting Visually Impaired People Navigate Indoors.,6,http://www.ijcai.org/Abstract/16/650,https://dblp.org/rec/conf/ijcai/MunozLRXTA16
3159,2016,Syed Abbas Z. Naqvi,Jieping Ye,IJCAI,Fast Laplace Approximation for Sparse Bayesian Spike and Slab Models.,5,http://www.ijcai.org/Abstract/16/267,https://dblp.org/rec/conf/ijcai/NaqviZQYY16
3160,2016,Harikrishna Narasimhan,David C. Parkes,IJCAI,Automated Mechanism Design without Money via Machine Learning.,3,http://www.ijcai.org/Abstract/16/068,https://dblp.org/rec/conf/ijcai/Narasimhan0P16
3161,2016,Zahra Nazari,Jonathan Gratch,IJCAI,Predictive Models of Malicious Behavior in Human Negotiations.,2,http://www.ijcai.org/Abstract/16/126,https://dblp.org/rec/conf/ijcai/NazariG16
3162,2016,Feiping Nie 0001,Heng Huang,IJCAI,Subspace Clustering via New Low-Rank Model with Discrete Group Structure Constraint.,2,http://www.ijcai.org/Abstract/16/268,https://dblp.org/rec/conf/ijcai/NieH16
3163,2016,Feiping Nie 0001,Xuelong Li,IJCAI,Parameter-Free Auto-Weighted Multiple Graph Learning - A Framework for Multiview Clustering and Semi-Supervised Classification.,3,http://www.ijcai.org/Abstract/16/269,https://dblp.org/rec/conf/ijcai/NieLL16
3164,2016,Andreas Niskanen,Matti Järvisalo,IJCAI,Optimal Status Enforcement in Abstract Argumentation.,3,http://www.ijcai.org/Abstract/16/176,https://dblp.org/rec/conf/ijcai/NiskanenWJ16
3165,2016,Alexandre Niveau,Bruno Zanuttini,IJCAI,Efficient Representations for the Modal Logic S5.,2,http://www.ijcai.org/Abstract/16/177,https://dblp.org/rec/conf/ijcai/NiveauZ16
3166,2016,Svetlana Obraztsova,Nicholas R. Jennings,IJCAI,Trembling Hand Equilibria of Plurality Voting.,5,http://www.ijcai.org/Abstract/16/069,https://dblp.org/rec/conf/ijcai/ObraztsovaREPJ16
3167,2016,Shohei Ohsawa,Takayuki Osogami,IJCAI,Gated Probabilistic Matrix Factorization - Learning Users' Attention from Missing Values.,3,http://www.ijcai.org/Abstract/16/270,https://dblp.org/rec/conf/ijcai/OhsawaOO16
3168,2016,Steven Okamoto,Aviv Nahon,IJCAI,Distributed Breakout - Beyond Satisfaction.,3,http://www.ijcai.org/Abstract/16/070,https://dblp.org/rec/conf/ijcai/OkamotoZN16
3169,2016,Tenda Okimoto,Katsumi Inoue,IJCAI,Mission Oriented Robust Multi-Team Formation and Its Application to Robot Rescue Simulation.,4,http://www.ijcai.org/Abstract/16/071,https://dblp.org/rec/conf/ijcai/OkimotoRBI16
3170,2016,Abdelkader Ouali,Lakhdar Loukil,IJCAI,Efficiently Finding Conceptual Clustering Models with Integer Linear Programming.,6,http://www.ijcai.org/Abstract/16/098,https://dblp.org/rec/conf/ijcai/OualiLLBZL16
3171,2016,Shengying Pan,Edith Law,IJCAI,Dynamic Task Allocation Algorithm for Hiring Workers that Learn.,4,http://www.ijcai.org/Abstract/16/538,https://dblp.org/rec/conf/ijcai/PanLBL16
3172,2016,Yingwei Pan,Yong Rui,IJCAI,Learning Deep Intrinsic Video Representation by Exploring Temporal Coherence and Graph Structure.,6,http://www.ijcai.org/Abstract/16/539,https://dblp.org/rec/conf/ijcai/PanLYMLR16
3173,2016,Shirui Pan,Yang Wang 0023,IJCAI,Tri-Party Deep Network Representation.,5,http://www.ijcai.org/Abstract/16/271,https://dblp.org/rec/conf/ijcai/PanWZZW16
