,year,first-author,last-author,journal/conference,title,number-of-authors,paper-url,DBLP-url
0,2014,Tristan Cazenave,Hiroyuki Iida,CGW@IJCAI,"Computer Games - Workshop on Computer Games, CGW 2013, Held in Conjunction with the 23rd International Conference on Artificial Intelligence, IJCAI 2013, Beijing, China, August 3, 2013, Revised Selected Papers",3,https://doi.org/10.1007/978-3-319-05428-5,https://dblp.org/rec/conf/ijcai/2013cgw
1,2013,Bruno Bouzy,Bruno Bouzy,CGW@IJCAI,Monte-Carlo Fork Search for Cooperative Path-Finding.,1,https://doi.org/10.1007/978-3-319-05428-5_1,https://dblp.org/rec/conf/ijcai/Bouzy13
2,2013,Robert Döbbelin,Alexander Reinefeld,CGW@IJCAI,Building Large Compressed PDBs for the Sliding Tile Puzzle.,3,https://doi.org/10.1007/978-3-319-05428-5_2,https://dblp.org/rec/conf/ijcai/DobbelinSR13
3,2013,Azlan Iqbal,Azlan Iqbal,CGW@IJCAI,How Relevant Are Chess Composition Conventions?,1,https://doi.org/10.1007/978-3-319-05428-5_9,https://dblp.org/rec/conf/ijcai/Iqbal13
4,2013,Marc Lanctot,Mark H. M. Winands,CGW@IJCAI,Monte Carlo Tree Search in Simultaneous Move Games with Applications to Goofspiel.,3,https://doi.org/10.1007/978-3-319-05428-5_3,https://dblp.org/rec/conf/ijcai/LanctotLW13
5,2013,Francois van Niekerk,Steve Kroon,CGW@IJCAI,Decision Trees for Computer Go Features.,2,https://doi.org/10.1007/978-3-319-05428-5_4,https://dblp.org/rec/conf/ijcai/NiekerkK13
6,2013,Max Roschke,Nathan R. Sturtevant,CGW@IJCAI,UCT Enhancements in Chinese Checkers Using an Endgame Database.,2,https://doi.org/10.1007/978-3-319-05428-5_5,https://dblp.org/rec/conf/ijcai/RoschkeS13
7,2013,Yuichiro Sato,Tristan Cazenave,CGW@IJCAI,Automated Generation of New Concepts from General Game Playing.,2,https://doi.org/10.1007/978-3-319-05428-5_6,https://dblp.org/rec/conf/ijcai/SatoC13
8,2013,Jos W. H. M. Uiterwijk,Jos W. H. M. Uiterwijk,CGW@IJCAI,Perfectly Solving Domineering Boards.,1,https://doi.org/10.1007/978-3-319-05428-5_8,https://dblp.org/rec/conf/ijcai/Uiterwijk13
9,2013,Tomás Valla,Pavel Veselý,CGW@IJCAI,WALTZ - A Strong Tzaar-Playing Program.,2,https://doi.org/10.1007/978-3-319-05428-5_7,https://dblp.org/rec/conf/ijcai/VallaV13
10,2013,Aleksey Buzmakov,Chedy Raïssi,FCA4AI@IJCAI,FCA and pattern structures for mining care trajectories.,6,http://ceur-ws.org/Vol-1058/paper1.pdf,https://dblp.org/rec/conf/ijcai/BuzmakovEJKNR13
11,2013,Aleksey Buzmakov,Alexey Neznanov,FCA4AI@IJCAI,Practical Computing with Pattern Structures in FCART Environment.,2,http://ceur-ws.org/Vol-1058/paper6.pdf,https://dblp.org/rec/conf/ijcai/BuzmakovN13
12,2013,Víctor Codocedo,Amedeo Napoli,FCA4AI@IJCAI,Using pattern structures to support information retrieval with Formal Concept Analysis.,4,http://ceur-ws.org/Vol-1058/paper2.pdf,https://dblp.org/rec/conf/ijcai/CodocedoLAN13
13,2013,Pablo Cordero,Manuel Ojeda-Aciego,FCA4AI@IJCAI,Bases via Minimal Generators.,4,http://ceur-ws.org/Vol-1058/paper4.pdf,https://dblp.org/rec/conf/ijcai/CorderoEBO13
14,2013,Jamel Eddine Jridi,Guy Lapalme,FCA4AI@IJCAI,FCA-Based Concept Detection in a RosettaNet PIP Ontology.,2,http://ceur-ws.org/Vol-1058/paper3.pdf,https://dblp.org/rec/conf/ijcai/JridiL13
15,2013,Artem Revenko,Artem Revenko,FCA4AI@IJCAI,Debugging Program Code Using Implicative Dependencies.,1,http://ceur-ws.org/Vol-1058/paper5.pdf,https://dblp.org/rec/conf/ijcai/Revenko13
16,2013,Peng Wang,Françoise Fogelman-Soulié,FCA4AI@IJCAI,Towards Knowledge Structuring of Sensor Data Based on FCA and Ontology.,5,http://ceur-ws.org/Vol-1058/paper8.pdf,https://dblp.org/rec/conf/ijcai/WangLMJF13
17,2013,Sergei O. Kuznetsov,Sebastian Rudolph,FCA4AI@IJCAI,"Proceedings of the International Workshop ""What can FCA do for Artificial Intelligence?"" (FCA4AI at IJCAI 2013), Beijing, China, August 5, 2013.",3,http://ceur-ws.org/Vol-1058,https://dblp.org/rec/conf/ijcai/2013fca4ai
18,2017,Floris Bex,Nancy Green,CMNA@IJCAI,"Proceedings of the 16th Workshop on Computational Models of Natural Argument co-located with IJCAI 2016, New York, USA, July 9th, 2016.",3,http://ceur-ws.org/Vol-1876,https://dblp.org/rec/conf/ijcai/2016cmna
19,2016,Mark Aakhus,Nina Wacholder,CMNA@IJCAI,An Argument-Ontology for a Response-Centered Approach to Argumentation Mining.,3,http://ceur-ws.org/Vol-1876/paper08.pdf,https://dblp.org/rec/conf/ijcai/AakhusMW16
20,2016,Shauna Concannon,Matthew Purver,CMNA@IJCAI,How Natural is Argument in Natural Dialogue?,3,http://ceur-ws.org/Vol-1876/paper09.pdf,https://dblp.org/rec/conf/ijcai/ConcannonHP16
21,2016,Nancy Green,Nancy Green,CMNA@IJCAI,Implementing Argumentation Schemes as Logic Programs.,1,http://ceur-ws.org/Vol-1876/cmna16-PC.pdf,https://dblp.org/rec/conf/ijcai/Green16
22,2016,Sally Jackson,Jodi Schneider,CMNA@IJCAI,Argumentation Devices in Reasoning About Health.,2,http://ceur-ws.org/Vol-1876/paper10.pdf,https://dblp.org/rec/conf/ijcai/JacksonS16
23,2016,Mariela Morveli Espinoza,Cesar A. Tacla,CMNA@IJCAI,Strength calculation of rewards.,3,http://ceur-ws.org/Vol-1876/paper02.pdf,https://dblp.org/rec/conf/ijcai/Morveli-Espinoza16
24,2016,Ayslan Trevizan Possebom,Ayslan Trevizan Possebom,CMNA@IJCAI,A Proposal for Consensual Decision Making using Argumentation.,1,http://ceur-ws.org/Vol-1876/paper03.pdf,https://dblp.org/rec/conf/ijcai/Possebom16
25,2016,Sebastian Ruan,Randy Allen Harris,CMNA@IJCAI,Rhetorical Figure Annotation with XML.,3,http://ceur-ws.org/Vol-1876/paper06.pdf,https://dblp.org/rec/conf/ijcai/RuanMH16
26,2016,Aernout H. J. Schmidt,Kunbei Zhang,CMNA@IJCAI,Unpacking the Mandate of Heaven Argument.,2,http://ceur-ws.org/Vol-1876/paper05.pdf,https://dblp.org/rec/conf/ijcai/SchmidtZ16
27,2016,Robert Schrag,Robert Hoffman,CMNA@IJCAI,Probabilistic Argument Maps for Intelligence Analysis - Completed Capabilities.,9,http://ceur-ws.org/Vol-1876/paper07.pdf,https://dblp.org/rec/conf/ijcai/SchragMRLWKJWH16
28,2016,Robert Schrag,Robert Hoffman,CMNA@IJCAI,Probabilistic Argument Maps for Intelligence Analysis - Capabilities Underway.,9,http://ceur-ws.org/Vol-1876/paper04.pdf,https://dblp.org/rec/conf/ijcai/SchragWKJWMRLH16
29,2013,Chang Wang 0001,Sridhar Mahadevan,IJCAI,Manifold Alignment Preserving Global Geometry.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6841,https://dblp.org/rec/conf/ijcai/0001M13
30,2013,Ricardo Ribeiro 0001,David Martins de Matos,IJCAI,Revisiting Centrality-as-Relevance - Support Sets and Similarity as Geometric Proximity - Extended abstract.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6825,https://dblp.org/rec/conf/ijcai/0001M13a
31,2013,Andrea Moro 0001,Roberto Navigli,IJCAI,Integrating Syntactic and Semantic Analysis into the Open Information Extraction Paradigm.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6837,https://dblp.org/rec/conf/ijcai/0001N13
32,2013,Bo Yang 0002,Jiming Liu 0001,IJCAI,Social Collaborative Filtering by Trust.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6750,https://dblp.org/rec/conf/ijcai/0002LLL13
33,2013,Jun Li 0010,Dacheng Tao,IJCAI,A Bayesian Factorised Covariance Model for Image Analysis.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6552,https://dblp.org/rec/conf/ijcai/0010T13
34,2013,Ehsan Abbasnejad,Ehsan Abbasnejad,IJCAI,Decision-Theoretic Approximations for Machine Learning.,1,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6892,https://dblp.org/rec/conf/ijcai/Abbasnejad13
35,2013,Ehsan Abbasnejad,Pascal Poupart,IJCAI,Learning Community-Based Preferences via Dirichlet Process Mixtures of Gaussian Processes.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6766,https://dblp.org/rec/conf/ijcai/AbbasnejadSBP13
36,2013,Fabian Abel,Ke Tao,IJCAI,Twitter-Based User Modeling for News Recommendations.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6683,https://dblp.org/rec/conf/ijcai/AbelGHT13
37,2013,Samson Abramsky,Phokion G. Kolaitis,IJCAI,Robust Constraint Satisfaction and Local Hidden Variables in Quantum Mechanics.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6666,https://dblp.org/rec/conf/ijcai/AbramskyGK13
38,2013,Thomas Ågotnes,Michael J. Wooldridge,IJCAI,Verifiable Equilibria in Boolean Games.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6921,https://dblp.org/rec/conf/ijcai/AgotnesHHW13
39,2013,Priyanka Agrawal,Ramasuri Narayanam,IJCAI,Link Label Prediction in Signed Social Networks.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6957,https://dblp.org/rec/conf/ijcai/AgrawalGN13
40,2013,Umair Z. Ahmed,Amey Karkare,IJCAI,Automatically Generating Problems and Solutions for Natural Deduction.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6960,https://dblp.org/rec/conf/ijcai/AhmedGK13
41,2013,Amr Ahmed,Eric P. Xing,IJCAI,Scalable Dynamic Nonparametric Bayesian Models of Content and Users.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/7002,https://dblp.org/rec/conf/ijcai/AhmedX13
42,2013,Eisa Alanazi,Malek Mouhoub,IJCAI,Managing Qualitative Preferences and Constraints in a Dynamic Environment.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6778,https://dblp.org/rec/conf/ijcai/AlanaziM13
43,2013,Vidal Alcázar,Raquel Fuentetaja,IJCAI,Revisiting Regression in Planning.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6877,https://dblp.org/rec/conf/ijcai/AlcazarBFF13
44,2013,Natasha Alechina,Brian Logan,IJCAI,Reasoning about Normative Update.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6884,https://dblp.org/rec/conf/ijcai/AlechinaDL13
45,2013,Rajeev Alur,Mahesh Viswanathan 0001,IJCAI,Automated Grading of DFA Constructions.,5,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6759,https://dblp.org/rec/conf/ijcai/AlurDGKV13
46,2013,Isabelle Alvarez,Romain Reuillon,IJCAI,Assessing the Resilience of Socio-Ecosystems - Coupling Viability Theory and Active Learning with kd-Trees. Application to Bilingual Societies.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6882,https://dblp.org/rec/conf/ijcai/AlvarezAMR13
47,2013,Nouhad Amaneddine,Michael Sioutis,IJCAI,Efficient Approach to Solve the Minimal Labeling Problem of Temporal and Spatial Qualitative Constraints.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6642,https://dblp.org/rec/conf/ijcai/AmaneddineCS13
48,2013,Alessandro Antonucci 0001,Sandra Gabaglio,IJCAI,An Ensemble of Bayesian Networks for Multilabel Classification.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6926,https://dblp.org/rec/conf/ijcai/AntonucciCMG13
49,2013,Marcelo Arenas,Vladislav Ryzhikov,IJCAI,Exchanging OWL 2 QL Knowledge Bases.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6939,https://dblp.org/rec/conf/ijcai/ArenasBCR13
50,2013,Alessandro Artale,Michael Zakharyaschev,IJCAI,Temporal Description Logic for Ontology-Based Data Access.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6824,https://dblp.org/rec/conf/ijcai/ArtaleKWZ13
51,2013,Guillaume Aucher,Thomas Bolander,IJCAI,Undecidability in Epistemic Planning.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6903,https://dblp.org/rec/conf/ijcai/AucherB13
52,2013,Gilles Audemard,Laurent Simon,IJCAI,Just-In-Time Compilation of Knowledge Bases.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6754,https://dblp.org/rec/conf/ijcai/AudemardLS13
53,2013,Haris Aziz 0001,Haris Aziz 0001,IJCAI,Maximal Recursive Rule - A New Social Decision Scheme.,1,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6528,https://dblp.org/rec/conf/ijcai/Aziz13
54,2013,Christer Bäckström,Peter Jonsson,IJCAI,Bridging the Gap Between Refinement and Heuristics in Abstraction.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6576,https://dblp.org/rec/conf/ijcai/BackstromJ13
55,2013,Alberto Barrón-Cedeño,Jonathan May,IJCAI,Identifying Useful Human Correction Feedback from an On-Line Machine Translation Service.,6,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6507,https://dblp.org/rec/conf/ijcai/Barron-CedenoMQFRM13
56,2013,Michael Bartholomew,Joohyung Lee 0002,IJCAI,Functional Stable Model Semantics and Answer Set Programming Modulo Theories.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6894,https://dblp.org/rec/conf/ijcai/BartholomewL13
57,2013,Johannes Bauer 0002,Stefan Wermter,IJCAI,Self-Organized Neural Learning of Statistical Inference from High-Dimensional Data.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6499,https://dblp.org/rec/conf/ijcai/BauerW13
58,2013,Caroline Becker,Hélène Fargier,IJCAI,Maintaining Alternative Values in Constraint-Based Configuration.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6647,https://dblp.org/rec/conf/ijcai/BeckerF13
59,2013,Francesco Belardinelli,Alessio Lomuscio,IJCAI,Decidability of Model Checking Non-Uniform Artifact-Centric Quantified Interpreted Systems.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6732,https://dblp.org/rec/conf/ijcai/BelardinelliL13
60,2013,Vaishak Belle,Hector J. Levesque,IJCAI,Reasoning about Continuous Uncertainty in the Situation Calculus.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6656,https://dblp.org/rec/conf/ijcai/BelleL13
61,2013,Radim Belohlávek,Martin Trnecka,IJCAI,Basic Level in Formal Concept Analysis - Interesting Concepts and Psychological Ramifications.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6628,https://dblp.org/rec/conf/ijcai/BelohlavekT13
62,2013,Salem Benferhat,Andrea G. B. Tettamanzi,IJCAI,Syntactic Computation of Hybrid Possibilistic Conditioning under Uncertain Inputs.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6822,https://dblp.org/rec/conf/ijcai/BenferhatPT13
63,2013,Una Benlic,Jin-Kao Hao,IJCAI,Breakout Local Search for the Vertex Separator Problem.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6555,https://dblp.org/rec/conf/ijcai/BenlicH13
64,2013,Christoph Benzmueller,Christoph Benzmueller,IJCAI,Automating Quantified Conditional Logics in HOL.,1,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6696,https://dblp.org/rec/conf/ijcai/Benzmueller13
65,2013,Christian Bessiere,Toby Walsh,IJCAI,Constraint Acquisition via Partial Queries.,8,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6659,https://dblp.org/rec/conf/ijcai/BessiereCHKLNQW13
66,2013,Christian Bessiere,Toby Walsh,IJCAI,Detecting and Exploiting Subproblem Tractability.,5,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6791,https://dblp.org/rec/conf/ijcai/BessiereCHKW13
67,2013,Meghyn Bienvenu,Frank Wolter,IJCAI,First-Order Rewritability of Atomic Queries in Horn Description Logics.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6907,https://dblp.org/rec/conf/ijcai/BienvenuLW13
68,2013,Meghyn Bienvenu,Mantas Simkus,IJCAI,Conjunctive Regular Path Queries in Lightweight Description Logics.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6886,https://dblp.org/rec/conf/ijcai/BienvenuOS13
69,2013,Meghyn Bienvenu,Guohui Xiao 0001,IJCAI,Tractable Queries for Lightweight Description Logics.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6908,https://dblp.org/rec/conf/ijcai/BienvenuOSX13
70,2013,Meghyn Bienvenu,Riccardo Rosati,IJCAI,Tractable Approximations of Consistent Query Answering for Robust Ontology-based Data Access.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6904,https://dblp.org/rec/conf/ijcai/BienvenuR13
71,2013,Adam Bjorndahl,Rafael Pass,IJCAI,Language-Based Games.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6943,https://dblp.org/rec/conf/ijcai/BjorndahlHP13
72,2013,Jeremiah Blocki,Arunesh Sinha,IJCAI,Audit Games.,5,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6951,https://dblp.org/rec/conf/ijcai/BlockiCDPS13
73,2013,Marjon Blondeel,Martine De Cock,IJCAI,Towards a Deeper Understanding of Nonmonotonic Reasoning with Degrees.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6867,https://dblp.org/rec/conf/ijcai/BlondeelSVC13
74,2013,Alexander Bochman,Alexander Bochman,IJCAI,The Markov Assumption - Formalization and Impact.,1,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6525,https://dblp.org/rec/conf/ijcai/Bochman13
75,2013,Danushka Bollegala,Ken-ichi Kawarabayashi,IJCAI,Mining for Analogous Tuples from an Entity-Relation Graph.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6620,https://dblp.org/rec/conf/ijcai/BollegalaKYK13
76,2013,Blai Bonet,Blai Bonet,IJCAI,An Admissible Heuristic for SAS+ Planning Obtained from the State Equation.,1,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6927,https://dblp.org/rec/conf/ijcai/Bonet13
77,2013,Maria Luisa Bonet,Sam Buss,IJCAI,An Improved Separation of Regular Resolution from Pool Resolution and Clause Learning (Extended Abstract).,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6768,https://dblp.org/rec/conf/ijcai/BonetB13
78,2013,Blai Bonet,Hector Geffner,IJCAI,Causal Belief Decomposition for Planning with Sensing - Completeness Results and Practical Approximation.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6928,https://dblp.org/rec/conf/ijcai/BonetG13
79,2013,Edouard Bonnet,Abdallah Saffidine,IJCAI,On the Complexity of Trick-Taking Card Games.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6920,https://dblp.org/rec/conf/ijcai/BonnetJS13
80,2013,Stefan Borgwardt,Rafael Peñaloza,IJCAI,Positive Subsumption in Fuzzy EL with General t-Norms.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6501,https://dblp.org/rec/conf/ijcai/BorgwardtP13
81,2013,Branislav Bosanský,Michal Pechoucek,IJCAI,Using Double-Oracle Method and Serialized Alpha-Beta Search for Pruning in Simultaneous Move Games.,5,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6815,https://dblp.org/rec/conf/ijcai/BosanskyLCVP13
82,2013,Pierre Bourhis,Andreas Pieris,IJCAI,The Impact of Disjunction on Query Answering Under Guarded-Based Existential Rules.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6504,https://dblp.org/rec/conf/ijcai/BourhisMP13
83,2013,Laura Bozzelli,Sophie Pinchinat,IJCAI,The Complexity of One-Agent Refinement Modal Logic.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6811,https://dblp.org/rec/conf/ijcai/BozzelliDP13
84,2013,Simina Brânzei,Jie Zhang 0008,IJCAI,Externalities in Cake Cutting.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6945,https://dblp.org/rec/conf/ijcai/BranzeiPZ13
85,2013,Robert Bredereck,Gerhard J. Woeginger,IJCAI,Are There Any Nicely Structured Preference Profiles Nearby?,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6643,https://dblp.org/rec/conf/ijcai/BredereckCW13
86,2013,Sean Padraig Brennan,Henry A. Kautz,IJCAI,Towards Understanding Global Spread of Disease from Everyday Interpersonal Interactions.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6526,https://dblp.org/rec/conf/ijcai/BrennanSK13
87,2013,Gerhard Brewka,Stefan Woltran,IJCAI,Abstract Dialectical Frameworks Revisited.,5,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6551,https://dblp.org/rec/conf/ijcai/BrewkaSEWW13
88,2013,Menkes van den Briel,Sylvie Thiébaux,IJCAI,Randomized Load Control - A Simple Distributed Approach for Scheduling Smart Appliances.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6861,https://dblp.org/rec/conf/ijcai/BrielST13
89,2013,Fan Bu,Xiaoyan Zhu,IJCAI,An Introduction to String Re-Writing Kernel.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6544,https://dblp.org/rec/conf/ijcai/BuLZ13
90,2013,Jennifer Elisabeth Buehler,Jennifer Elisabeth Buehler,IJCAI,Capabilities in Heterogeneous Multi Robot Systems.,1,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6773,https://dblp.org/rec/conf/ijcai/Buehler13
91,2013,Xiao Cai,Heng Huang,IJCAI,"Exact Top-k Feature Selection via l2, 0-Norm Constraint.",3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6975,https://dblp.org/rec/conf/ijcai/CaiNH13
92,2013,Xiao Cai,Heng Huang,IJCAI,Multi-View K-Means Clustering on Big Data.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6979,https://dblp.org/rec/conf/ijcai/CaiNH13a
93,2013,Shaowei Cai,Kaile Su,IJCAI,Comprehensive Score - Towards Efficient Local Search for SAT with Long Clauses.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6206,https://dblp.org/rec/conf/ijcai/CaiS13
94,2013,Xinyuan Cai,Ji Zhou,IJCAI,Regularized Latent Least Square Regression for Cross Pose Face Recognition.,5,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6500,https://dblp.org/rec/conf/ijcai/CaiWXCZ13
95,2013,Yilin Cai,Andrew Lim 0001,IJCAI,A Tree-Based Tabu Search Algorithm for the Manpower Allocation Problem with TimeWindows and Job-Teaming Constraints.,5,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6674,https://dblp.org/rec/conf/ijcai/CaiZGQL13
96,2013,Diego Calvanese,Dmitriy Zheleznyakov,IJCAI,Verification of Inconsistency-Aware Knowledge and Action Bases.,5,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6949,https://dblp.org/rec/conf/ijcai/CalvaneseKMSZ13
97,2013,Xiaochun Cao,Dongdai Lin,IJCAI,Robust Tensor Clustering with Non-Greedy Maximization.,5,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6533,https://dblp.org/rec/conf/ijcai/CaoWHYL13
98,2013,Arthur Carvalho,Kate Larson,IJCAI,A Consensual Linear Opinion Pool.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6447,https://dblp.org/rec/conf/ijcai/CarvalhoL13
99,2013,Massimiliano Cattafi,Marco Franchini,IJCAI,Optimal Valve Placement in Water Distribution Networks with CLP(FD).,5,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6810,https://dblp.org/rec/conf/ijcai/CattafiGNAF13
100,2013,Luis Fariñas del Cerro,Agustín Valverde,IJCAI,FQHT - The Logic of Stable Models for Logic Programs with Intensional Functions.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6925,https://dblp.org/rec/conf/ijcai/CerroPV13
101,2013,Siqi Chen 0001,Gerhard Weiss,IJCAI,Conditional Restricted Boltzmann Machines for Negotiations in Highly Competitive and Complex Domains.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6627,https://dblp.org/rec/conf/ijcai/ChenBTW13
102,2013,Suming Jeremiah Chen,Adnan Darwiche,IJCAI,An Exact Algorithm for Computing the Same-Decision Probability.,3,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6865,https://dblp.org/rec/conf/ijcai/ChenCD13
103,2013,Xiaoping Chen,Jiongkun Xie,IJCAI,Handling Open Knowledge for Service Robots.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6898,https://dblp.org/rec/conf/ijcai/ChenJSX13
104,2013,Mo Chen,Wei Zhang 0010,IJCAI,Dimensionality Reduction with Generalized Linear Models.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6781,https://dblp.org/rec/conf/ijcai/ChenLWZ13
105,2013,Zhiyuan Chen 0001,Riddhiman Ghosh,IJCAI,Leveraging Multi-Domain Prior Knowledge in Topic Models.,6,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6281,https://dblp.org/rec/conf/ijcai/ChenMLHCG13
106,2013,Niya Chen,Xiaofeng Meng 0002,IJCAI,Short-Term Wind Power Forecasting Using Gaussian Processes.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6902,https://dblp.org/rec/conf/ijcai/ChenQNM13
107,2013,Lifei Chen,Shengrui Wang,IJCAI,Central Clustering of Categorical Data with Automated Feature Weighting.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6524,https://dblp.org/rec/conf/ijcai/ChenW13
108,2013,Zhengzhang Chen,Alok N. Choudhary,IJCAI,Forecast Oriented Classification of Spatio-Temporal Extreme Events.,8,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6578,https://dblp.org/rec/conf/ijcai/ChenXCZALSC13
109,2013,Zheng Chen,Weixiong Zhang,IJCAI,Domain Adaptation with Topical Correspondence Learning.,2,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6609,https://dblp.org/rec/conf/ijcai/ChenZ13
110,2013,Ning Chen 0002,Bo Zhang 0010,IJCAI,Generalized Relational Topic Models with Data Augmentation.,4,http://www.aaai.org/ocs/index.php/IJCAI/IJCAI13/paper/view/6393,https://dblp.org/rec/conf/ijcai/ChenZXZ13
