,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
0,2015,Barry Hurley 0001,"University College Cork, Ireland",Barry O'Sullivan,"University College Cork, Ireland",IJCAI,Statistical Regimes and Runtime Prediction.,2,http://ijcai.org/Abstract/15/051,https://dblp.org/rec/conf/ijcai/0001O15
1,2015,Bart Bogaerts 0001,"Vrije Universiteit Brussel, Belgium",Marc Denecker,"Catholic University of Leuven, Belgium",IJCAI,Partial Grounded Fixpoints.,3,http://ijcai.org/Abstract/15/394,https://dblp.org/rec/conf/ijcai/0001VD15
2,2015,Radu Marinescu 0002,"IBM Research, Dublin, Ireland",Alexander T. Ihler,"University of California, Irvine, Department of Computer Science",IJCAI,Pushing Forward Marginal MAP with Best-First Search.,3,http://ijcai.org/Abstract/15/104,https://dblp.org/rec/conf/ijcai/0002DI15
3,2015,Peter Hansen 0002,"University of Bremen, Faculty of Mathematics, Computer Science",Frank Wolter,"University of Liverpool, UK",IJCAI,Efficient Query Rewriting in the Description Logic EL and Beyond.,4,http://ijcai.org/Abstract/15/428,https://dblp.org/rec/conf/ijcai/0002LSW15
4,2015,Yue Wang 0009,"University of North Carolina at Charlotte, College of Computing and Informatics, NC, USA",Xintao Wu,nan,IJCAI,Regression Model Fitting under Differential Privacy and Model Inversion Attack.,3,http://ijcai.org/Abstract/15/146,https://dblp.org/rec/conf/ijcai/0009SW15
5,2015,Xin Li 0013,Temple University,Yuhong Guo,nan,IJCAI,Multi-Label Classification with Feature-Aware Non-Linear Label Space Transformation.,2,http://ijcai.org/Abstract/15/511,https://dblp.org/rec/conf/ijcai/0013G15
6,2015,Mohammad Abdulaziz,nan,Charles Gretton,nan,IJCAI,Exploiting Symmetries by Planning for a Descriptive Quotient.,3,http://ijcai.org/Abstract/15/212,https://dblp.org/rec/conf/ijcai/AbdulazizNG15
7,2015,Andrés Abeliuk,nan,Pascal Van Hentenryck,"Brown University, Providence, USA",IJCAI,A Bargaining Mechanism for One-Way Games.,3,http://ijcai.org/Abstract/15/068,https://dblp.org/rec/conf/ijcai/AbeliukBH15
8,2015,André Abramé,nan,Djamal Habet,nan,IJCAI,On the Resiliency of Unit Propagation to Max-Resolution.,2,http://ijcai.org/Abstract/15/044,https://dblp.org/rec/conf/ijcai/AbrameH15
9,2015,Michael Abseher,nan,Stefan Woltran,"TU Wien, Vienna, Autria",IJCAI,Improving the Efficiency of Dynamic Programming on Tree Decompositions via Machine Learning.,4,http://ijcai.org/Abstract/15/045,https://dblp.org/rec/conf/ijcai/AbseherDMW15
10,2015,Meysam Aghighi,nan,Christer Bäckström,"Linköping University, Sweden",IJCAI,Cost-Optimal and Net-Benefit Planning - A Parameterised Complexity View.,2,http://ijcai.org/Abstract/15/213,https://dblp.org/rec/conf/ijcai/AghighiB15
11,2015,Mehwish Alam,nan,Amedeo Napoli,"INRIA, France",IJCAI,Mining Definitions from RDF Annotations Using Formal Concept Analysis.,4,http://ijcai.org/Abstract/15/121,https://dblp.org/rec/conf/ijcai/AlamBCN15
12,2015,Muddasser Alam,nan,Sarvapali D. Ramchurn,"University of Southampton, UK",IJCAI,A Scalable Interdependent Multi-Issue Negotiation Protocol for Energy Exchange.,4,http://ijcai.org/Abstract/15/159,https://dblp.org/rec/conf/ijcai/AlamGRR15
13,2015,Natasha Alechina,"University of Utrecht, The Netherlands",Hoang Nga Nguyen,nan,IJCAI,On the Boundary of (Un)decidability - Decidable Model-Checking for a Fragment of Resource Agent Logic.,4,http://ijcai.org/Abstract/15/214,https://dblp.org/rec/conf/ijcai/AlechinaBLN15
14,2015,Natasha Alechina,"University of Utrecht, The Netherlands",Franco Raimondi,nan,IJCAI,Symbolic Model Checking for One-Resource RB+-ATL.,4,http://ijcai.org/Abstract/15/155,https://dblp.org/rec/conf/ijcai/AlechinaLNR15
15,2015,Martin Aleksandrov,nan,Martin Aleksandrov,nan,IJCAI,Online Fair Division.,1,http://ijcai.org/Abstract/15/617,https://dblp.org/rec/conf/ijcai/Aleksandrov15
16,2015,Martin Aleksandrov,nan,Toby Walsh,"University of New South Wales, Sydney, Australia",IJCAI,Online Fair Division - Analysing a Food Bank Problem.,4,http://ijcai.org/Abstract/15/360,https://dblp.org/rec/conf/ijcai/AleksandrovAGW15
17,2015,Daniele Alfarone,nan,Jesse Davis,"Katholieke Universiteit Leuven, Department of Computer Science, Belgium",IJCAI,Unsupervised Learning of an IS-A Taxonomy from a Limited Domain-Specific Corpus.,2,http://ijcai.org/Abstract/15/206,https://dblp.org/rec/conf/ijcai/AlfaroneD15
18,2015,Ron Alford,nan,David W. Aha,nan,IJCAI,Tight Bounds for HTN Planning with Task Insertion.,3,http://ijcai.org/Abstract/15/215,https://dblp.org/rec/conf/ijcai/AlfordBA15
19,2015,Noga Alon,"Tel Aviv University, Sackler School of Mathematics, Israel",Moshe Tennenholtz,"Technion - Israel Institute of Technology, Haifa, Israel",IJCAI,How Robust Is the Wisdom of the Crowds?,4,http://ijcai.org/Abstract/15/291,https://dblp.org/rec/conf/ijcai/AlonFLT15
20,2015,Mario Alviano,nan,Francesco Ricca,"University of Calabria, Cosenza, Italy",IJCAI,A MaxSAT Algorithm Using Cardinality Constraints of Bounded Size.,3,http://ijcai.org/Abstract/15/379,https://dblp.org/rec/conf/ijcai/AlvianoDR15
21,2015,Mario Alviano,nan,Wolfgang Faber 0001,"Alpen-Adria Universität Klagenfurt, Austria",IJCAI,Stable Model Semantics of Abstract Dialectical Frameworks Revisited - A Logic Programming Perspective.,2,http://ijcai.org/Abstract/15/380,https://dblp.org/rec/conf/ijcai/AlvianoF15
22,2015,Roberto Amadini,nan,Jacopo Mauro,nan,IJCAI,A Multicore Tool for Constraint Solving.,3,http://ijcai.org/Abstract/15/039,https://dblp.org/rec/conf/ijcai/AmadiniGM15
