,first-author-affiliation,last-author-affiliation,title
0," Hong Kong University of Science and Technology, Hong Kong"," Hong Kong University of Science and Technology, Hong Kong",Content-based collaborative filtering for news topic recommendation
1," School of Computer Engineering, Nanyang Technological University, Singapore"," School of Computer Engineering, Nanyang Technological University, Singapore",A tri-role topic model for domain-specific question answering
2," Department of Computer Science, Oxford University Oxford, United Kingdom"," Department of Computer Science, Oxford University Oxford, United Kingdom",Handling owl: same as via rewriting
3," Departments of Computer Science and Statistics and Mathematics Purdue University, West Lafayette, IN", Departments of Computer Science and Statistics,Incorporating assortativity and degree dependence into scalable network models
4," Nuance Communications, Sunnyvale, California"," Nuance Communications, Sunnyvale, California",Using description logics for RDF constraint checking and closed-world recognition
5," School of Computer Science and Engineering, Southeast University, China and State Key Lab for Novel Software Technology, Nanjing University, Nanjing, China"," School of Information and Communication Technology, Griffith University, Australia",Approximating model-based a box revision in DL-lite: theory and practice
6, Arizona State University, Arizona State University,Leveraging social foci for information seeking in social media
7," Univ. Grenoble Alpes CNRS, LIG, Grenoble, France IUF (Institut Universitaire de France)"," Université de Montpellier II CNRS, LIRMM, Montpellier, France GrahpIK Team, INRIA Sophia-Antipolis",Extracting bounded-level modules from deductive RDF triplestores
8," Sino-French Engineer School, Beihang University, Beijing, China"," School of Computer Science and Engineering, Beihang University, Beijing, China and Research Institute of Beihang University in Shenzhen, Shenzhen, China",Question/Answer matching for CQA system via combining lexical and sequential information
9," Bar-Ilan University, Israel"," Bar-Ilan University, Israel",A hybrid approach of classifier and clustering for solving the missing node problem
10," Department of Electrical and Computer Engineering, University of California, San Diego La Jolla"," Department of Mathematics, University of California, San Diego La Jolla",Recommending positive links in signed social networks by optimizing a generalized AUC
11," Purdue University, West Lafayette, IN"," Yahoo Labs, Sunnyvale, CA",Causal inference via sparse additive models with application to online advertising
12," Department of Computer Science and Technology, Tsinghua University and Tsinghua National Laboratory for Information Science and Technology (TNList)"," IBM, China Research Lab",Sampling representative users from large social networks
13," Indian Institute of Science Bengaluru, INDIA"," Indian Institute of Science Bengaluru, INDIA",Relating romanized comments to news articles by inferring multi-glyphic topical correspondence
14," Department of Computer Science and Technology, Peking University, China"," Department of Computer Science and Technology, Peking University, China",Mining user intents in twitter: a semi-supervised approach to inferring intent categories for tweets
15," State Key Laboratory of Software Development Environment, Beihang University, Beijing, China"," State Key Laboratory of Software Development Environment, Beihang University, Beijing, China",Burst time prediction in cascades
16, Department of Computer Science and Engineering State University of New York at Buffalo, Department of Computer Science and Engineering State University of New York at Buffalo,Clustering-based collaborative filtering for link prediction
17," State Key Lab of Software Development Environment, Beihang University, Beijing, China"," Microsoft Research, Beijing, China",Mining query subtopics from questions in community question answering
18," University of Chinese Academy of Sciences, China and National Engineering Research Center of Fundamental Software, Institute of Software, Chinese Academy of Sciences and State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, China"," Tsinghua University/Microsoft Research Asia, China",DynaDiffuse: a dynamic diffusion model for continuous time constrained influence maximization
19," Institute of Computing Technology, Chinese Academy of Science, Haidian District Beijing, China"," Institute of Computing Technology, Chinese Academy of Science, Haidian District Beijing, China",A probabilistic model for bursty topic discovery in microblogs
20," School of Computer Science and Technology, Jilin University, Changchun, China and Key Laboratory of Symbolic Computation and Knowledge Engineering of Ministry of Education, China"," School of Computer Science and Technology, Jilin University, Changchun, China and Key Laboratory of Symbolic Computation and Knowledge Engineering of Ministry of Education, China",On the scalable learning of stochastic blockmodel
21," Department of Computer Science and Technology, Tsinghua University, China and Tsinghua National Laboratory for Information Science and Technology (TNList), China"," Huawei Noah's Ark Lab, Hong Kong",RAIN: social role-aware information diffusion
22," University of Chinese Academy of Sciences, Beijing, China and Fudan University, Shanghai, China"," Nanjing University of Finance and Economics, Nanjing, China",Collaborative topic ranking: leveraging item meta-data for sparsity reduction
23," Department of Computer Science, University of Rochester, Rochester, NY"," Adobe Research, San Jose, CA",Robust image sentiment analysis using progressively trained and domain transferred deep networks
24," College of Computer Science, Zhejiang University and School of Computing Science, Simon Fraser University"," Department of Computer Science, University of Illinois at Urbana-Champaign",Are features equally representative? A feature-centric recommendation
25," Shenzhen Key Laboratory of Rich Media Big Data Analytics and Applications, Shenzhen Research Institute, The Chinese University of Hong Kong, Shenzhen, China and Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong"," Shenzhen Key Laboratory of Rich Media Big Data Analytics and Applications, Shenzhen Research Institute, The Chinese University of Hong Kong, Shenzhen, China and Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong",Incorporating implicit link preference into overlapping community detection
26," Shanghai Key Laboratory of Intelligent Information Processing School of Computer Science, Fudan University, Shanghai, P.R.China"," Shanghai Key Laboratory of Intelligent Information Processing School of Computer Science, Fudan University, Shanghai, P.R.China",Retweet behavior prediction using hierarchical dirichlet process
27," Research Center for Social Computing and Information Retrieval, Harbin Institute of Technology"," School of Computing, National University of Singapore",Exploring key concept paraphrasing based on pivot language translation for question retrieval
28," Institute of Computer Science and Technology, Peking University, Beijing, China and The MOE Key Laboratory of Computational Linguistics, Peking University, Beijing, China"," Institute of Computer Science and Technology, Peking University, Beijing, China and The MOE Key Laboratory of Computational Linguistics, Peking University, Beijing, China",Representation learning for aspect category detection in online reviews
29," PPGC - Federal University of Pelotas, Pelotas, RS, Brazil"," PPGC - Federal University of Pelotas, Pelotas, RS, Brazil",Person identification using anthropometric and gait data from kinect sensor
