,first-author-affiliation,last-author-affiliation,title
0," Department of Computing and Information Systems, The University of Melbourne, Australia and NICTA Victoria Research Laboratory"," Department of Computing and Information Systems, The University of Melbourne, Australia and NICTA Victoria Research Laboratory",R1SVM: a randomised nonlinear approach to large-scale anomaly detection
1," Department of Computer Science Sun Yat-sen University Guangzhou, China"," Huawei Technologies Co., Ltd. Bantian, Longgang District Shenzhen, China",Personalized tag recommendation through nonlinear tensor factorization using gaussian kernel
2," Computer Science, MIT, Cambridge, MA"," Health Science Technology, MIT, Cambridge, MA","A multivariate timeseries modeling approach to severity of illness assessment and forecasting in ICU with sparse, heterogeneous clinical data"
3," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong",Probabilistic graphical models for boosting cardinal and ordinal peer grading in MOOCs
4," Warsaw University of Technology, Poland"," University of Oxford, United Kingdom",Efficient computation of semivalues for game-theoretic network centrality
5," School of Computing, Informatics, and Decision Systems Engineering, Arizona State University"," School of Computing, Informatics, and Decision Systems Engineering, Arizona State University",Embedded unsupervised feature selection
6," CAS Key Laboratory of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China"," CAS Key Laboratory of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",Learning user-specific latent influence and susceptibility from information cascades
7, Victoria University of Wellington, ETH Zurich,Kickback cuts backprop's red-tape: biologically plausible credit assignment in neural networks
8," Technical University of Catalonia, Campus Nord, Barcelona Spain"," Technical University of Catalonia, Campus Nord, Barcelona Spain",An agent-based model of the emergence and transmission of a language system for the expression of logical combinations
9," Qualitative Reasoning Group, Northwestern University, Evanston, IL"," Qualitative Reasoning Group, Northwestern University, Evanston, IL",Moral decision-making by analogy: generalizations versus exemplars
10," School of Computer Engineering, NTU, Singapore"," School of Computer Engineering, NTU, Singapore",AffectiveSpace 2: enabling affective intuition for concept-level sentiment analysis
11," Silicon Valley Campus, Carnegie Mellon University, Moffett Field, CA"," Silicon Valley Campus, Carnegie Mellon University, Moffett Field, CA",Dialogue understanding in a logic of action and belief
12," School of Computer Science and Engineering & Institute for Cognitive Science, Seoul National University, Seoul, Korea"," School of Computer Science and Engineering & Institute for Cognitive Science, Seoul National University, Seoul, Korea",Automated construction of visual-linguistic knowledge via concept learning from cartoon videos
13," David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"," Potsdam University of Applied Sciences, Potsdam, Germany",Bayesian affect control theory of self
14," Department of Computer Science, University of Auckland, Auckland, New Zealand"," Department of Computer Science, University of Auckland, Auckland, New Zealand",Heuristic induction of rate-based process models
15," University of Michigan, Ann Arbor, MI"," University of Michigan, Ann Arbor, MI",Spontaneous retrieval from long-term memory for a cognitive architecture
16," Qualitative Reasoning Group, Northwestern University, Evanston, IL"," Qualitative Reasoning Group, Northwestern University, Evanston, IL",Learning plausible inferences from semantic web knowledge by combining analogical generalization with structured logistic regression
17," Brigham Young University Provo, Utah"," Brigham Young University Provo, Utah",Ontology-based information extraction with a cognitive agent
18," Qualitative Reasoning Group, Northwestern University, Evanston, IL"," Qualitative Reasoning Group, Northwestern University, Evanston, IL",Extending analogical generalization with near-misses
19, Rensselaer Polytechnic Institute, Rensselaer Polytechnic Institute,Automatic ellipsis resolution: recovering covert information from text
20," Department of Biomedical Informatics, University at Buffalo, Buffalo NY"," Department of Computer Science and Engineering, University at Buffalo, Buffalo NY",Inference graphs: combining natural deduction and subsumption inference in a concurrent reasoner
21," Institute for Infocomm Research, Agency for Science, Technology and Research (A*STAR), Singapore"," Institute for Infocomm Research, Agency for Science, Technology and Research (A*STAR), Singapore",An entorhinal-hippocampal model for simultaneous cognitive map building
22," Shanghai Jiao Tong University, Shanghai, China"," POSTECH, Pohang, Republic of Korea",An association network for computing semantic relatedness
23," Department of Computer Science, University of Southern California, Los Angeles, California"," Department of Electrical Engineering, University of Southern California, Los Angeles, California",Influence-driven model for time series prediction from partial observations
24," Department of Computer Science, University of Verona, Verona, Italy"," Electronics and Computer Science, University of Southampton, Southampton, UK",Sharing rides with friends: a coalition formation algorithm for ridesharing
25," Delft University of Technology, The Netherlands"," Delft University of Technology, The Netherlands",Best-response planning of thermostatically controlled loads under power constraints
26, Carnegie Mellon University, Carnegie Mellon University,FutureMatch: combining human value judgments and machine learning to match in dynamic environments
27," Electrical Engineering and Computer Sciences Department, University of California, Berkeley"," Electrical Engineering and Computer Sciences Department, University of California, Berkeley",Energy disaggregation via learning 'Powerlets' and sparse coding
28," Computer Science Department, Stanford University"," Department of Materials Science and Engineering, Cornell University",Pattern decomposition with complex combinatorial constraints: application to materials discovery
29, Stanford University, Cornell University,Learning large-scale dynamic discrete choice models of spatio-temporal preferences with application to migratory pastoralism in East Africa
